CAMPUS,CAMPNAME,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,C_RATING,C_UPDATE,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE
"092904105","PARKWAY EL"," ","N","N","N","N","N","N","Y","N","M"," ","PINE TREE ISD","092904","04","01","01 - 04","E"
"092906002","SABINE H S"," ","N","N","N","N","N","N","N","N","M"," ","SABINE ISD","092906","12","09","09 - 12","S"
"092906041","SABINE MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","SABINE ISD","092906","08","06","06 - 08","M"
"092906102","SABINE EL"," ","N","N","N","N","N","N","N","N","M"," ","SABINE ISD","092906","05","PK","PK - 05","E"
"092907001","SPRING HILL H S"," ","N","N","N","N","N","N","N","N","M"," ","SPRING HILL ISD","092907","12","09","09 - 12","S"
"092907042","SPRING HILL J H"," ","N","N","N","N","N","N","N","N","M"," ","SPRING HILL ISD","092907","08","06","06 - 08","M"
"092907101","SPRING HILL INT"," ","N","N","N","N","N","N","N","N","M"," ","SPRING HILL ISD","092907","05","03","03 - 05","E"
"092907103","SPRING HILL PRI"," ","N","N","N","N","N","N","N","N","M"," ","SPRING HILL ISD","092907","02","EE","EE - 02","E"
"092908001","WHITE OAK H S"," ","N","N","N","N","N","N","N","N","M"," ","WHITE OAK ISD","092908","12","09","09 - 12","S"
"092908041","WHITE OAK MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","WHITE OAK ISD","092908","08","06","06 - 08","M"
"092908102","WHITE OAK PRI"," ","N","N","N","N","N","N","N","N","M"," ","WHITE OAK ISD","092908","02","PK","PK - 02","E"
"092908103","WHITE OAK INT"," ","N","N","N","N","N","N","N","N","M"," ","WHITE OAK ISD","092908","05","03","03 - 05","E"
"093901001","ANDERSON-SHIRO JR/SR H S"," ","N","N","N","N","N","N","N","N","M"," ","ANDERSON-SHIRO CISD","093901","12","06","06 - 12","B"
"093901101","ANDERSON-SHIRO EL"," ","N","N","N","N","N","N","N","N","M"," ","ANDERSON-SHIRO CISD","093901","05","PK","PK - 05","E"
"093903001","IOLA H S"," ","N","N","N","N","N","N","N","N","M"," ","IOLA ISD","093903","12","07","07 - 12","S"
"093903101","IOLA EL"," ","N","N","N","N","N","N","N","N","M"," ","IOLA ISD","093903","06","PK","PK - 06","E"
"093904002","NAVASOTA H S"," ","N","N","N","N","N","N","N","N","M"," ","NAVASOTA ISD","093904","12","09","09 - 12","S"
"093904005","W B BIZZELL ACADEMY","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","A"," ","NAVASOTA ISD","093904","12","09","09 - 12","S"
"093904042","NAVASOTA J H"," ","N","N","N","N","N","N","N","N","M"," ","NAVASOTA ISD","093904","08","06","06 - 08","M"
"093904104","JOHN C WEBB EL"," ","N","N","N","N","N","N","N","N","M"," ","NAVASOTA ISD","093904","05","EE","EE - 05","E"
"093904106","HIGH POINT EL"," ","N","N","N","N","N","N","N","N","M"," ","NAVASOTA ISD","093904","05","PK","PK - 05","E"
"093904107","BRULE EL"," ","N","N","N","N","N","N","N","N","M"," ","NAVASOTA ISD","093904","05","PK","PK - 05","E"
"093905001","RICHARDS H S"," ","N","N","N","N","N","N","N","N","M"," ","RICHARDS ISD","093905","12","07","07 - 12","S"
"093905101","RICHARDS EL"," ","N","N","N","N","N","N","N","N","M"," ","RICHARDS ISD","093905","06","PK","PK - 06","E"
"094901001","SEGUIN H S"," ","N","N","N","N","N","N","N","N","M"," ","SEGUIN ISD","094901","12","09","09 - 12","S"
"094901002","MERCER & BLUMBERG LRN CTR","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","A"," ","SEGUIN ISD","094901","12","09","09 - 12","S"
"094901041","JIM BARNES MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","SEGUIN ISD","094901","08","06","06 - 08","M"
"094901042","BRIESEMEISTER MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","SEGUIN ISD","094901","08","06","06 - 08","M"
"094901101","BALL EARLY CHILDHOOD CENTER"," ","N","N","N","N","Y","N","N","N","M"," ","SEGUIN ISD","094901","PK","PK","PK - PK","E"
"094901103","JEFFERSON AVE EL"," ","N","N","N","N","N","N","N","N","M"," ","SEGUIN ISD","094901","05","KG","KG - 05","E"
"094901104","ORALIA R RODRIGUEZ EL"," ","N","N","N","N","N","N","N","N","M"," ","SEGUIN ISD","094901","05","KG","KG - 05","E"
"094901105","WEINERT EL"," ","N","N","N","N","N","N","N","N","M"," ","SEGUIN ISD","094901","05","KG","KG - 05","E"
"094901106","MCQUEENEY EL"," ","N","N","N","N","N","N","N","N","M"," ","SEGUIN ISD","094901","05","KG","KG - 05","E"
"094901108","PATLAN EL"," ","N","N","N","N","N","N","N","N","M"," ","SEGUIN ISD","094901","05","KG","KG - 05","E"
"094901109","KOENNECKE EL"," ","N","N","N","N","N","N","N","N","M"," ","SEGUIN ISD","094901","05","KG","KG - 05","E"
"094901110","VOGEL EL"," ","N","N","N","N","N","N","N","N","M"," ","SEGUIN ISD","094901","05","KG","KG - 05","E"
"094901111","LIZZIE M BURGES ALTERNATIVE SCHOOL"," ","N","N","N","Y","N","N","N","N","X"," ","SEGUIN ISD","094901","11","04","04 - 11","B"
"094901112","JUVENILE DETENTION CENTER","RESIDENTIAL FACILITY","N","Y","N","N","N","N","N","Y","X"," ","SEGUIN ISD","094901","10","07","07 - 10","S"
"094902001","SAMUEL CLEMENS H S"," ","N","N","N","N","N","N","N","N","M"," ","SCHERTZ-CIBOLO-U CITY ISD","094902","12","09","09 - 12","S"
"094902002","ALLISON L STEELE E L C","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","A"," ","SCHERTZ-CIBOLO-U CITY ISD","094902","12","10","10 - 12","S"
"094902003","BYRON P STEELE II H S"," ","N","N","N","N","N","N","N","N","M"," ","SCHERTZ-CIBOLO-U CITY ISD","094902","12","09","09 - 12","S"
"094902041","RAY D CORBETT J H"," ","N","N","N","N","N","N","N","N","M"," ","SCHERTZ-CIBOLO-U CITY ISD","094902","08","07","07 - 08","M"
"094902042","DOBIE J H"," ","N","N","N","N","N","N","N","N","M"," ","SCHERTZ-CIBOLO-U CITY ISD","094902","08","07","07 - 08","M"
"094902101","WIEDERSTEIN EL"," ","N","N","N","N","N","N","N","N","M"," ","SCHERTZ-CIBOLO-U CITY ISD","094902","04","EE","EE - 04","E"
"094902102","ROSE GARDEN EL"," ","N","N","N","N","N","N","N","N","M"," ","SCHERTZ-CIBOLO-U CITY ISD","094902","04","EE","EE - 04","E"
"094902103","SCHERTZ EL"," ","N","N","N","N","N","N","N","N","M"," ","SCHERTZ-CIBOLO-U CITY ISD","094902","04","EE","EE - 04","E"
"094902108","LAURA INGALLS WILDER INT"," ","N","N","N","N","N","N","N","N","M"," ","SCHERTZ-CIBOLO-U CITY ISD","094902","06","05","05 - 06","M"
