CAMPUS,CAMPNAME,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,C_RATING,C_UPDATE,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE
"101829101","HOUSTON HEIGHTS LEARNING ACADEMY I"," ","N","N","Y","N","N","N","N","N","Z"," ","HOUSTON HEIGHTS LEARNING ACADEMY I","101829","05","PK","PK - 05","E"
"101837001","CALVIN NELMS H S"," ","N","N","Y","N","N","N","N","N","M"," ","CALVIN NELMS CHARTER SCHOOLS","101837","12","09","09 - 12","S"
"101837041","CALVIN NELMS MIDDLE"," ","N","N","Y","N","N","N","N","N","M"," ","CALVIN NELMS CHARTER SCHOOLS","101837","08","06","06 - 08","M"
"101838001","SOUTHWEST H S"," ","N","N","Y","N","N","N","N","N","M"," ","SOUTHWEST SCHOOL","101838","12","09","09 - 12","S"
"101838004","PHOENIX SCHOOL AT SOUTHWEST SCHOOL","RESIDENTIAL FACILITY","N","Y","Y","N","N","N","N","Y","X"," ","SOUTHWEST SCHOOL","101838","12","KG","KG - 12","B"
"101838041","SOUTHWEST MIDDLE SCH","AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","A"," ","SOUTHWEST SCHOOL","101838","08","06","06 - 08","M"
"101838101","YOUNG LEARNERS"," ","N","N","Y","N","Y","N","N","N","Z"," ","SOUTHWEST SCHOOL","101838","PK","PK","PK - PK","E"
"101838102","SOUTHWEST SCHOOLS BISSONNET EL CAM"," ","N","N","Y","N","N","N","N","N","M"," ","SOUTHWEST SCHOOL","101838","05","PK","PK - 05","E"
"101838104","SOUTHWEST SCHOOLS MANGUM EL CAMPUS"," ","N","N","Y","N","N","N","N","N","M"," ","SOUTHWEST SCHOOL","101838","05","KG","KG - 05","E"
"101840101","TWO DIMENSIONS PREPARATORY ACADEMY"," ","N","N","Y","N","N","N","N","N","M"," ","TWO DIMENSIONS PREPARATORY ACADEMY","101840","05","PK","PK - 05","E"
"101840102","TWO DIMENSIONS AT CORSICANA"," ","N","N","Y","N","Y","N","N","N","Z"," ","TWO DIMENSIONS PREPARATORY ACADEMY","101840","KG","PK","PK - KG","E"
"101840103","TWO DIMENSIONS/VICKERY"," ","N","N","Y","N","N","N","N","N","M"," ","TWO DIMENSIONS PREPARATORY ACADEMY","101840","05","PK","PK - 05","E"
"101842001","COMQUEST ACADEMY","AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","A"," ","COMQUEST ACADEMY","101842","12","KG","KG - 12","B"
"101845001","YES PREP - SOUTHEAST"," ","N","N","Y","N","N","N","N","N","M"," ","YES PREP PUBLIC SCHOOLS INC","101845","12","06","06 - 12","B"
"101845002","YES PREP - SOUTHWEST"," ","N","N","Y","N","N","N","N","N","M"," ","YES PREP PUBLIC SCHOOLS INC","101845","12","06","06 - 12","B"
"101845003","YES PREP - EAST END"," ","N","N","Y","N","N","N","N","N","M"," ","YES PREP PUBLIC SCHOOLS INC","101845","12","06","06 - 12","B"
"101845004","YES PREP - GULFTON"," ","N","N","Y","N","N","N","N","N","M"," ","YES PREP PUBLIC SCHOOLS INC","101845","12","06","06 - 12","B"
"101845005","YES PREP - WEST"," ","N","N","Y","N","N","N","N","N","M"," ","YES PREP PUBLIC SCHOOLS INC","101845","12","06","06 - 12","B"
"101845006","YES PREP - BRAYS OAKS"," ","N","N","Y","N","N","N","N","N","M"," ","YES PREP PUBLIC SCHOOLS INC","101845","12","06","06 - 12","B"
"101845007","YES PREP - NORTHSIDE"," ","N","N","Y","N","N","N","N","N","M"," ","YES PREP PUBLIC SCHOOLS INC","101845","11","06","06 - 11","B"
"101845008","YES PREP - 5TH WARD"," ","N","N","Y","N","N","N","N","N","M"," ","YES PREP PUBLIC SCHOOLS INC","101845","11","06","06 - 11","B"
"101845009","YES PREP - WHITE OAK"," ","N","N","Y","N","N","N","N","N","M"," ","YES PREP PUBLIC SCHOOLS INC","101845","09","06","06 - 09","M"
"101845010","YES PREP NORTH FOREST"," ","N","N","Y","N","N","N","N","N","M"," ","YES PREP PUBLIC SCHOOLS INC","101845","12","06","06 - 12","B"
"101845011","YES PREP - SOUTHSIDE"," ","N","N","Y","N","N","N","N","N","I"," ","YES PREP PUBLIC SCHOOLS INC","101845","07","06","06 - 07","M"
"101845101","YES PREP - NORTH CENTRAL"," ","N","N","Y","N","N","N","N","N","M"," ","YES PREP PUBLIC SCHOOLS INC","101845","12","06","06 - 12","B"
"101846001","HARMONY SCIENCE ACADEMY-HOUSTON"," ","N","N","Y","N","N","N","N","N","M"," ","HARMONY SCIENCE ACADEMY","101846","12","09","09 - 12","S"
"101846002","HARMONY SCHOOL OF INNOVATION - HOU"," ","N","N","Y","N","N","N","N","N","M"," ","HARMONY SCIENCE ACADEMY","101846","08","06","06 - 08","M"
"101846003","HARMONY SCHOOL OF INGENUITY-HOUSTO"," ","N","N","Y","N","N","N","N","N","M"," ","HARMONY SCIENCE ACADEMY","101846","12","08","08 - 12","S"
"101846005","HARMONY SCHOOL OF SCIENCE-HOUSTON"," ","N","N","Y","N","N","N","N","N","M"," ","HARMONY SCIENCE ACADEMY","101846","08","KG","KG - 08","E"
"101846006","HARMONY SCHOOL OF FINE ARTS AND TE"," ","N","N","Y","N","N","N","N","N","M"," ","HARMONY SCIENCE ACADEMY","101846","08","KG","KG - 08","E"
"101846102","HARMONY SCHOOL OF EXPLORATION- HOU"," ","N","N","Y","N","N","N","N","N","M"," ","HARMONY SCIENCE ACADEMY","101846","05","KG","KG - 05","E"
"101847101","BEATRICE MAYES INSTITUTE CHARTER S"," ","N","N","Y","N","N","N","N","N","M"," ","BEATRICE MAYES INSTITUTE CHARTER S","101847","08","KG","KG - 08","E"
"101849041","ACCELERATED INT CHARTER SCHOOL"," ","N","N","Y","N","N","N","Y","N","Z"," ","ACCELERATED INTERMEDIATE ACADEMY","101849","07","07","07 - 07","M"
"101849101","ACCELERATED INTERDISCIPLINARY ACAD"," ","N","N","Y","N","N","N","N","N","M"," ","ACCELERATED INTERMEDIATE ACADEMY","101849","06","PK","PK - 06","E"
"101849105","AIA LANCASTER EL"," ","N","N","Y","N","N","N","Y","N","Z"," ","ACCELERATED INTERMEDIATE ACADEMY","101849","01","PK","PK - 01","E"
"101850101","ZOE LEARNING ACADEMY"," ","N","N","Y","N","N","N","N","N","I"," ","ZOE LEARNING ACADEMY","101850","06","PK","PK - 06","E"
"101850102","ZOE LEARNING ACAD - AMBASSADOR CAM"," ","N","N","Y","N","N","N","N","N","M"," ","ZOE LEARNING ACADEMY","101850","06","PK","PK - 06","E"
"101853042","RIPLEY HOUSE MIDDLE CAMPUS"," ","N","N","Y","N","N","N","N","N","M"," ","PROMISE COMMUNITY SCHOOL","101853","08","06","06 - 08","M"
"101853101","RIPLEY HOUSE CHARTER SCHOOL"," ","N","N","Y","N","N","N","N","N","M"," ","PROMISE COMMUNITY SCHOOL","101853","05","PK","PK - 05","E"
"101853104","NCI CHARTER SCHOOL WITHOUT WALLS"," ","N","N","Y","N","Y","N","N","N","Z"," ","PROMISE COMMUNITY SCHOOL","101853","PK","PK","PK - PK","E"
"101853106","BAKER-RIPLEY CHARTER SCHOOL"," ","N","N","Y","N","N","N","N","N","I","0","PROMISE COMMUNITY SCHOOL","101853","06","KG","KG - 06","E"
"101853108","NEW NEIGHBOR CAMPUS"," ","N","N","Y","N","N","N","N","N","Z"," ","PROMISE COMMUNITY SCHOOL","101853","05","KG","KG - 05","E"
"101855101","MEYERPARK EL"," ","N","N","Y","N","N","N","N","N","M"," ","MEYERPARK ELEMENTARY","101855","06","PK","PK - 06","E"
"101856101","DRAW ACADEMY"," ","N","N","Y","N","N","N","N","N","M"," ","DRAW ACADEMY","101856","03","KG","KG - 03","E"
"101856102","DRAW ACADEMY EARLY LEARNING CENTER"," ","N","N","Y","N","Y","N","N","N","Z"," ","DRAW ACADEMY","101856","PK","PK","PK - PK","E"
"101856103","DRAW ACADEMY UPPER EL"," ","N","N","Y","N","N","N","N","N","I"," ","DRAW ACADEMY","101856","08","04","04 - 08","M"
"101858001","HARMONY SCHOOL OF EXCELLENCE-HOUST"," ","N","N","Y","N","N","N","N","N","M"," ","HARMONY SCHOOL OF EXCELLENCE","101858","08","KG","KG - 08","E"
"101858002","HARMONY SCHOOL OF ENDEAVOR-HOUSTON"," ","N","N","Y","N","N","N","N","N","M"," ","HARMONY SCHOOL OF EXCELLENCE","101858","08","KG","KG - 08","E"
"101858003","HARMONY SCIENCE ACADEMY - BRYAN"," ","N","N","Y","N","N","N","N","N","M"," ","HARMONY SCHOOL OF EXCELLENCE","101858","08","KG","KG - 08","E"
"101858004","HARMONY SCHOOL OF ADVANCEMENT-HOUS"," ","N","N","Y","N","N","N","N","N","M"," ","HARMONY SCHOOL OF EXCELLENCE","101858","12","09","09 - 12","S"
"101858005","HARMONY SCHOOL OF DISCOVERY - HOUS"," ","N","N","Y","N","N","N","N","N","M"," ","HARMONY SCHOOL OF EXCELLENCE","101858","12","06","06 - 12","B"
"101858006","HARMONY SCHOOL OF TECHNOLOGY-HOUST"," ","N","N","Y","N","N","N","N","N","M"," ","HARMONY SCHOOL OF EXCELLENCE","101858","08","KG","KG - 08","E"
"101858007","HARMONY SCHOOL OF ACHIEVEMENT - HO"," ","N","N","Y","N","N","N","N","N","M"," ","HARMONY SCHOOL OF EXCELLENCE","101858","05","KG","KG - 05","E"
"101859101","STEP CHARTER EL"," ","N","N","Y","N","N","N","N","N","M"," ","STEP CHARTER SCHOOL","101859","08","KG","KG - 08","E"
"101859102","STEP CHARTER II"," ","N","N","Y","N","N","N","Y","N","I"," ","STEP CHARTER SCHOOL","101859","03","KG","KG - 03","E"
"101861102","THE RHODES SCHOOL - NORTHSHORE"," ","N","N","Y","N","N","N","N","N","I"," ","THE RHODES SCHOOL","101861","05","PK","PK - 05","E"
"101861103","THE RHODES SCHOOL - SOUTHEAST"," ","N","N","Y","N","N","N","N","N","I"," ","THE RHODES SCHOOL","101861","05","PK","PK - 05","E"
"101861104","THE RHODES SCHOOL - NW"," ","N","N","Y","N","N","N","Y","N","I"," ","THE RHODES SCHOOL","101861","05","KG","KG - 05","E"
"101861105","THE RHODES SCHOOL - HUMBLE"," ","N","N","Y","N","N","N","Y","N","M"," ","THE RHODES SCHOOL","101861","08","PK","PK - 08","E"
"101862001","HARMONY SCIENCE ACADEMY-SUGAR LAND"," ","N","N","Y","N","N","N","N","N","M"," ","HARMONY SCHOOL OF SCIENCE - HOUSTO","101862","06","KG","KG - 06","E"
"101862002","HARMONY SCHOOL OF INNOVATION-SUGAR"," ","N","N","Y","N","N","N","N","N","M"," ","HARMONY SCHOOL OF SCIENCE - HOUSTO","101862","12","07","07 - 12","S"
"101862003","HARMONY SCIENCE ACADEMY-KATY"," ","N","N","Y","N","N","N","N","N","M"," ","HARMONY SCHOOL OF SCIENCE - HOUSTO","101862","05","KG","KG - 05","E"
"101862004","HARMONY SCIENCE ACADEMY- BEAUMONT"," ","N","N","Y","N","N","N","N","N","M"," ","HARMONY SCHOOL OF SCIENCE - HOUSTO","101862","12","KG","KG - 12","B"
"101862005","HARMONY SCHOOL OF INNOVATION - KAT"," ","N","N","Y","N","N","N","Y","N","M"," ","HARMONY SCHOOL OF SCIENCE - HOUSTO","101862","12","06","06 - 12","B"
"101864041","THE LAWSON ACADEMY"," ","N","N","Y","N","N","N","N","N","I"," ","THE LAWSON ACADEMY","101864","08","06","06 - 08","M"
"101866001","GLOBAL LEARNING VILLAGE"," ","N","N","Y","N","N","N","N","N","I"," ","GLOBAL LEARNING VILLAGE","101866","12","KG","KG - 12","B"
"101868001","PRO-VISION H S","AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","A"," ","THE PRO-VISION ACADEMY","101868","12","09","09 - 12","S"
"101868002","PRO-VISION MIDDLE","AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","A"," ","THE PRO-VISION ACADEMY","101868","08","05","05 - 08","M"
"101869001","C O R E ACADEMY","AEC OF CHOICE","Y","Y","Y","N","N","N","N","N","A"," ","C O R E ACADEMY","101869","11","KG","KG - 11","B"
"101870001","BETA ACADEMY"," ","N","N","Y","N","N","N","N","N","M"," ","BETA ACADEMY","101870","07","KG","KG - 07","E"
"101871041","A+ UNLIMITED POTENTIAL"," ","N","N","Y","N","N","N","Y","N","M"," ","A+ UNLIMITED POTENTIAL","101871","08","06","06 - 08","M"
"101871102","A+UP UNIVERSITY"," ","N","N","Y","N","N","N","Y","N","M"," ","A+ UNLIMITED POTENTIAL","101871","08","06","06 - 08","M"
"101902001","ALDINE H S"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","12","09","09 - 12","S"
"101902002","CARVER H S FOR APPLIED TECH/ENGINE"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","12","09","09 - 12","S"
"101902003","MACARTHUR H S"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","12","09","09 - 12","S"
"101902004","EISENHOWER H S"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","12","09","09 - 12","S"
"101902005","NIMITZ H S"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","12","09","09 - 12","S"
"101902008","VICTORY EARLY COLLEGE H S"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","12","09","09 - 12","S"
"101902012","DAVIS H S ALDINE"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","12","09","09 - 12","S"
"101902013","HALL CENTER FOR EDUCATION","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","A"," ","ALDINE ISD","101902","12","09","09 - 12","S"
"101902041","ALDINE MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","08","07","07 - 08","M"
"101902042","DREW ACADEMY"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","08","07","07 - 08","M"
"101902043","HAMBRICK MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","08","07","07 - 08","M"
"101902044","STOVALL MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","08","07","07 - 08","M"
"101902045","TEAGUE MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","08","07","07 - 08","M"
"101902046","HOFFMAN MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","08","06","06 - 08","M"
"101902047","SHOTWELL MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","08","07","07 - 08","M"
"101902048","GRANTHAM ACADEMY"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","08","07","07 - 08","M"
"101902051","PLUMMER MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","08","07","07 - 08","M"
"101902052","LEWIS MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","08","07","07 - 08","M"
"101902061","ECKERT INT"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","06","05","05 - 06","M"
"101902062","HOUSTON ACADEMY"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","06","05","05 - 06","M"
"101902063","ESCAMILLA INT"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","06","05","05 - 06","M"
"101902064","STEHLIK INT"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","06","05","05 - 06","M"
"101902065","PARKER INT"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","06","05","05 - 06","M"
"101902066","CARAWAY INT"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","06","05","05 - 06","M"
"101902067","WILSON INT"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","06","05","05 - 06","M"
"101902068","REED ACADEMY"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","06","05","05 - 06","M"
"101902069","HILL INT"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","06","05","05 - 06","M"
"101902070","MARCELLA INT"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","06","05","05 - 06","M"
"101902072","RAYFORD INT"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","06","05","05 - 06","M"
"101902081","ALDINE NINTH GRADE SCHOOL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","09","09","09 - 09","S"
"101902082","DAVIS NINTH GRADE"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","09","09","09 - 09","S"
"101902083","MACARTHUR NINTH GRADE SCHOOL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","09","09","09 - 09","S"
"101902084","EISENHOWER NINTH GRADE SCHOOL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","09","09","09 - 09","S"
"101902085","NIMITZ NINTH GRADE SCHOOL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","09","09","09 - 09","S"
"101902098","HIGHPOINT"," ","N","N","N","Y","N","N","N","N","X"," ","ALDINE ISD","101902","12","07","07 - 12","S"
"101902099","ALDINE J J A E P"," ","N","N","N","N","N","Y","Y","N","X"," ","ALDINE ISD","101902","10","10","10 - 10","S"
"101902101","ANDERSON ACADEMY"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","03","01","01 - 03","E"
"101902102","BETHUNE ACADEMY"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","03","03 - 04","E"
"101902103","CARROLL ACADEMY"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902104","REECE ACADEMY"," ","N","N","N","N","Y","N","N","N","M"," ","ALDINE ISD","101902","KG","PK","PK - KG","E"
"101902105","FRANCIS EL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902106","GOODMAN EL"," ","N","N","N","N","N","N","N","N","I"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902107","CARTER ACADEMY"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902108","LANE SCHOOL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","12","01","01 - 12","B"
"101902109","MENDEL EL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902110","WORSHAM EL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902111","OLESON EL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902112","ORANGE GROVE EL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902113","RAYMOND ACADEMY"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902114","SMITH ACADEMY"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902115","ODOM EL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902116","JOHNSON EL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902117","THOMPSON EL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902118","SAMMONS EL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902119","STEPHENS EL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902120","MAGRILL EL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902121","ERMEL EL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902122","CARMICHAEL EL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902123","CONLEY EL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902124","DUNN EL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902125","GRAY EL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902126","BLACK EL"," ","N","N","N","N","N","N","N","N","I"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902127","STOVALL ACADEMY"," ","N","N","N","N","N","N","N","N","I"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902128","CALVERT EL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902129","HARRIS ACADEMY"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902130","KUJAWA EL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902131","BUSSEY EL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902132","SPENCE EL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902134","JONES EL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","01","01 - 04","E"
"101902135","GREENSPOINT EL"," ","N","N","N","N","N","N","Y","N","M"," ","ALDINE ISD","101902","04","01","01 - 04","E"
"101902136","CYPRESSWOOD EL"," ","N","N","N","N","N","N","N","N","M"," ","ALDINE ISD","101902","04","KG","KG - 04","E"
"101902151","KEEBLE EC/PRE-K CENTER"," ","N","N","N","N","Y","N","N","N","M"," ","ALDINE ISD","101902","PK","EE","EE - PK","E"
"101902153","HINOJOSA EC/PRE-K CENTER"," ","N","N","N","N","Y","N","N","N","M"," ","ALDINE ISD","101902","PK","EE","EE - PK","E"
"101902154","VINES EC/PRE-K CENTER"," ","N","N","N","N","Y","N","N","N","M"," ","ALDINE ISD","101902","PK","EE","EE - PK","E"
"101902155","DE SANTIAGO EC/PRE-K CENTER"," ","N","N","N","N","Y","N","N","N","M"," ","ALDINE ISD","101902","KG","EE","EE - KG","E"
"101902163","GARCIA-LEZA EC/PRE-K CENTER"," ","N","N","N","N","Y","N","N","N","M"," ","ALDINE ISD","101902","PK","EE","EE - PK","E"
"101902164","KUJAWA EC/PRE-K CENTER"," ","N","N","N","N","Y","N","N","N","M"," ","ALDINE ISD","101902","PK","EE","EE - PK","E"
"101902165","JONES EC/PRE-K/KG CENTER"," ","N","N","N","N","Y","N","N","N","M"," ","ALDINE ISD","101902","KG","EE","EE - KG","E"
"101903001","HASTINGS H S"," ","N","N","N","N","N","N","N","N","M"," ","ALIEF ISD","101903","12","09","09 - 12","S"
"101903002","ELSIK H S"," ","N","N","N","N","N","N","N","N","M"," ","ALIEF ISD","101903","12","09","09 - 12","S"
"101903003","TAYLOR H S"," ","N","N","N","N","N","N","N","N","M"," ","ALIEF ISD","101903","12","09","09 - 12","S"
"101903005","ALIEF LEARNING CTR (6-12)"," ","N","N","N","Y","N","N","N","N","X"," ","ALIEF ISD","101903","12","07","07 - 12","S"
"101903006","KERR H S"," ","N","N","N","N","N","N","N","N","M"," ","ALIEF ISD","101903","12","09","09 - 12","S"
"101903011","CROSSROADS"," ","N","N","N","Y","N","N","N","N","X"," ","ALIEF ISD","101903","12","09","09 - 12","S"
"101903012","ALIEF EARLY COLLEGE H S"," ","N","N","N","N","N","N","N","N","M"," ","ALIEF ISD","101903","12","09","09 - 12","S"
"101903041","ALIEF MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","ALIEF ISD","101903","08","06","06 - 08","M"
"101903042","OLLE MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","ALIEF ISD","101903","08","07","07 - 08","M"
"101903043","KILLOUGH MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","ALIEF ISD","101903","08","07","07 - 08","M"
"101903044","HOLUB MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","ALIEF ISD","101903","08","07","07 - 08","M"
"101903045","ALBRIGHT MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","ALIEF ISD","101903","08","07","07 - 08","M"
"101903046","O'DONNELL MIDDLE"," ","N","N","N","N","N","N","N","N","M"," ","ALIEF ISD","101903","08","07","07 - 08","M"
"101903047","ALIEF ISD J J A E P"," ","N","N","N","N","N","Y","N","N","X"," ","ALIEF ISD","101903","10","07","07 - 10","S"
"101903101","YOUENS EL"," ","N","N","N","N","N","N","N","N","M"," ","ALIEF ISD","101903","05","EE","EE - 05","E"
"101903102","BOONE EL"," ","N","N","N","N","N","N","N","N","M"," ","ALIEF ISD","101903","04","PK","PK - 04","E"
"101903103","MARTIN EL"," ","N","N","N","N","N","N","N","N","M"," ","ALIEF ISD","101903","04","PK","PK - 04","E"
"101903104","CHAMBERS EL"," ","N","N","N","N","N","N","N","N","M"," ","ALIEF ISD","101903","04","PK","PK - 04","E"
