DISTNAME,CAMPNAME,District_ID,Campus_ID,REGION,CFLALTED,C_RATING,CI1,CI1_CUT,CI1_MET,CI2,CI2_CUT,CI2_MET,CI3,CI3_CUT,CI3_MET,CI4,CI4_CUT,CI4_MET
ROMA ISD,ROMA MIDDLE,214903,214903041,1,False,M,75,60,Y,35,30,Y,43,26,Y,41,13,Y
ROMA ISD,RAMIRO BARRERA MIDDLE,214903,214903042,1,False,M,62,60,Y,34,30,Y,35,26,Y,31,13,Y
ROMA ISD,YNES B ESCOBAR EL,214903,214903101,1,False,M,92,60,Y,65,32,Y,61,28,Y,62,12,Y
ROMA ISD,FLORENCE J SCOTT EL,214903,214903103,1,False,M,92,60,Y,62,32,Y,71,28,Y,85,12,Y
ROMA ISD,RT BARRERA EL,214903,214903105,1,False,M,90,60,Y,53,32,Y,65,28,Y,67,12,Y
ROMA ISD,EMMA VERA EL,214903,214903106,1,False,M,91,60,Y,55,32,Y,60,28,Y,74,12,Y
ROMA ISD,ROEL A & CELIA R SAENZ EL,214903,214903108,1,False,M,93,60,Y,57,32,Y,63,28,Y,71,12,Y
ROMA ISD,VETERANS MEMORIAL EL,214903,214903109,1,False,M,85,60,Y,57,32,Y,54,28,Y,54,12,Y
BRECKENRIDGE ISD,BRECKENRIDGE H S,215901,215901001,14,False,M,69,60,Y,23,17,Y,39,30,Y,77,60,Y
BRECKENRIDGE ISD,BRECKENRIDGE J H,215901,215901041,14,False,M,67,60,Y,32,30,Y,34,26,Y,37,13,Y
BRECKENRIDGE ISD,EAST EL,215901,215901101,14,False,M,,,P,,,P,,,P,,,P
BRECKENRIDGE ISD,NORTH EL,215901,215901102,14,False,M,72,60,Y,67,32,Y,51,28,Y,28,12,Y
BRECKENRIDGE ISD,SOUTH EL,215901,215901103,14,False,M,73,60,Y,43,32,Y,41,28,Y,36,12,Y
STERLING CITY ISD,STERLING CITY H S,216901,216901001,15,False,M,81,60,Y,38,17,Y,44,30,Y,84,60,Y
STERLING CITY ISD,FAIRVIEW ACCELERATED,216901,216901002,15,False,Z,,60,Z,,17,Z,,30,Z,,,Z
STERLING CITY ISD,STERLING CITY EL,216901,216901101,15,False,M,80,60,Y,50,32,Y,37,28,Y,37,12,Y
STERLING CITY ISD,WALL SPECIAL PROGRAMS,216901,216901180,15,False,Z,,60,Z,,32,Z,,28,Z,,,Z
STERLING CITY ISD,FAIRVIEW SPECIAL PROGRAMS,216901,216901195,15,False,Z,,60,Z,,17,Z,,30,Z,,,Z
ASPERMONT ISD,ASPERMONT H S,217901,217901001,14,False,M,80,60,Y,41,17,Y,38,30,Y,86,60,Y
ASPERMONT ISD,ASPERMONT EL,217901,217901101,14,False,M,78,60,Y,37,32,Y,49,28,Y,49,12,Y
SONORA ISD,SONORA H S,218901,218901001,15,False,M,76,60,Y,23,17,Y,41,30,Y,81,60,Y
SONORA ISD,SONORA J H,218901,218901041,15,False,M,86,60,Y,41,30,Y,48,26,Y,49,13,Y
SONORA ISD,SONORA EL,218901,218901101,15,False,M,,,P,,,P,,,P,,,P
SONORA ISD,SONORA INT,218901,218901103,15,False,M,89,60,Y,59,32,Y,54,28,Y,52,12,Y
HAPPY ISD,HAPPY H S,219901,219901001,16,False,M,87,60,Y,43,17,Y,47,30,Y,81,60,Y
HAPPY ISD,HAPPY EL,219901,219901101,16,False,M,85,60,Y,44,32,Y,45,28,Y,55,12,Y
TULIA ISD,TULIA H S,219903,219903001,16,False,M,71,60,Y,23,17,Y,40,30,Y,80,60,Y
TULIA ISD,TULIA J H,219903,219903041,16,False,M,65,60,Y,29,30,N,33,26,Y,25,13,Y
TULIA ISD,TULIA HIGHLAND EL,219903,219903101,16,False,M,,,P,,,P,,,P,,,P
TULIA ISD,W V SWINBURN EL,219903,219903102,16,False,M,60,60,Y,44,32,Y,30,28,Y,27,12,Y
KRESS ISD,KRESS H S,219905,219905001,16,False,M,73,60,Y,29,17,Y,36,30,Y,79,60,Y
KRESS ISD,KRESS EL,219905,219905101,16,False,M,66,60,Y,40,32,Y,33,28,Y,25,12,Y
TREETOPS SCHOOL INTERNATIONAL,TREETOPS SCHOOL INTERNATIONAL,220801,220801001,11,False,M,86,60,Y,46,17,Y,45,30,Y,77,60,Y
ARLINGTON CLASSICS ACADEMY,ARLINGTON CLASSICS ACADEMY - MIDDL,220802,220802040,11,False,M,91,60,Y,44,30,Y,57,26,Y,63,13,Y
ARLINGTON CLASSICS ACADEMY,ARLINGTON CLASSICS ACADEMY - PRI,220802,220802101,11,False,Z,,60,Z,,32,Z,,28,Z,,,Z
ARLINGTON CLASSICS ACADEMY,ARLINGTON CLASSICS ACADEMY -INTERM,220802,220802102,11,False,M,90,60,Y,44,32,Y,55,28,Y,61,12,Y
FORT WORTH ACADEMY OF FINE ARTS,FORT WORTH ACADEMY OF FINE ARTS,220809,220809001,11,False,M,93,60,Y,42,17,Y,59,30,Y,95,60,Y
FORT WORTH ACADEMY OF FINE ARTS,FORT WORTH ACADEMY OF FINE ARTS EL,220809,220809101,11,False,M,95,60,Y,41,32,Y,58,28,Y,61,12,Y
WESTLAKE ACADEMY CHARTER SCHOOL,WESTLAKE ACADEMY,220810,220810001,11,False,M,96,60,Y,45,17,Y,72,30,Y,96,60,Y
EAST FORT WORTH MONTESSORI ACADEMY,EAST FORT WORTH MONTESSORI ACADEMY,220811,220811101,11,False,I,53,60,N,17,32,N,29,28,Y,13,12,Y
EAST FORT WORTH MONTESSORI ACADEMY,THE OLIVE TREE MONTESSORI ACADEMY,220811,220811102,11,False,M,68,60,Y,38,32,Y,34,28,Y,30,12,Y
TEXAS SCHOOL OF THE ARTS,TEXAS SCHOOL OF THE ARTS,220814,220814101,11,False,M,78,60,Y,42,32,Y,40,28,Y,46,12,Y
CHAPEL HILL ACADEMY,CHAPEL HILL ACADEMY,220815,220815101,11,False,M,75,60,Y,46,32,Y,38,28,Y,42,12,Y
NEWMAN INTERNATIONAL ACADEMY OF AR,NEWMAN INTERNATIONAL ACADEMY OF AR,220817,220817001,11,False,M,76,60,Y,38,17,Y,40,30,Y,68,60,Y
NEWMAN INTERNATIONAL ACADEMY OF AR,NEWMAN INTERNATIONAL AT CEDAR HILL,220817,220817002,11,False,M,74,60,Y,35,17,Y,42,30,Y,38,21,Y
NEWMAN INTERNATIONAL ACADEMY OF AR,NEWMAN INTERNATIONAL ACADEMY AT GR,220817,220817003,11,False,M,74,60,Y,37,32,Y,40,28,Y,22,12,Y
NEWMAN INTERNATIONAL ACADEMY OF AR,NEWMAN INTERNATIONAL ACADEMY AT FO,220817,220817004,11,False,M,63,60,Y,,32,Z,,28,Z,18,12,Y
NEWMAN INTERNATIONAL ACADEMY OF AR,NEWMAN INTERNATIONAL ACADEMY OF MA,220817,220817005,11,False,M,73,60,Y,36,32,Y,30,28,Y,37,12,Y
HIGH POINT ACADEMY,HIGH POINT ACADEMY,220819,220819001,11,False,M,73,60,Y,33,17,Y,38,30,Y,31,21,Y
ARLINGTON ISD,ARLINGTON H S,220901,220901001,11,False,M,75,60,Y,25,17,Y,46,30,Y,80,60,Y
ARLINGTON ISD,SAM HOUSTON H S,220901,220901002,11,False,M,61,60,Y,21,17,Y,37,30,Y,72,60,Y
ARLINGTON ISD,LAMAR H S,220901,220901003,11,False,M,64,60,Y,22,17,Y,37,30,Y,77,60,Y
ARLINGTON ISD,BOWIE H S,220901,220901004,11,False,M,72,60,Y,33,17,Y,46,30,Y,81,60,Y
ARLINGTON ISD,MARTIN H S,220901,220901005,11,False,M,83,60,Y,29,17,Y,50,30,Y,82,60,Y
ARLINGTON ISD,VENTURE ALTER H S,220901,220901006,11,True,A,51,35,Y,18,8,Y,29,13,Y,100,33,Y
ARLINGTON ISD,TURNING POINT ALTER H S,220901,220901007,11,False,X,,60,X,,17,X,,30,X,,,X
ARLINGTON ISD,NEWCOMER CENTER,220901,220901008,11,True,A,40,35,Y,23,8,Y,17,13,Y,89,45,Y
ARLINGTON ISD,SEGUIN H S,220901,220901009,11,False,M,76,60,Y,21,17,Y,46,30,Y,81,60,Y
ARLINGTON ISD,TARRANT CO J J A E P,220901,220901010,11,False,X,,60,X,,17,X,,30,X,,,X
ARLINGTON ISD,ARLINGTON COLLEGIATE H S,220901,220901011,11,False,M,99,60,Y,41,17,Y,67,30,Y,90,21,Y
ARLINGTON ISD,CARTER J H,220901,220901041,11,False,M,63,60,Y,39,30,Y,32,26,Y,24,13,Y
ARLINGTON ISD,BAILEY J H,220901,220901045,11,False,M,86,60,Y,47,30,Y,48,26,Y,58,13,Y
ARLINGTON ISD,GUNN J H,220901,220901047,11,False,M,77,60,Y,47,30,Y,45,26,Y,45,13,Y
ARLINGTON ISD,SHACKELFORD J H,220901,220901048,11,False,M,70,60,Y,43,30,Y,34,26,Y,42,13,Y
ARLINGTON ISD,YOUNG J H,220901,220901049,11,False,M,82,60,Y,44,30,Y,42,26,Y,58,13,Y
ARLINGTON ISD,WORKMAN J H,220901,220901050,11,False,M,60,60,Y,38,30,Y,30,26,Y,34,13,Y
ARLINGTON ISD,BOLES J H,220901,220901051,11,False,M,84,60,Y,45,30,Y,45,26,Y,59,13,Y
ARLINGTON ISD,BARNETT J H,220901,220901052,11,False,M,77,60,Y,46,30,Y,43,26,Y,51,13,Y
ARLINGTON ISD,NICHOLS J H,220901,220901053,11,False,M,64,60,Y,45,30,Y,33,26,Y,39,13,Y
ARLINGTON ISD,TURNING POINT ALTER J H,220901,220901054,11,False,X,,60,X,,30,X,,26,X,,,X
ARLINGTON ISD,OUSLEY J H,220901,220901055,11,False,M,74,60,Y,42,30,Y,40,26,Y,49,13,Y
ARLINGTON ISD,BERRY EL,220901,220901101,11,False,M,58,60,N,35,32,Y,30,28,Y,20,12,Y
ARLINGTON ISD,BLANTON EL,220901,220901102,11,False,M,69,60,Y,40,32,Y,40,28,Y,30,12,Y
ARLINGTON ISD,CROW EL,220901,220901103,11,False,M,62,60,Y,35,32,Y,37,28,Y,30,12,Y
ARLINGTON ISD,DUFF EL,220901,220901104,11,False,M,89,60,Y,56,32,Y,50,28,Y,52,12,Y
ARLINGTON ISD,COMMUNITY BASED PK,220901,220901105,11,False,M,,,P,,,P,,,P,,,P
ARLINGTON ISD,KOOKEN ED CTR,220901,220901107,11,False,M,,,P,,,P,,,P,,,P
ARLINGTON ISD,RANKIN EL,220901,220901109,11,False,M,62,60,Y,31,32,N,35,28,Y,23,12,Y
ARLINGTON ISD,ROARK EL,220901,220901110,11,False,M,62,60,Y,34,32,Y,36,28,Y,19,12,Y
ARLINGTON ISD,SOUTH DAVIS EL,220901,220901111,11,False,M,61,60,Y,34,32,Y,32,28,Y,19,12,Y
ARLINGTON ISD,SPEER EL,220901,220901112,11,False,M,59,60,N,32,32,Y,33,28,Y,21,12,Y
ARLINGTON ISD,SWIFT EL,220901,220901113,11,False,M,73,60,Y,40,32,Y,46,28,Y,38,12,Y
ARLINGTON ISD,THORNTON EL,220901,220901114,11,False,M,59,60,N,38,32,Y,31,28,Y,24,12,Y
ARLINGTON ISD,WIMBISH EL,220901,220901116,11,False,I,54,60,N,40,32,Y,25,28,N,22,12,Y
ARLINGTON ISD,HILL EL,220901,220901117,11,False,M,87,60,Y,49,32,Y,49,28,Y,41,12,Y
ARLINGTON ISD,GOODMAN EL,220901,220901119,11,False,M,68,60,Y,37,32,Y,40,28,Y,26,12,Y
ARLINGTON ISD,POPE EL,220901,220901120,11,False,M,77,60,Y,41,32,Y,42,28,Y,38,12,Y
ARLINGTON ISD,JOHNS EL,220901,220901121,11,False,M,71,60,Y,41,32,Y,42,28,Y,32,12,Y
ARLINGTON ISD,SHORT EL,220901,220901123,11,False,I,59,60,N,31,32,N,30,28,Y,26,12,Y
ARLINGTON ISD,AMOS EL,220901,220901124,11,False,M,81,60,Y,49,32,Y,47,28,Y,40,12,Y
ARLINGTON ISD,DUNN EL,220901,220901125,11,False,M,74,60,Y,40,32,Y,39,28,Y,32,12,Y
ARLINGTON ISD,FOSTER EL,220901,220901126,11,False,M,68,60,Y,43,32,Y,39,28,Y,30,12,Y
ARLINGTON ISD,KEY EL,220901,220901128,11,False,M,80,60,Y,50,32,Y,51,28,Y,43,12,Y
ARLINGTON ISD,BUTLER EL,220901,220901129,11,False,M,91,60,Y,52,32,Y,60,28,Y,64,12,Y
ARLINGTON ISD,DITTO EL,220901,220901130,11,False,M,91,60,Y,58,32,Y,57,28,Y,64,12,Y
ARLINGTON ISD,MORTON EL,220901,220901131,11,False,M,64,60,Y,38,32,Y,35,28,Y,28,12,Y
ARLINGTON ISD,ATHERTON EL,220901,220901132,11,False,M,67,60,Y,48,32,Y,37,28,Y,23,12,Y
ARLINGTON ISD,WOOD EL,220901,220901133,11,False,M,78,60,Y,43,32,Y,38,28,Y,41,12,Y
ARLINGTON ISD,SHERROD EL,220901,220901134,11,False,M,64,60,Y,36,32,Y,34,28,Y,36,12,Y
ARLINGTON ISD,MILLER EL,220901,220901135,11,False,M,69,60,Y,41,32,Y,36,28,Y,27,12,Y
ARLINGTON ISD,FITZGERALD EL,220901,220901136,11,False,M,79,60,Y,51,32,Y,49,28,Y,45,12,Y
ARLINGTON ISD,COREY FINE ARTS / DUAL LANGUAGE AC,220901,220901137,11,False,M,85,60,Y,45,32,Y,48,28,Y,45,12,Y
ARLINGTON ISD,STARRETT EL,220901,220901140,11,False,M,70,60,Y,37,32,Y,38,28,Y,35,12,Y
ARLINGTON ISD,BEBENSEE EL,220901,220901141,11,False,M,75,60,Y,42,32,Y,44,28,Y,36,12,Y
ARLINGTON ISD,ELLIS EL,220901,220901142,11,False,M,68,60,Y,43,32,Y,40,28,Y,29,12,Y
ARLINGTON ISD,FARRELL EL,220901,220901143,11,False,M,69,60,Y,43,32,Y,40,28,Y,39,12,Y
ARLINGTON ISD,MOORE EL,220901,220901144,11,False,M,81,60,Y,40,32,Y,45,28,Y,40,12,Y
ARLINGTON ISD,WILLIAMS EL,220901,220901145,11,False,M,66,60,Y,41,32,Y,36,28,Y,40,12,Y
ARLINGTON ISD,LITTLE EL,220901,220901146,11,False,M,84,60,Y,46,32,Y,44,28,Y,46,12,Y
ARLINGTON ISD,BRYANT EL,220901,220901147,11,False,M,80,60,Y,48,32,Y,49,28,Y,53,12,Y
ARLINGTON ISD,WEBB EL,220901,220901148,11,False,M,59,60,N,34,32,Y,32,28,Y,23,12,Y
ARLINGTON ISD,ASHWORTH EL,220901,220901149,11,False,M,82,60,Y,54,32,Y,51,28,Y,56,12,Y
ARLINGTON ISD,CROUCH EL,220901,220901150,11,False,M,62,60,Y,34,32,Y,33,28,Y,21,12,Y
ARLINGTON ISD,LARSON EL,220901,220901151,11,False,M,71,60,Y,44,32,Y,39,28,Y,34,12,Y
ARLINGTON ISD,WEST EL,220901,220901152,11,False,M,83,60,Y,49,32,Y,42,28,Y,47,12,Y
ARLINGTON ISD,HALE EL,220901,220901153,11,False,M,70,60,Y,43,32,Y,39,28,Y,27,12,Y
ARLINGTON ISD,PEARCY EL,220901,220901154,11,False,M,89,60,Y,55,32,Y,59,28,Y,56,12,Y
ARLINGTON ISD,BURGIN EL,220901,220901155,11,False,M,64,60,Y,37,32,Y,36,28,Y,25,12,Y
ARLINGTON ISD,KNOX EL,220901,220901157,11,False,M,62,60,Y,36,32,Y,35,28,Y,24,12,Y
ARLINGTON ISD,BECKHAM EL,220901,220901158,11,False,M,80,60,Y,51,32,Y,49,28,Y,49,12,Y
ARLINGTON ISD,REMYNSE EL,220901,220901159,11,False,M,69,60,Y,41,32,Y,39,28,Y,32,12,Y
ARLINGTON ISD,ANDERSON EL,220901,220901160,11,False,M,63,60,Y,42,32,Y,34,28,Y,18,12,Y
ARLINGTON ISD,ADAMS EL,220901,220901161,11,False,M,63,60,Y,48,32,Y,35,28,Y,35,12,Y
ARLINGTON ISD,PATRICK EL,220901,220901162,11,False,M,60,60,Y,37,32,Y,28,28,Y,20,12,Y
ARLINGTON ISD,JONES FINE ARTS / DUAL LANGUAGE AC,220901,220901163,11,False,M,69,60,Y,30,32,N,35,28,Y,24,12,Y
ARLINGTON ISD,PEACH EL,220901,220901164,11,False,I,53,60,N,32,32,Y,27,28,N,23,12,Y
ARLINGTON ISD,MCNUTT EL,220901,220901165,11,False,M,74,60,Y,48,32,Y,41,28,Y,40,12,Y
BIRDVILLE ISD,HALTOM H S,220902,220902001,11,False,M,72,60,Y,21,17,Y,46,30,Y,79,60,Y
BIRDVILLE ISD,RICHLAND H S,220902,220902002,11,False,M,81,60,Y,28,17,Y,48,30,Y,82,60,Y
BIRDVILLE ISD,TARRANT CO J J A E P,220902,220902009,11,False,X,,60,X,,17,X,,30,X,,,X
BIRDVILLE ISD,BIRDVILLE H S,220902,220902010,11,False,M,83,60,Y,29,17,Y,51,30,Y,85,60,Y
BIRDVILLE ISD,SHANNON H S,220902,220902012,11,True,A,51,35,Y,20,8,Y,24,13,Y,59,33,Y
BIRDVILLE ISD,HALTOM MIDDLE,220902,220902041,11,False,M,68,60,Y,36,30,Y,38,26,Y,35,13,Y
BIRDVILLE ISD,NORTH RICHLAND MIDDLE,220902,220902042,11,False,M,80,60,Y,41,30,Y,42,26,Y,54,13,Y
BIRDVILLE ISD,RICHLAND MIDDLE,220902,220902043,11,False,M,69,60,Y,36,30,Y,35,26,Y,28,13,Y
BIRDVILLE ISD,NORTH OAKS MIDDLE,220902,220902044,11,False,M,76,60,Y,38,30,Y,39,26,Y,44,13,Y
BIRDVILLE ISD,WATAUGA MIDDLE,220902,220902045,11,False,M,81,60,Y,36,30,Y,48,26,Y,51,13,Y
BIRDVILLE ISD,SMITHFIELD MIDDLE,220902,220902046,11,False,M,92,60,Y,50,30,Y,55,26,Y,68,13,Y
BIRDVILLE ISD,NORTH RIDGE MIDDLE,220902,220902047,11,False,M,88,60,Y,41,30,Y,52,26,Y,55,13,Y
BIRDVILLE ISD,BIRDVILLE EL,220902,220902101,11,False,M,72,60,Y,41,32,Y,40,28,Y,34,12,Y
BIRDVILLE ISD,DAVID E SMITH EL,220902,220902102,11,False,M,75,60,Y,44,32,Y,46,28,Y,32,12,Y
BIRDVILLE ISD,W T FRANCISCO EL,220902,220902103,11,False,M,74,60,Y,39,32,Y,41,28,Y,45,12,Y
BIRDVILLE ISD,JACK C BINION EL,220902,220902104,11,False,M,78,60,Y,46,32,Y,46,28,Y,37,12,Y
BIRDVILLE ISD,ALLIENE MULLENDORE EL,220902,220902105,11,False,M,76,60,Y,54,32,Y,48,28,Y,50,12,Y
BIRDVILLE ISD,RICHLAND EL,220902,220902106,11,False,M,73,60,Y,40,32,Y,41,28,Y,35,12,Y
BIRDVILLE ISD,SMITHFIELD EL,220902,220902107,11,False,M,92,60,Y,43,32,Y,57,28,Y,65,12,Y
BIRDVILLE ISD,SNOW HEIGHTS EL,220902,220902108,11,False,M,85,60,Y,37,32,Y,49,28,Y,47,12,Y
BIRDVILLE ISD,MAJOR CHENEY EL AT SOUTH BIRDVILLE,220902,220902109,11,False,M,68,60,Y,38,32,Y,38,28,Y,28,12,Y
BIRDVILLE ISD,O H STOWE EL,220902,220902110,11,False,M,80,60,Y,55,32,Y,50,28,Y,43,12,Y
BIRDVILLE ISD,WEST BIRDVILLE EL,220902,220902111,11,False,M,78,60,Y,50,32,Y,46,28,Y,35,12,Y
BIRDVILLE ISD,HOLIDAY HEIGHTS EL,220902,220902112,11,False,M,78,60,Y,44,32,Y,42,28,Y,41,12,Y
BIRDVILLE ISD,WATAUGA EL,220902,220902113,11,False,M,70,60,Y,42,32,Y,40,28,Y,36,12,Y
BIRDVILLE ISD,GRACE E HARDEMAN EL,220902,220902114,11,False,M,86,60,Y,58,32,Y,52,28,Y,55,12,Y
BIRDVILLE ISD,W A PORTER EL,220902,220902115,11,False,M,90,60,Y,44,32,Y,46,28,Y,57,12,Y
BIRDVILLE ISD,ACADEMY AT CARRIE F THOMAS,220902,220902116,11,False,M,78,60,Y,45,32,Y,45,28,Y,44,12,Y
BIRDVILLE ISD,FOSTER VILLAGE EL,220902,220902117,11,False,M,81,60,Y,45,32,Y,47,28,Y,46,12,Y
BIRDVILLE ISD,NORTH RIDGE EL,220902,220902118,11,False,M,88,60,Y,47,32,Y,52,28,Y,55,12,Y
BIRDVILLE ISD,JOHN D SPICER EL,220902,220902119,11,False,M,77,60,Y,52,32,Y,44,28,Y,44,12,Y
BIRDVILLE ISD,GREEN VALLEY EL,220902,220902120,11,False,M,97,60,Y,58,32,Y,64,28,Y,78,12,Y
BIRDVILLE ISD,WALKER CREEK EL,220902,220902121,11,False,M,84,60,Y,44,32,Y,49,28,Y,56,12,Y
EVERMAN ISD,EVERMAN H S,220904,220904001,11,False,M,73,60,Y,23,17,Y,44,30,Y,78,60,Y
EVERMAN ISD,EVERMAN ACADEMY H S,220904,220904003,11,True,A,58,35,Y,,8,Z,25,13,Y,100,33,Y
EVERMAN ISD,CHARLES BAXTER J H,220904,220904041,11,False,M,73,60,Y,44,30,Y,38,26,Y,36,13,Y
EVERMAN ISD,ROY JOHNSON SIXTH GRADE CAMPUS,220904,220904042,11,False,M,64,60,Y,32,30,Y,33,26,Y,19,13,Y
EVERMAN ISD,BISHOP EL,220904,220904101,11,False,M,73,60,Y,42,32,Y,42,28,Y,38,12,Y
EVERMAN ISD,E RAY EL,220904,220904102,11,False,M,81,60,Y,49,32,Y,46,28,Y,43,12,Y
EVERMAN ISD,SOUDER EL,220904,220904103,11,False,M,74,60,Y,42,32,Y,48,28,Y,43,12,Y
EVERMAN ISD,HOMMEL EL,220904,220904104,11,False,M,57,60,N,34,32,Y,32,28,Y,26,12,Y
EVERMAN ISD,DAN POWELL INT,220904,220904105,11,False,M,76,60,Y,44,32,Y,43,28,Y,34,12,Y
EVERMAN ISD,JOHN AND POLLY TOWNLEY EL,220904,220904106,11,False,M,70,60,Y,46,32,Y,39,28,Y,39,12,Y
FORT WORTH ISD,CARTER-RIVERSIDE H S,220905,220905001,11,False,M,63,60,Y,27,17,Y,36,30,Y,74,60,Y
FORT WORTH ISD,ARLINGTON HEIGHTS H S,220905,220905002,11,False,M,72,60,Y,22,17,Y,40,30,Y,80,60,Y
FORT WORTH ISD,SOUTH HILLS H S,220905,220905003,11,False,M,67,60,Y,26,17,Y,43,30,Y,76,60,Y
FORT WORTH ISD,DIAMOND HILL-JARVIS H S,220905,220905004,11,False,M,55,60,N,17,17,Y,35,30,Y,72,60,Y
FORT WORTH ISD,DUNBAR H S,220905,220905005,11,False,M,56,60,N,23,17,Y,35,30,Y,69,60,Y
FORT WORTH ISD,EASTERN HILLS H S,220905,220905006,11,False,M,55,60,N,22,17,Y,34,30,Y,65,60,Y
FORT WORTH ISD,NORTH SIDE H S,220905,220905008,11,False,M,65,60,Y,20,17,Y,41,30,Y,71,60,Y
FORT WORTH ISD,POLYTECHNIC H S,220905,220905009,11,False,I,56,60,N,16,17,N,35,30,Y,69,60,Y
FORT WORTH ISD,PASCHAL H S,220905,220905010,11,False,M,80,60,Y,26,17,Y,46,30,Y,84,60,Y
FORT WORTH ISD,TRIMBLE TECHNICAL H S,220905,220905011,11,False,M,78,60,Y,20,17,Y,43,30,Y,82,60,Y
FORT WORTH ISD,SOUTHWEST H S,220905,220905014,11,False,M,69,60,Y,29,17,Y,43,30,Y,74,60,Y
FORT WORTH ISD,WESTERN HILLS H S,220905,220905015,11,False,M,66,60,Y,29,17,Y,40,30,Y,73,60,Y
FORT WORTH ISD,O D WYATT H S,220905,220905016,11,False,M,56,60,N,21,17,Y,32,30,Y,63,60,Y
FORT WORTH ISD,MIDDLE LVL LRN CTR,220905,220905018,11,False,X,,60,X,,30,X,,26,X,,,X
FORT WORTH ISD,METRO OPPORTUNITY,220905,220905019,11,False,X,,60,X,,17,X,,30,X,,,X
FORT WORTH ISD,SUCCESS H S,220905,220905021,11,True,A,53,35,Y,24,8,Y,30,13,Y,79,33,Y
FORT WORTH ISD,DETENT CTR,220905,220905024,11,False,Z,,60,Z,,17,Z,,30,Z,,,Z
FORT WORTH ISD,JO KELLY SP ED,220905,220905026,11,False,Z,,60,Z,,17,Z,,30,Z,,,Z
FORT WORTH ISD,TRANSITION CTR,220905,220905035,11,False,Z,,60,Z,,17,Z,,30,Z,,,Z
FORT WORTH ISD,JUVENILE JUSTICE ALTERNATIVE ED PR,220905,220905040,11,False,X,,60,X,,17,X,,30,X,,,X
FORT WORTH ISD,DAGGETT MIDDLE,220905,220905042,11,False,M,59,60,N,38,30,Y,31,26,Y,20,13,Y
FORT WORTH ISD,WEDGWOOD 6TH GR SCH,220905,220905043,11,False,M,64,60,Y,24,30,N,33,26,Y,17,13,Y
FORT WORTH ISD,ELDER MIDDLE,220905,220905044,11,False,M,65,60,Y,32,30,Y,38,26,Y,39,13,Y
FORT WORTH ISD,FOREST OAK MIDDLE,220905,220905045,11,False,M,52,60,N,41,30,Y,28,26,Y,20,13,Y
FORT WORTH ISD,HANDLEY MIDDLE,220905,220905047,11,False,M,58,60,N,38,30,Y,30,26,Y,22,13,Y
FORT WORTH ISD,JAMES MIDDLE,220905,220905048,11,False,M,61,60,Y,39,30,Y,32,26,Y,25,13,Y
FORT WORTH ISD,KIRKPATRICK MIDDLE,220905,220905049,11,False,M,71,60,Y,41,30,Y,41,26,Y,32,13,Y
FORT WORTH ISD,MCLEAN MIDDLE,220905,220905050,11,False,M,77,60,Y,45,30,Y,37,26,Y,48,13,Y
FORT WORTH ISD,MEACHAM MIDDLE,220905,220905051,11,False,M,62,60,Y,35,30,Y,31,26,Y,23,13,Y
FORT WORTH ISD,MEADOWBROOK MIDDLE,220905,220905052,11,False,M,60,60,Y,34,30,Y,28,26,Y,20,13,Y
FORT WORTH ISD,MONNIG MIDDLE,220905,220905053,11,False,M,57,60,N,30,30,Y,27,26,Y,25,13,Y
FORT WORTH ISD,MORNINGSIDE MIDDLE,220905,220905054,11,False,M,55,60,N,31,30,Y,26,26,Y,18,13,Y
FORT WORTH ISD,APPLIED LEARNING ACAD,220905,220905055,11,False,M,80,60,Y,33,30,Y,39,26,Y,40,13,Y
FORT WORTH ISD,RIVERSIDE MIDDLE,220905,220905056,11,False,M,57,60,N,32,30,Y,31,26,Y,20,13,Y
FORT WORTH ISD,ROSEMONT MIDDLE,220905,220905057,11,False,M,65,60,Y,43,30,Y,37,26,Y,28,13,Y
FORT WORTH ISD,STRIPLING MIDDLE,220905,220905058,11,False,M,83,60,Y,40,30,Y,48,26,Y,52,13,Y
FORT WORTH ISD,J MARTIN JACQUET MIDDLE,220905,220905059,11,False,M,54,60,N,31,30,Y,28,26,Y,18,13,Y
FORT WORTH ISD,WEDGWOOD MIDDLE,220905,220905060,11,False,M,62,60,Y,45,30,Y,32,26,Y,32,13,Y
FORT WORTH ISD,LEONARD MIDDLE,220905,220905061,11,False,M,55,60,N,34,30,Y,28,26,Y,18,13,Y
FORT WORTH ISD,INT'L NEWCOMER ACAD,220905,220905062,11,True,A,32,35,N,18,8,Y,13,13,Y,79,45,Y
FORT WORTH ISD,COMO MONTESSORI,220905,220905063,11,False,M,75,60,Y,43,32,Y,42,28,Y,35,12,Y
FORT WORTH ISD,GLENCREST 6TH GRADE SCH,220905,220905064,11,False,I,47,60,N,17,30,N,23,26,N,8,13,N
FORT WORTH ISD,WILLOUGHBY HOUSE,220905,220905066,11,False,Z,,60,Z,,17,Z,,30,Z,,,Z
FORT WORTH ISD,ROSEMONT 6TH GRADE,220905,220905067,11,False,M,66,60,Y,27,30,N,38,26,Y,18,13,Y
FORT WORTH ISD,MCLEAN 6TH GRADE,220905,220905069,11,False,M,77,60,Y,32,30,Y,40,26,Y,44,13,Y
FORT WORTH ISD,JEAN MCCLUNG MIDDLE,220905,220905070,11,False,M,58,60,N,39,30,Y,26,26,Y,19,13,Y
