DISTNAME,CAMPNAME,District_ID,Campus_ID,REGION,CFLALTED,C_RATING,CI1,CI1_CUT,CI1_MET,CI2,CI2_CUT,CI2_MET,CI3,CI3_CUT,CI3_MET,CI4,CI4_CUT,CI4_MET
ROCKWALL ISD,CELIA HAYS EL,199901,199901112,10,False,M,91,60,Y,46,32,Y,55,28,Y,58,12,Y
ROCKWALL ISD,SHARON SHANNON EL,199901,199901113,10,False,M,81,60,Y,38,32,Y,43,28,Y,48,12,Y
ROCKWALL ISD,BILLIE STEVENSON EL,199901,199901114,10,False,M,91,60,Y,50,32,Y,48,28,Y,54,12,Y
ROYSE CITY ISD,ROYSE CITY H S,199902,199902002,10,False,M,75,60,Y,20,17,Y,42,30,Y,81,60,Y
ROYSE CITY ISD,HH BROWNING ACADEMY,199902,199902003,10,True,A,50,35,Y,,8,Z,33,13,Y,100,33,Y
ROYSE CITY ISD,ROYSE CITY MIDDLE,199902,199902041,10,False,M,79,60,Y,38,30,Y,41,26,Y,46,13,Y
ROYSE CITY ISD,RUTH CHERRY INT,199902,199902042,10,False,M,81,60,Y,37,30,Y,39,26,Y,36,13,Y
ROYSE CITY ISD,HARRY H HERNDON,199902,199902043,10,False,M,86,60,Y,37,30,Y,49,26,Y,48,13,Y
ROYSE CITY ISD,DAVIS EL,199902,199902102,10,False,M,78,60,Y,39,32,Y,46,28,Y,42,12,Y
ROYSE CITY ISD,ANITA SCOTT EL,199902,199902104,10,False,M,75,60,Y,38,32,Y,41,28,Y,37,12,Y
ROYSE CITY ISD,W R (BILL) FORT EL,199902,199902105,10,False,M,85,60,Y,42,32,Y,54,28,Y,52,12,Y
ROYSE CITY ISD,MISS MAY VERNON EL,199902,199902106,10,False,M,91,60,Y,47,32,Y,59,28,Y,70,12,Y
BALLINGER ISD,BALLINGER H S,200901,200901001,15,False,M,69,60,Y,25,17,Y,35,30,Y,82,60,Y
BALLINGER ISD,FAIRVIEW ACCELERATED,200901,200901005,15,False,X,,60,X,,30,X,,26,X,,,X
BALLINGER ISD,BALLINGER J H,200901,200901041,15,False,M,75,60,Y,40,30,Y,38,26,Y,36,13,Y
BALLINGER ISD,BALLINGER EL,200901,200901101,15,False,M,61,60,Y,40,32,Y,30,28,Y,23,12,Y
MILES ISD,MILES H S,200902,200902001,15,False,M,88,60,Y,45,17,Y,56,30,Y,90,60,Y
MILES ISD,MILES EL,200902,200902101,15,False,M,88,60,Y,43,32,Y,50,28,Y,51,12,Y
WINTERS ISD,WINTERS H S,200904,200904001,15,False,M,78,60,Y,28,17,Y,49,30,Y,83,60,Y
WINTERS ISD,WINTERS J H,200904,200904041,15,False,M,61,60,Y,41,30,Y,28,26,Y,27,13,Y
WINTERS ISD,WINTERS EL,200904,200904101,15,False,M,66,60,Y,46,32,Y,35,28,Y,30,12,Y
OLFEN ISD,OLFEN EL,200906,200906101,15,False,I,55,60,N,27,32,N,31,28,Y,15,12,Y
OLFEN ISD,VERIBEST SPECIAL PROGRAMS,200906,200906102,15,False,Z,,60,Z,,32,Z,,28,Z,,,Z
OLFEN ISD,WALL SPECIAL PROGRAMS,200906,200906103,15,False,Z,,60,Z,,30,Z,,26,Z,,,Z
HENDERSON ISD,HENDERSON H S,201902,201902001,7,False,M,78,60,Y,21,17,Y,42,30,Y,72,60,Y
HENDERSON ISD,HENDERSON MIDDLE,201902,201902041,7,False,M,77,60,Y,34,30,Y,37,26,Y,36,13,Y
HENDERSON ISD,MONNIE MEYER WYLIE PRI,201902,201902107,7,False,M,,,P,,,P,,,P,,,P
HENDERSON ISD,NORTHSIDE EL,201902,201902108,7,False,M,80,60,Y,47,32,Y,41,28,Y,42,12,Y
HENDERSON ISD,WILLIAM E WYLIE EL,201902,201902109,7,False,M,75,60,Y,49,32,Y,41,28,Y,38,12,Y
LANEVILLE ISD,LANEVILLE SCHOOL,201903,201903001,7,False,M,65,60,Y,53,17,Y,35,30,Y,72,60,Y
LEVERETTS CHAPEL ISD,LEVERETTS CHAPEL H S,201904,201904001,7,False,M,74,60,Y,33,17,Y,45,30,Y,75,60,Y
LEVERETTS CHAPEL ISD,LEVERETTS CHAPEL J H,201904,201904041,7,False,M,81,60,Y,40,30,Y,42,26,Y,54,13,Y
LEVERETTS CHAPEL ISD,LEVERETTS CHAPEL EL,201904,201904101,7,False,M,68,60,Y,24,32,N,39,28,Y,33,12,Y
MOUNT ENTERPRISE ISD,MT ENTERPRISE H S,201907,201907001,7,False,M,62,60,Y,25,17,Y,30,30,Y,71,60,Y
MOUNT ENTERPRISE ISD,MT ENTERPRISE EL,201907,201907101,7,False,M,69,60,Y,34,32,Y,38,28,Y,34,12,Y
OVERTON ISD,OVERTON H S,201908,201908001,7,False,M,67,60,Y,29,17,Y,36,30,Y,80,60,Y
OVERTON ISD,OVERTON EL,201908,201908101,7,False,M,79,60,Y,45,32,Y,44,28,Y,39,12,Y
TATUM ISD,TATUM H S,201910,201910002,7,False,M,85,60,Y,30,17,Y,50,30,Y,82,60,Y
TATUM ISD,TATUM MIDDLE,201910,201910041,7,False,M,79,60,Y,38,30,Y,46,26,Y,41,13,Y
TATUM ISD,TATUM EL,201910,201910102,7,False,M,84,60,Y,54,32,Y,52,28,Y,52,12,Y
TATUM ISD,TATUM PRI,201910,201910104,7,False,M,,,P,,,P,,,P,,,P
CARLISLE ISD,CARLISLE SCHOOL,201913,201913001,7,False,M,71,60,Y,33,17,Y,38,30,Y,75,60,Y
WEST RUSK COUNTY CONSOLIDATED ISD,WEST RUSK H S,201914,201914001,7,False,M,74,60,Y,25,17,Y,49,30,Y,71,60,Y
WEST RUSK COUNTY CONSOLIDATED ISD,ELDER COOP ALTERNATIVE SCHOOL,201914,201914004,7,False,X,,60,X,,17,X,,30,X,,,X
WEST RUSK COUNTY CONSOLIDATED ISD,WEST RUSK MIDDLE,201914,201914041,7,False,M,76,60,Y,34,30,Y,43,26,Y,32,13,Y
WEST RUSK COUNTY CONSOLIDATED ISD,WEST RUSK INT,201914,201914104,7,False,M,69,60,Y,44,32,Y,35,28,Y,28,12,Y
WEST RUSK COUNTY CONSOLIDATED ISD,WEST RUSK EL,201914,201914105,7,False,M,,,P,,,P,,,P,,,P
HEMPHILL ISD,HEMPHILL H S,202903,202903001,7,False,M,73,60,Y,26,17,Y,45,30,Y,74,60,Y
HEMPHILL ISD,HEMPHILL MIDDLE,202903,202903041,7,False,M,73,60,Y,37,30,Y,31,26,Y,28,13,Y
HEMPHILL ISD,HEMPHILL EL,202903,202903101,7,False,M,72,60,Y,48,32,Y,37,28,Y,37,12,Y
WEST SABINE ISD,WEST SABINE H S,202905,202905002,7,False,M,72,60,Y,32,17,Y,40,30,Y,79,60,Y
WEST SABINE ISD,WEST SABINE EL,202905,202905102,7,False,M,73,60,Y,47,32,Y,39,28,Y,29,12,Y
SAN AUGUSTINE ISD,SAN AUGUSTINE H S,203901,203901002,7,False,M,55,60,N,25,17,Y,30,30,Y,63,60,Y
SAN AUGUSTINE ISD,SAN AUGUSTINE EL,203901,203901102,7,False,M,52,60,N,35,32,Y,29,28,Y,19,12,Y
BROADDUS ISD,BROADDUS H S,203902,203902001,7,False,M,73,60,Y,39,17,Y,45,30,Y,71,60,Y
BROADDUS ISD,BROADDUS EL,203902,203902101,7,False,M,68,60,Y,67,32,Y,33,28,Y,21,12,Y
COLDSPRING-OAKHURST CISD,COLDSPRING-OAKHURST H S,204901,204901001,6,False,M,63,60,Y,15,17,N,36,30,Y,77,60,Y
COLDSPRING-OAKHURST CISD,LINCOLN J H,204901,204901041,6,False,M,63,60,Y,33,30,Y,30,26,Y,25,13,Y
COLDSPRING-OAKHURST CISD,STREET EL,204901,204901102,6,False,M,,,P,,,P,,,P,,,P
COLDSPRING-OAKHURST CISD,COLDSPRING INT,204901,204901103,6,False,M,59,60,N,38,32,Y,29,28,Y,20,12,Y
SHEPHERD ISD,SHEPHERD H S,204904,204904001,6,False,M,66,60,Y,29,17,Y,40,30,Y,73,60,Y
SHEPHERD ISD,SHEPHERD MIDDLE,204904,204904041,6,False,M,67,60,Y,35,30,Y,35,26,Y,27,13,Y
SHEPHERD ISD,SHEPHERD PRI,204904,204904101,6,False,I,,,P,,,P,,,P,,,P
SHEPHERD ISD,SHEPHERD INT,204904,204904102,6,False,I,55,60,N,43,32,Y,26,28,N,20,12,Y
ARANSAS PASS ISD,ARANSAS PASS H S,205901,205901001,2,False,M,66,60,Y,32,17,Y,42,30,Y,78,60,Y
ARANSAS PASS ISD,A C BLUNT MIDDLE,205901,205901041,2,False,M,58,60,N,34,30,Y,27,26,Y,21,13,Y
ARANSAS PASS ISD,H T FAULK EARLY CHILDHOOD SCHOOL,205901,205901101,2,False,M,,,P,,,P,,,P,,,P
ARANSAS PASS ISD,W A KIEBERGER EL,205901,205901102,2,False,M,62,60,Y,23,32,N,37,28,Y,26,12,Y
ARANSAS PASS ISD,CHARLIE MARSHALL EL,205901,205901104,2,False,M,68,60,Y,45,32,Y,37,28,Y,39,12,Y
GREGORY-PORTLAND ISD,GREGORY-PORTLAND H S,205902,205902001,2,False,M,79,60,Y,29,17,Y,45,30,Y,82,60,Y
GREGORY-PORTLAND ISD,GREGORY-PORTLAND J H,205902,205902041,2,False,M,82,60,Y,41,30,Y,43,26,Y,51,13,Y
GREGORY-PORTLAND ISD,AUSTIN EL,205902,205902101,2,False,M,73,60,Y,34,32,Y,36,28,Y,39,12,Y
GREGORY-PORTLAND ISD,CLARK EL,205902,205902102,2,False,M,80,60,Y,46,32,Y,41,28,Y,47,12,Y
GREGORY-PORTLAND ISD,EAST CLIFF EL,205902,205902103,2,False,M,90,60,Y,54,32,Y,53,28,Y,65,12,Y
GREGORY-PORTLAND ISD,ANDREWS EL,205902,205902104,2,False,M,80,60,Y,39,32,Y,43,28,Y,40,12,Y
INGLESIDE ISD,INGLESIDE H S,205903,205903001,2,False,M,79,60,Y,25,17,Y,47,30,Y,74,60,Y
INGLESIDE ISD,LEON TAYLOR J H,205903,205903042,2,False,M,79,60,Y,48,30,Y,43,26,Y,46,13,Y
INGLESIDE ISD,INGLESIDE PRIMARY SCHOOL,205903,205903102,2,False,M,,,P,,,P,,,P,,,P
INGLESIDE ISD,BLASCHKE/SHELDON EL,205903,205903103,2,False,M,81,60,Y,38,30,Y,48,26,Y,35,13,Y
INGLESIDE ISD,GILBERT J MIRCOVICH ELEMENTARY,205903,205903104,2,False,M,69,60,Y,37,32,Y,40,28,Y,33,12,Y
MATHIS ISD,MATHIS H S,205904,205904001,2,False,M,68,60,Y,20,17,Y,41,30,Y,77,60,Y
MATHIS ISD,MATHIS MIDDLE,205904,205904041,2,False,M,68,60,Y,44,30,Y,37,26,Y,29,13,Y
MATHIS ISD,MATHIS EL,205904,205904101,2,False,M,,,P,,,P,,,P,,,P
MATHIS ISD,MATHIS INT,205904,205904102,2,False,M,64,60,Y,47,32,Y,34,28,Y,27,12,Y
ODEM-EDROY ISD,ODEM H S,205905,205905001,2,False,M,71,60,Y,27,17,Y,42,30,Y,79,60,Y
ODEM-EDROY ISD,ODEM J H,205905,205905041,2,False,M,74,60,Y,36,30,Y,38,26,Y,32,13,Y
ODEM-EDROY ISD,ODEM EL,205905,205905101,2,False,M,74,60,Y,39,32,Y,41,28,Y,33,12,Y
SINTON ISD,SINTON H S,205906,205906001,2,False,M,66,60,Y,28,17,Y,39,30,Y,81,60,Y
SINTON ISD,JUVENILE DETENTION CTR,205906,205906002,2,False,Z,,60,Z,,17,Z,,30,Z,,,Z
SINTON ISD,E MERLE SMITH MIDDLE,205906,205906041,2,False,M,67,60,Y,38,30,Y,33,26,Y,34,13,Y
SINTON ISD,WELDER EL,205906,205906103,2,False,M,,,P,,,P,,,P,,,P
SINTON ISD,SINTON EL,205906,205906105,2,False,M,68,60,Y,46,32,Y,37,28,Y,39,12,Y
TAFT ISD,TAFT H S,205907,205907001,2,False,M,61,60,Y,25,17,Y,35,30,Y,82,60,Y
TAFT ISD,TAFT J H,205907,205907041,2,False,I,49,60,N,31,30,Y,22,26,N,14,13,Y
TAFT ISD,WOODROE PETTY EL,205907,205907101,2,False,M,56,60,N,40,32,Y,30,28,Y,20,12,Y
SAN SABA ISD,SAN SABA H S,206901,206901001,15,False,M,79,60,Y,33,17,Y,45,30,Y,87,60,Y
SAN SABA ISD,SAN SABA MIDDLE,206901,206901041,15,False,M,86,60,Y,46,30,Y,51,26,Y,50,13,Y
SAN SABA ISD,SAN SABA EL,206901,206901101,15,False,M,71,60,Y,31,32,N,39,28,Y,34,12,Y
RICHLAND SPRINGS ISD,RICHLAND SPRINGS SCHOOL,206902,206902001,15,False,M,73,60,Y,40,17,Y,36,30,Y,69,60,Y
CHEROKEE ISD,CHEROKEE SCHOOL,206903,206903001,15,False,M,76,60,Y,40,17,Y,38,30,Y,81,60,Y
SCHLEICHER ISD,ELDORADO H S,207901,207901001,15,False,M,72,60,Y,15,17,N,43,30,Y,87,60,Y
SCHLEICHER ISD,ELDORADO MIDDLE,207901,207901041,15,False,M,69,60,Y,29,30,N,33,26,Y,43,13,Y
SCHLEICHER ISD,ELDORADO EL,207901,207901101,15,False,M,80,60,Y,60,32,Y,43,28,Y,38,12,Y
HERMLEIGH ISD,HERMLEIGH SCHOOL,208901,208901001,14,False,M,64,60,Y,35,17,Y,34,30,Y,73,60,Y
SNYDER ISD,SNYDER H S,208902,208902001,14,False,M,62,60,Y,19,17,Y,36,30,Y,76,60,Y
SNYDER ISD,SNYDER J H,208902,208902041,14,False,I,55,60,N,28,30,N,26,26,Y,24,13,Y
SNYDER ISD,SNYDER PRI,208902,208902109,14,False,M,66,60,Y,34,32,Y,39,28,Y,29,12,Y
SNYDER ISD,SNYDER INT,208902,208902110,14,False,M,64,60,Y,42,32,Y,33,28,Y,33,12,Y
IRA ISD,IRA SCHOOL,208903,208903001,14,False,M,88,60,Y,37,17,Y,46,30,Y,83,60,Y
ALBANY ISD,ALBANY JR-SR H S,209901,209901001,14,False,M,84,60,Y,41,17,Y,39,30,Y,85,60,Y
ALBANY ISD,NANCY SMITH EL,209901,209901101,14,False,M,91,60,Y,37,32,Y,46,28,Y,44,12,Y
MORAN ISD,MORAN SCHOOL,209902,209902001,14,False,M,51,60,N,29,17,Y,30,30,Y,80,60,Y
CENTER ISD,CENTER H S,210901,210901001,7,False,M,70,60,Y,22,17,Y,40,30,Y,79,60,Y
CENTER ISD,CENTER MIDDLE,210901,210901041,7,False,M,70,60,Y,33,30,Y,34,26,Y,23,13,Y
CENTER ISD,CENTER EL,210901,210901101,7,False,M,70,60,Y,49,32,Y,41,28,Y,27,12,Y
CENTER ISD,CENTER INT,210901,210901102,7,False,M,72,60,Y,51,32,Y,36,28,Y,33,12,Y
CENTER ISD,F L MOFFETT PRI,210901,210901104,7,False,M,,,P,,,P,,,P,,,P
JOAQUIN ISD,JOAQUIN H S,210902,210902001,7,False,M,70,60,Y,25,17,Y,39,30,Y,79,60,Y
JOAQUIN ISD,JOAQUIN J H SCHOOL,210902,210902041,7,False,M,81,60,Y,42,30,Y,48,26,Y,38,13,Y
JOAQUIN ISD,JOAQUIN EL,210902,210902102,7,False,M,77,60,Y,44,32,Y,42,28,Y,38,12,Y
SHELBYVILLE ISD,SHELBYVILLE SCHOOL,210903,210903002,7,False,M,78,60,Y,37,17,Y,40,30,Y,84,60,Y
TENAHA ISD,TENAHA SCHOOLS,210904,210904002,7,False,M,65,60,Y,40,17,Y,34,30,Y,77,60,Y
TIMPSON ISD,TIMPSON H S,210905,210905001,7,False,M,79,60,Y,37,17,Y,43,30,Y,75,60,Y
TIMPSON ISD,TIMPSON MIDDLE,210905,210905041,7,False,M,73,60,Y,38,30,Y,41,26,Y,30,13,Y
TIMPSON ISD,TIMPSON EL,210905,210905101,7,False,M,74,60,Y,33,32,Y,39,28,Y,29,12,Y
EXCELSIOR ISD,EXCELSIOR EL,210906,210906101,7,False,M,64,60,Y,36,32,Y,32,28,Y,28,12,Y
TEXHOMA ISD,TEXHOMA EL,211901,211901101,16,False,M,75,60,Y,55,32,Y,42,28,Y,24,12,Y
STRATFORD ISD,STRATFORD H S,211902,211902001,16,False,M,78,60,Y,22,17,Y,45,30,Y,69,60,Y
STRATFORD ISD,STRATFORD J H,211902,211902041,16,False,M,79,60,Y,41,30,Y,42,26,Y,42,13,Y
STRATFORD ISD,MARY ALLEN EL,211902,211902102,16,False,M,66,60,Y,30,32,N,34,28,Y,35,12,Y
CUMBERLAND ACADEMY,CUMBERLAND H S,212801,212801001,7,False,M,82,60,Y,30,17,Y,49,30,Y,56,21,Y
CUMBERLAND ACADEMY,CUMBERLAND ACADEMY MIDDLE,212801,212801041,7,False,M,76,60,Y,36,30,Y,39,26,Y,37,13,Y
CUMBERLAND ACADEMY,CUMBERLAND ACADEMY,212801,212801101,7,False,M,65,60,Y,41,32,Y,30,28,Y,26,12,Y
UT TYLER INNOVATION ACADEMY,UT TYLER INNOVATION ACADEMY - TYLE,212804,212804001,7,False,M,80,60,Y,35,17,Y,33,30,Y,45,21,Y
UT TYLER INNOVATION ACADEMY,UT TYLER INNOVATION ACADEMY - LONG,212804,212804102,7,False,M,89,60,Y,45,17,Y,56,30,Y,60,21,Y
UT TYLER INNOVATION ACADEMY,UT TYLER INNOVATION ACADEMY - PALE,212804,212804103,7,False,M,87,60,Y,44,17,Y,55,30,Y,52,21,Y
ARP ISD,ARP H S,212901,212901001,7,False,M,79,60,Y,27,17,Y,43,30,Y,86,60,Y
ARP ISD,ARP J H,212901,212901041,7,False,M,75,60,Y,31,30,Y,35,26,Y,37,13,Y
ARP ISD,ARP EL,212901,212901101,7,False,M,77,60,Y,34,32,Y,41,28,Y,45,12,Y
BULLARD ISD,BULLARD H S,212902,212902001,7,False,M,86,60,Y,28,17,Y,47,30,Y,85,60,Y
BULLARD ISD,BULLARD MS,212902,212902041,7,False,M,85,60,Y,45,30,Y,45,26,Y,58,13,Y
BULLARD ISD,BULLARD EL,212902,212902101,7,False,M,87,60,Y,38,32,Y,52,28,Y,56,12,Y
BULLARD ISD,BULLARD INT,212902,212902102,7,False,M,88,60,Y,36,30,Y,49,26,Y,38,13,Y
BULLARD ISD,BULLARD EARLY CHILDHOOD,212902,212902103,7,False,M,,,P,,,P,,,P,,,P
BULLARD ISD,BULLARD PRI,212902,212902104,7,False,M,,,P,,,P,,,P,,,P
LINDALE ISD,LINDALE H S,212903,212903001,7,False,M,90,60,Y,29,17,Y,52,30,Y,88,60,Y
LINDALE ISD,LINDALE JUNIOR HIGH,212903,212903041,7,False,M,90,60,Y,55,30,Y,54,26,Y,64,13,Y
LINDALE ISD,COLLEGE STREET EL,212903,212903101,7,False,M,82,60,Y,54,32,Y,46,28,Y,46,12,Y
LINDALE ISD,VELMA PENNY EL,212903,212903102,7,False,M,82,60,Y,44,32,Y,48,28,Y,43,12,Y
LINDALE ISD,E J MOSS INT,212903,212903103,7,False,M,79,60,Y,39,32,Y,40,28,Y,36,12,Y
LINDALE ISD,EARLY CHILDHOOD CENTER,212903,212903104,7,False,M,,,P,,,P,,,P,,,P
TROUP ISD,TROUP H S,212904,212904002,7,False,M,86,60,Y,32,17,Y,49,30,Y,84,60,Y
TROUP ISD,TROUP MIDDLE,212904,212904041,7,False,M,81,60,Y,36,30,Y,44,26,Y,51,13,Y
TROUP ISD,TROUP EL,212904,212904102,7,False,M,82,60,Y,43,32,Y,49,28,Y,41,12,Y
TYLER ISD,ROBERT E LEE H S,212905,212905001,7,False,M,74,60,Y,24,17,Y,42,30,Y,83,60,Y
TYLER ISD,JOHN TYLER H S,212905,212905003,7,False,M,62,60,Y,17,17,Y,37,30,Y,73,60,Y
TYLER ISD,BOULTER MIDDLE,212905,212905041,7,False,M,54,60,N,35,30,Y,29,26,Y,17,13,Y
TYLER ISD,DOGAN MIDDLE,212905,212905042,7,False,I,53,60,N,31,30,Y,24,26,N,12,13,N
TYLER ISD,HOGG MIDDLE,212905,212905043,7,False,M,64,60,Y,34,30,Y,30,26,Y,21,13,Y
TYLER ISD,HUBBARD MIDDLE,212905,212905044,7,False,M,72,60,Y,38,30,Y,38,26,Y,35,13,Y
TYLER ISD,MOORE MST MAGNET SCHOOL,212905,212905045,7,False,M,78,60,Y,39,30,Y,41,26,Y,45,13,Y
TYLER ISD,THREE LAKES MIDDLE,212905,212905049,7,False,M,70,60,Y,38,30,Y,31,26,Y,33,13,Y
TYLER ISD,T J AUSTIN EL,212905,212905101,7,False,I,54,60,N,31,32,N,26,28,N,23,12,Y
TYLER ISD,BELL EL,212905,212905102,7,False,M,73,60,Y,54,32,Y,41,28,Y,38,12,Y
TYLER ISD,BIRDWELL EL,212905,212905103,7,False,M,75,60,Y,59,32,Y,42,28,Y,35,12,Y
TYLER ISD,BONNER EL,212905,212905104,7,False,M,66,60,Y,47,32,Y,39,28,Y,26,12,Y
TYLER ISD,CLARKSTON EL,212905,212905106,7,False,M,67,60,Y,47,32,Y,38,28,Y,39,12,Y
TYLER ISD,DIXIE EL,212905,212905107,7,False,M,60,60,Y,35,32,Y,32,28,Y,28,12,Y
TYLER ISD,DOUGLAS EL,212905,212905108,7,False,M,70,60,Y,46,32,Y,39,28,Y,27,12,Y
TYLER ISD,OWENS EL,212905,212905109,7,False,M,83,60,Y,53,32,Y,45,28,Y,43,12,Y
TYLER ISD,CALDWELL EL ARTS ACADEMY,212905,212905110,7,False,M,68,60,Y,43,32,Y,34,28,Y,37,12,Y
TYLER ISD,GRIFFIN EL,212905,212905111,7,False,M,62,60,Y,47,32,Y,32,28,Y,23,12,Y
TYLER ISD,JONES EL,212905,212905112,7,False,M,55,60,N,50,32,Y,31,28,Y,13,12,Y
TYLER ISD,ORR EL,212905,212905114,7,False,M,66,60,Y,47,32,Y,34,28,Y,22,12,Y
TYLER ISD,PEETE EL,212905,212905115,7,False,M,61,60,Y,45,32,Y,37,28,Y,31,12,Y
TYLER ISD,RAMEY EL,212905,212905116,7,False,M,62,60,Y,61,32,Y,32,28,Y,26,12,Y
TYLER ISD,RICE EL,212905,212905117,7,False,M,76,60,Y,48,32,Y,41,28,Y,42,12,Y
TYLER ISD,WOODS EL,212905,212905119,7,False,M,81,60,Y,53,32,Y,42,28,Y,47,12,Y
TYLER ISD,DR BRYAN C JACK EL,212905,212905125,7,False,M,82,60,Y,49,32,Y,42,28,Y,39,12,Y
TYLER ISD,ST LOUIS EARLY CHILDHOOD CENTER,212905,212905130,7,False,M,,,P,,,P,,,P,,,P
WHITEHOUSE ISD,WHITEHOUSE H S,212906,212906001,7,False,M,83,60,Y,33,17,Y,48,30,Y,78,60,Y
WHITEHOUSE ISD,WHITEHOUSE J H,212906,212906041,7,False,M,83,60,Y,42,30,Y,44,26,Y,53,13,Y
WHITEHOUSE ISD,J W HOLLOWAY SIXTH GRADE SCHOOL,212906,212906042,7,False,M,86,60,Y,29,30,N,45,26,Y,28,13,Y
WHITEHOUSE ISD,GUS WINSTON CAIN EL,212906,212906111,7,False,M,92,60,Y,54,32,Y,61,28,Y,59,12,Y
WHITEHOUSE ISD,MOZELLE BROWN EL,212906,212906112,7,False,M,86,60,Y,53,32,Y,43,28,Y,49,12,Y
WHITEHOUSE ISD,H L HIGGINS EL,212906,212906113,7,False,M,84,60,Y,46,32,Y,46,28,Y,42,12,Y
WHITEHOUSE ISD,STANTON-SMITH EL,212906,212906114,7,False,M,95,60,Y,59,32,Y,55,28,Y,55,12,Y
CHAPEL HILL ISD,CHAPEL HILL H S,212909,212909001,7,False,M,71,60,Y,27,17,Y,41,30,Y,78,60,Y
CHAPEL HILL ISD,CHAPEL HILL MIDDLE,212909,212909042,7,False,M,69,60,Y,35,30,Y,35,26,Y,31,13,Y
CHAPEL HILL ISD,WISE EL FINE ARTS MAGNET,212909,212909101,7,False,M,73,60,Y,43,32,Y,42,28,Y,41,12,Y
CHAPEL HILL ISD,JACKSON EL,212909,212909102,7,False,M,59,60,N,39,32,Y,31,28,Y,21,12,Y
CHAPEL HILL ISD,W L KISSAM EL,212909,212909103,7,False,M,68,60,Y,43,32,Y,37,28,Y,24,12,Y
WINONA ISD,WINONA H S,212910,212910001,7,False,M,68,60,Y,29,17,Y,36,30,Y,77,60,Y
WINONA ISD,WINONA MIDDLE,212910,212910041,7,False,M,66,60,Y,29,30,N,36,26,Y,23,13,Y
WINONA ISD,WINONA EL,212910,212910101,7,False,I,59,60,N,,32,Z,35,28,Y,26,12,Y
WINONA ISD,WINONA INT,212910,212910103,7,False,M,61,60,Y,39,32,Y,32,28,Y,22,12,Y
BRAZOS RIVER CHARTER SCHOOL,BRAZOS RIVER CHARTER SCHOOL,213801,213801001,11,True,A,65,35,Y,20,8,Y,40,13,Y,100,33,Y
GLEN ROSE ISD,GLEN ROSE H S,213901,213901001,11,False,M,88,60,Y,32,17,Y,50,30,Y,89,60,Y
GLEN ROSE ISD,GLEN ROSE J H,213901,213901041,11,False,M,81,60,Y,30,30,Y,44,26,Y,39,13,Y
GLEN ROSE ISD,GLEN ROSE EL,213901,213901101,11,False,M,,,P,,,P,,,P,,,P
GLEN ROSE ISD,GLEN ROSE INT,213901,213901102,11,False,M,87,60,Y,48,32,Y,47,28,Y,56,12,Y
RIO GRANDE CITY CISD,RIO GRANDE CITY H S,214901,214901001,1,False,M,67,60,Y,30,17,Y,43,30,Y,80,60,Y
RIO GRANDE CITY CISD,RIO GRANDE CITY CISD GRULLA H S,214901,214901003,1,False,M,59,60,N,18,17,Y,33,30,Y,67,60,Y
RIO GRANDE CITY CISD,PREPARATORY FOR EARLY COLLEGE H S,214901,214901005,1,False,M,89,60,Y,41,17,Y,58,30,Y,67,21,Y
RIO GRANDE CITY CISD,GRULLA MIDDLE,214901,214901041,1,False,M,60,60,Y,33,30,Y,32,26,Y,22,13,Y
RIO GRANDE CITY CISD,RINGGOLD MIDDLE,214901,214901042,1,False,M,64,60,Y,33,30,Y,30,26,Y,27,13,Y
RIO GRANDE CITY CISD,VETERANS MIDDLE,214901,214901044,1,False,M,71,60,Y,37,30,Y,37,26,Y,31,13,Y
RIO GRANDE CITY CISD,GRULLA EL,214901,214901102,1,False,M,69,60,Y,50,32,Y,42,28,Y,46,12,Y
RIO GRANDE CITY CISD,LA UNION EL,214901,214901103,1,False,M,67,60,Y,41,32,Y,39,28,Y,48,12,Y
RIO GRANDE CITY CISD,NORTH GRAMMAR EL,214901,214901104,1,False,M,62,60,Y,36,32,Y,34,28,Y,31,12,Y
RIO GRANDE CITY CISD,JOHN & OLIVE HINOJOSA EL,214901,214901105,1,False,M,77,60,Y,46,32,Y,46,28,Y,51,12,Y
RIO GRANDE CITY CISD,RINGGOLD EL,214901,214901107,1,False,M,79,60,Y,44,32,Y,50,28,Y,48,12,Y
RIO GRANDE CITY CISD,ROQUE GUERRA JR EL,214901,214901108,1,False,M,78,60,Y,47,32,Y,51,28,Y,50,12,Y
RIO GRANDE CITY CISD,ALTO BONITO EL,214901,214901110,1,False,M,76,60,Y,48,32,Y,49,28,Y,52,12,Y
RIO GRANDE CITY CISD,GENERAL RICARDO SANCHEZ EL,214901,214901111,1,False,M,76,60,Y,45,32,Y,47,28,Y,52,12,Y
RIO GRANDE CITY CISD,DR MARIO E RAMIREZ EL,214901,214901112,1,False,M,65,60,Y,39,32,Y,36,28,Y,29,12,Y
SAN ISIDRO ISD,SAN ISIDRO H S,214902,214902001,1,False,M,83,60,Y,20,17,Y,49,30,Y,83,60,Y
SAN ISIDRO ISD,SAN ISIDRO EL,214902,214902101,1,False,M,77,60,Y,31,32,N,46,28,Y,29,12,Y
ROMA ISD,ROMA H S,214903,214903001,1,False,M,68,60,Y,22,17,Y,43,30,Y,77,60,Y
ROMA ISD,INSTRUCTIONAL & GUIDANCE CENTER,214903,214903003,1,False,X,,60,X,,17,X,,30,X,,,X
