CAMPUS,CALL_UPDATE,CAMPNAME,CDALLS,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,CNTYNAME,COUNTY,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETSPEC,CPETSPEP,C_RATING,C_YRS_IR,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE
"240903048"," ","TRAUTMANN MIDDLE",93," ","N","N","N","N","N","N","N","N","WEBB","240",102,5.5,1840,1763,.,0,815,46.2,171,9.7,141,8,"Met Standard",.,"UNITED ISD","240903","08","06","06 - 08","M"
"240903053"," ","ANTONIO GONZALEZ MIDDLE",87," ","N","N","N","N","N","N","N","N","WEBB","240",127,10.1,1263,1129,.,0,988,87.5,493,43.7,128,11.3,"Met Standard",.,"UNITED ISD","240903","08","06","06 - 08","M"
"240903054"," ","LAMAR BRUNI VERGARA MIDDLE",86," ","N","N","N","N","N","N","N","N","WEBB","240",150,14.3,1052,984,.,0,942,95.7,427,43.4,86,8.7,"Met Standard",.,"UNITED ISD","240903","08","06","06 - 08","M"
"240903103"," ","NYE EL",90," ","N","N","N","N","N","N","N","N","WEBB","240",102,13.9,734,803,.,0,575,71.6,357,44.5,80,10,"Met Standard",.,"UNITED ISD","240903","05","EE","EE - 05","E"
"240903105"," ","CLARK EL",90," ","N","N","N","N","N","N","N","N","WEBB","240",67,16.1,415,439,.,0,397,90.4,222,50.6,41,9.3,"Met Standard",.,"UNITED ISD","240903","05","PK","PK - 05","E"
"240903107"," ","SALINAS EL",82," ","N","N","N","N","N","N","N","N","WEBB","240",61,9.4,649,826,.,0,690,83.5,415,50.2,59,7.1,"Met Standard",.,"UNITED ISD","240903","05","EE","EE - 05","E"
"240903109"," ","NEWMAN EL",89," ","N","N","N","N","N","N","N","N","WEBB","240",69,13.9,498,645,.,0,553,85.7,351,54.4,45,7,"Met Standard",.,"UNITED ISD","240903","05","PK","PK - 05","E"
"240903110"," ","TRAUTMANN EL",95," ","N","N","N","N","N","N","N","N","WEBB","240",29,4.5,651,790,.,0,355,44.9,183,23.2,51,6.5,"Met Standard",.,"UNITED ISD","240903","05","EE","EE - 05","E"
"240903111"," ","SIGIFREDO PEREZ EL",88," ","N","N","N","N","N","N","N","N","WEBB","240",93,16.5,563,654,.,0,605,92.5,442,67.6,49,7.5,"Met Standard",.,"UNITED ISD","240903","05","EE","EE - 05","E"
"240903112"," ","FINLEY EL",89," ","N","N","N","N","N","N","N","N","WEBB","240",70,16.4,428,468,.,0,406,86.8,227,48.5,59,12.6,"Met Standard",.,"UNITED ISD","240903","05","EE","EE - 05","E"
"240903114"," ","AMPARO GUTIERREZ EL",94," ","N","N","N","N","N","N","N","N","WEBB","240",62,12.9,479,493,.,0,380,77.1,191,38.7,67,13.6,"Met Standard",.,"UNITED ISD","240903","05","EE","EE - 05","E"
"240903115"," ","RUIZ EL",84," ","N","N","N","N","N","N","N","N","WEBB","240",44,6.1,725,856,.,0,726,84.8,454,53,79,9.2,"Met Standard",.,"UNITED ISD","240903","05","EE","EE - 05","E"
"240903116"," ","MATIAS DE LLANO EL",94," ","N","N","N","N","N","N","N","N","WEBB","240",43,8.8,488,542,.,0,322,59.4,158,29.2,67,12.4,"Met Standard",.,"UNITED ISD","240903","05","EE","EE - 05","E"
"240903117"," ","KAZEN EL",88," ","N","N","N","N","N","N","N","N","WEBB","240",37,9.2,403,490,.,0,427,87.1,258,52.7,42,8.6,"Met Standard",.,"UNITED ISD","240903","05","PK","PK - 05","E"
"240903118"," ","JUAREZ/LINCOLN EL",83," ","N","N","N","N","N","N","N","N","WEBB","240",75,12.6,593,685,.,0,643,93.9,531,77.5,44,6.4,"Met Standard",.,"UNITED ISD","240903","05","PK","PK - 05","E"
"240903119"," ","PRADA EL",83," ","N","N","N","N","N","N","N","N","WEBB","240",107,17,628,697,.,0,646,92.7,493,70.7,51,7.3,"Met Standard",.,"UNITED ISD","240903","05","PK","PK - 05","E"
"240903120"," ","CHARLES BORCHERS EL",92," ","N","N","N","N","N","N","N","N","WEBB","240",40,5.3,753,881,.,0,364,41.3,306,34.7,69,7.8,"Met Standard",.,"UNITED ISD","240903","05","EE","EE - 05","E"
"240903121"," ","KENNEDY ZAPATA EL",82," ","N","N","N","N","N","N","N","N","WEBB","240",37,10.7,347,408,.,0,388,95.1,320,78.4,28,6.9,"Met Standard",.,"UNITED ISD","240903","05","EE","EE - 05","E"
"240903122"," ","COL SANTOS BENAVIDES EL",94," ","N","N","N","N","N","N","N","N","WEBB","240",65,7.3,892,1037,.,0,337,32.5,374,36.1,47,4.5,"Met Standard",.,"UNITED ISD","240903","05","EE","EE - 05","E"
"240903123"," ","FRANKLIN D ROOSEVELT EL",89," ","N","N","N","N","N","N","N","N","WEBB","240",87,15.6,557,679,.,0,666,98.1,480,70.7,47,6.9,"Met Standard",.,"UNITED ISD","240903","05","EE","EE - 05","E"
"240903124"," ","JUDITH ZAFFIRINI EL",93," ","N","N","N","N","N","N","N","N","WEBB","240",119,13,918,554,.,0,451,81.4,271,48.9,52,9.4,"Met Standard",.,"UNITED ISD","240903","05","EE","EE - 05","E"
"240903125"," ","HENRY CUELLAR EL",81," ","N","N","N","N","N","N","N","N","WEBB","240",87,15.4,566,652,.,0,599,91.9,443,67.9,55,8.4,"Met Standard",.,"UNITED ISD","240903","05","PK","PK - 05","E"
"240903126"," ","JULIA BIRD JONES MULLER EL",87," ","N","N","N","N","N","N","N","N","WEBB","240",70,9.2,760,910,.,0,700,76.9,392,43.1,64,7,"Met Standard",.,"UNITED ISD","240903","05","EE","EE - 05","E"
"240903127"," ","JOHN W ARNDT EL",87," ","N","N","N","N","N","N","N","N","WEBB","240",101,15.1,671,790,.,0,741,93.8,488,61.8,60,7.6,"Met Standard",.,"UNITED ISD","240903","05","EE","EE - 05","E"
"240903128"," ","BONNIE L GARCIA EL",91," ","N","N","N","N","N","N","N","N","WEBB","240",88,11.5,762,745,.,0,628,84.3,513,68.9,57,7.7,"Met Standard",.,"UNITED ISD","240903","05","EE","EE - 05","E"
"240903129"," ","RODOLFO C CENTENO EL",89," ","N","N","N","N","N","N","N","N","WEBB","240",79,11.5,684,880,.,0,793,90.1,495,56.3,85,9.7,"Met Standard",.,"UNITED ISD","240903","05","EE","EE - 05","E"
"240903130"," ","DR MALAKOFF EL",90," ","N","N","N","N","N","N","N","N","WEBB","240",75,9.9,754,1007,.,0,457,45.4,424,42.1,95,9.4,"Met Standard",.,"UNITED ISD","240903","05","EE","EE - 05","E"
"240903131"," ","BARBARA FASKEN EL",93," ","N","N","N","N","N","N","N","N","WEBB","240",77,10.2,757,880,.,0,591,67.2,493,56,65,7.4,"Met Standard",.,"UNITED ISD","240903","05","EE","EE - 05","E"
"240903132"," ","RADCLIFFE & SUE KILLAM EL",90," ","N","N","N","N","N","N","N","N","WEBB","240",92,14.3,643,695,.,0,600,86.3,385,55.4,65,9.4,"Met Standard",.,"UNITED ISD","240903","05","EE","EE - 05","E"
"240903133"," ","VETERANS MEMORIAL EL",81," ","N","N","N","N","N","N","N","N","WEBB","240",106,16.1,657,787,.,0,714,90.7,488,62,67,8.5,"Met Standard",.,"UNITED ISD","240903","05","EE","EE - 05","E"
"240903134"," ","FREEDOM EL",89," ","N","N","N","N","N","N","Y","N","WEBB","240",.,.,.,608,.,0,565,92.9,440,72.4,55,9,"Met Standard",.,"UNITED ISD","240903","05","PK","PK - 05","E"
"240904001"," ","BRUNI H S",83," ","N","N","N","N","N","N","N","N","WEBB","240",17,17.2,99,77,0,0,54,70.1,1,1.3,13,16.9,"Met Standard",.,"WEBB CISD","240904","12","09","09 - 12","S"
"240904041"," ","BRUNI MIDDLE",78," ","N","N","N","N","N","N","N","N","WEBB","240",5,6.9,72,56,.,0,42,75,3,5.4,7,12.5,"Met Standard",.,"WEBB CISD","240904","08","06","06 - 08","M"
"240904102"," ","OILTON EL",63," ","N","N","N","N","N","N","N","N","WEBB","240",22,18.8,117,137,.,0,113,82.5,11,8,8,5.8,"Met Standard",.,"WEBB CISD","240904","05","EE","EE - 05","E"
"241901001"," ","BOLING H S",80," ","N","N","N","N","N","N","N","N","WHARTON","241",26,7.3,358,354,0,0,171,48.3,6,1.7,24,6.8,"Met Standard",.,"BOLING ISD","241901","12","09","09 - 12","S"
"241901041"," ","IAGO J H",74," ","N","N","N","N","N","N","N","N","WHARTON","241",22,7.4,298,278,.,0,149,53.6,15,5.4,20,7.2,"Met Standard",.,"BOLING ISD","241901","08","06","06 - 08","M"
"241901101"," ","NEWGULF EL",78," ","N","N","N","N","N","N","N","N","WHARTON","241",53,12.4,426,484,.,0,288,59.5,53,11,26,5.4,"Met Standard",.,"BOLING ISD","241901","05","PK","PK - 05","E"
"241902001"," ","EAST BERNARD H S",90," ","N","N","N","N","N","N","N","N","WHARTON","241",26,7.7,336,322,0,0,92,28.6,4,1.2,20,6.2,"Met Standard",.,"EAST BERNARD ISD","241902","12","09","09 - 12","S"
"241902041"," ","EAST BERNARD J H",86," ","N","N","N","N","N","N","N","N","WHARTON","241",22,6.9,321,290,.,0,105,36.2,12,4.1,17,5.9,"Met Standard",.,"EAST BERNARD ISD","241902","08","05","05 - 08","M"
"241902101"," ","EAST BERNARD EL",87," ","N","N","N","N","N","N","N","N","WHARTON","241",27,9.2,294,337,.,0,144,42.7,28,8.3,31,9.2,"Met Standard",.,"EAST BERNARD ISD","241902","04","PK","PK - 04","E"
"241903001"," ","EL CAMPO H S",74," ","N","N","N","N","N","N","N","N","WHARTON","241",125,11.2,1120,1112,.,0,690,62.1,84,7.6,97,8.7,"Met Standard",.,"EL CAMPO ISD","241903","12","09","09 - 12","S"
"241903041"," ","EL CAMPO MIDDLE",68," ","N","N","N","N","N","N","N","N","WHARTON","241",92,9.8,940,862,.,0,635,73.7,93,10.8,83,9.6,"Met Standard",.,"EL CAMPO ISD","241903","08","06","06 - 08","M"
"241903102"," ","HUTCHINS EL",85," ","N","N","N","N","N","N","N","N","WHARTON","241",92,11.6,793,743,.,0,556,74.8,121,16.3,62,8.3,"Met Standard",.,"EL CAMPO ISD","241903","03","01","01 - 03","E"
"241903103"," ","NORTHSIDE EL",82," ","N","N","N","N","N","N","N","N","WHARTON","241",57,9.7,586,546,.,0,403,73.8,81,14.8,40,7.3,"Met Standard",.,"EL CAMPO ISD","241903","05","04","04 - 05","E"
"241903107"," ","MYATT EL",85," ","N","N","N","N","Y","N","N","N","WHARTON","241",.,.,.,397,.,0,320,80.6,74,18.6,34,8.6,"Met Standard",.,"EL CAMPO ISD","241903","KG","EE","EE - KG","E"
"241904001"," ","WHARTON H S",71," ","N","N","N","N","N","N","N","N","WHARTON","241",96,14.7,655,579,88,0,340,58.7,20,3.5,55,9.5,"Met Standard",.,"WHARTON ISD","241904","12","09","09 - 12","S"
"241904042"," ","WHARTON J H",77," ","N","N","N","N","N","N","N","N","WHARTON","241",42,13,323,303,.,0,186,61.4,18,5.9,32,10.6,"Met Standard",.,"WHARTON ISD","241904","08","07","07 - 08","M"
"241904102"," ","C G SIVELLS EL",59," ","N","N","N","N","N","N","N","N","WHARTON","241",72,19.2,375,523,.,0,483,92.4,96,18.4,40,7.6,"Not Rated: Harvey Provision",.,"WHARTON ISD","241904","02","PK","PK - 02","E"
"241904106"," ","WHARTON EL",59," ","N","N","N","N","N","N","N","N","WHARTON","241",114,14.3,798,675,.,0,591,87.6,102,15.1,54,8,"Not Rated: Harvey Provision",.,"WHARTON ISD","241904","06","03","03 - 06","E"
"241906001"," ","LOUISE H S",72," ","N","N","N","N","N","N","N","N","WHARTON","241",8,5.4,147,153,.,0,73,47.7,15,9.8,8,5.2,"Met Standard",.,"LOUISE ISD","241906","12","09","09 - 12","S"
"241906041"," ","LOUISE J H",77," ","N","N","N","N","N","N","N","N","WHARTON","241",7,5.7,122,133,.,0,88,66.2,14,10.5,2,1.5,"Met Standard",.,"LOUISE ISD","241906","08","06","06 - 08","M"
"241906101"," ","LOUISE EL",89," ","N","N","N","N","N","N","N","N","WHARTON","241",9,5.2,173,232,.,0,143,61.6,41,17.7,17,7.3,"Met Standard",.,"LOUISE ISD","241906","05","EE","EE - 05","E"
"242902001"," ","SHAMROCK H S",68," ","N","N","N","N","N","N","N","N","WHEELER","242",13,12.4,105,100,0,0,55,55,0,0,16,16,"Met Standard",.,"SHAMROCK ISD","242902","12","09","09 - 12","S"
"242902041"," ","SHAMROCK MIDDLE",79," ","N","N","N","N","N","N","N","N","WHEELER","242",13,12.1,107,100,.,0,66,66,2,2,10,10,"Met Standard",.,"SHAMROCK ISD","242902","08","06","06 - 08","M"
"242902101"," ","SHAMROCK EL",64," ","N","N","N","N","N","N","N","N","WHEELER","242",21,12.6,167,224,.,0,146,65.2,14,6.3,21,9.4,"Met Standard",.,"SHAMROCK ISD","242902","05","EE","EE - 05","E"
"242903001"," ","WHEELER SCHOOL",84," ","N","N","N","N","N","N","N","N","WHEELER","242",40,9.8,408,465,0,0,221,47.5,90,19.4,42,9,"Met Standard",.,"WHEELER ISD","242903","12","EE","EE - 12","B"
"242905001"," ","KELTON SCHOOL",69," ","N","N","N","N","N","N","N","N","WHEELER","242",13,12.6,103,84,0,0,46,54.8,7,8.3,8,9.5,"Met Standard",.,"KELTON ISD","242905","12","PK","PK - 12","B"
"242906001"," ","FORT ELLIOTT SCHOOL",89," ","N","N","N","N","N","N","N","N","WHEELER","242",19,12.9,147,135,0,0,31,23,1,0.7,15,11.1,"Met Standard",.,"FORT ELLIOTT CISD","242906","12","PK","PK - 12","B"
"243901001"," ","BURKBURNETT H S",79," ","N","N","N","N","N","N","N","N","WICHITA","243",150,15.4,975,889,.,0,357,40.2,2,0.2,104,11.7,"Met Standard",.,"BURKBURNETT ISD","243901","12","09","09 - 12","S"
"243901002"," ","GATEWAY STUDENT SUPPORT CTR",84,"AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","WICHITA","243",42,85.7,49,21,.,0,15,71.4,0,0,0,0,"Met Alternative Standard",.,"BURKBURNETT ISD","243901","12","10","10 - 12","S"
"243901003"," ","WICHITA CO JJAEP",.," ","N","N","N","N","N","Y","N","N","WICHITA","243",2,100,2,1,.,0,0,0,0,0,0,0,"Not Rated",.,"BURKBURNETT ISD","243901","08","08","08 - 08","M"
"243901041"," ","BURKBURNETT MIDDLE",58," ","N","N","N","N","N","N","N","N","WICHITA","243",114,14.8,770,647,.,0,321,49.6,6,0.9,62,9.6,"Improvement Required",1,"BURKBURNETT ISD","243901","08","06","06 - 08","M"
"243901101"," ","JOHN G HARDIN EL",62," ","N","N","N","N","N","N","N","N","WICHITA","243",86,20.7,416,457,.,0,328,71.8,12,2.6,45,9.8,"Met Standard",.,"BURKBURNETT ISD","243901","05","PK","PK - 05","E"
"243901103"," ","JOHN G TOWER EL",81," ","N","N","N","N","N","N","N","N","WICHITA","243",87,20.8,419,493,.,0,210,42.6,17,3.4,41,8.3,"Met Standard",.,"BURKBURNETT ISD","243901","05","EE","EE - 05","E"
"243901104"," ","I C EVANS EL",65," ","N","N","N","N","N","N","N","N","WICHITA","243",55,11.1,497,733,.,0,392,53.5,6,0.8,92,12.6,"Met Standard",.,"BURKBURNETT ISD","243901","05","EE","EE - 05","E"
"243902001"," ","ELECTRA JUNIOR/SENIOR HIGH",87," ","N","N","N","N","N","N","N","N","WICHITA","243",37,20.2,183,156,.,0,85,54.5,0,0,19,12.2,"Met Standard",.,"ELECTRA ISD","243902","12","07","07 - 12","S"
"243902101"," ","ELECTRA EL",65," ","N","N","N","N","N","N","N","N","WICHITA","243",42,20.8,202,258,.,0,187,72.5,4,1.6,32,12.4,"Met Standard",.,"ELECTRA ISD","243902","06","EE","EE - 06","E"
"243903001"," ","IOWA PARK H S",85," ","N","N","N","N","N","N","N","N","WICHITA","243",44,7.9,557,535,.,0,178,33.3,2,0.4,55,10.3,"Met Standard",.,"IOWA PARK CISD","243903","12","09","09 - 12","S"
"243903041"," ","W F GEORGE MIDDLE",82," ","N","N","N","N","N","N","N","N","WICHITA","243",56,12.6,446,417,.,0,168,40.3,1,0.2,43,10.3,"Met Standard",.,"IOWA PARK CISD","243903","08","06","06 - 08","M"
"243903101"," ","BRADFORD EL",90," ","N","N","N","N","N","N","N","N","WICHITA","243",54,12.4,436,405,.,0,175,43.2,5,1.2,51,12.6,"Met Standard",.,"IOWA PARK CISD","243903","05","03","03 - 05","E"
"243903103"," ","KIDWELL EL",90," ","N","N","N","N","N","N","N","N","WICHITA","243",50,16.1,310,476,.,0,225,47.3,3,0.6,54,11.3,"Met Standard",.,"IOWA PARK CISD","243903","02","EE","EE - 02","E"
"243905001"," ","HIRSCHI H S",78," ","N","N","N","N","N","N","N","N","WICHITA","243",195,18.8,1037,914,.,0,683,74.7,53,5.8,135,14.8,"Met Standard",.,"WICHITA FALLS ISD","243905","12","09","09 - 12","S"
"243905002"," ","RIDER H S",82," ","N","N","N","N","N","N","N","N","WICHITA","243",218,13.5,1617,1494,.,0,580,38.8,17,1.1,169,11.3,"Met Standard",.,"WICHITA FALLS ISD","243905","12","09","09 - 12","S"
"243905004"," ","WICHITA FALLS H S",73," ","N","N","N","N","N","N","N","N","WICHITA","243",201,15.1,1330,1247,.,0,857,68.7,70,5.6,149,11.9,"Met Standard",.,"WICHITA FALLS ISD","243905","12","09","09 - 12","S"
"243905009"," ","WICHITA COUNTY JUVENILE JUSTICE AE",.," ","N","N","N","N","N","Y","N","N","WICHITA","243",55,98.2,56,25,.,0,22,88,0,0,9,36,"Not Rated",.,"WICHITA FALLS ISD","243905","11","05","05 - 11","B"
"243905046"," ","BARWISE MIDDLE",78," ","N","N","N","N","N","N","N","N","WICHITA","243",165,13.6,1216,1137,.,0,807,71,116,10.2,121,10.6,"Met Standard",.,"WICHITA FALLS ISD","243905","08","06","06 - 08","M"
"243905047"," ","MCNIEL MIDDLE",79," ","N","N","N","N","N","N","N","N","WICHITA","243",145,12.4,1170,1176,.,0,605,51.4,21,1.8,145,12.3,"Met Standard",.,"WICHITA FALLS ISD","243905","08","06","06 - 08","M"
"243905048"," ","KIRBY MIDDLE",50," ","N","N","N","N","N","N","N","N","WICHITA","243",133,17.6,754,631,.,0,554,87.8,68,10.8,76,12,"Improvement Required",3,"WICHITA FALLS ISD","243905","08","06","06 - 08","M"
"243905104"," ","BROOK VILLAGE EARLY CHILDHOOD",76," ","N","N","N","N","Y","N","N","N","WICHITA","243",.,.,.,189,.,0,175,92.6,48,25.4,6,3.2,"Met Standard",.,"WICHITA FALLS ISD","243905","PK","PK","PK - PK","E"
"243905105"," ","BURGESS EL",79," ","N","N","N","N","N","N","N","N","WICHITA","243",69,25.8,267,283,.,0,267,94.3,24,8.5,34,12,"Met Standard",.,"WICHITA FALLS ISD","243905","05","PK","PK - 05","E"
"243905107"," ","CROCKETT EL",67," ","N","N","N","N","N","N","N","N","WICHITA","243",65,14.1,462,521,.,0,350,67.2,58,11.1,51,9.8,"Met Standard",.,"WICHITA FALLS ISD","243905","05","KG","KG - 05","E"
"243905108"," ","CUNNINGHAM SCHOOL",74," ","N","N","N","N","N","N","N","N","WICHITA","243",49,14.6,335,453,.,0,314,69.3,7,1.5,87,19.2,"Met Standard",.,"WICHITA FALLS ISD","243905","05","EE","EE - 05","E"
"243905109"," ","FAIN EL",88," ","N","N","N","N","N","N","N","N","WICHITA","243",60,13.5,446,503,.,0,301,59.8,7,1.4,41,8.2,"Met Standard",.,"WICHITA FALLS ISD","243905","05","PK","PK - 05","E"
"243905111"," ","FOWLER EL",78," ","N","N","N","N","N","N","N","N","WICHITA","243",50,9.8,508,556,.,0,228,41,24,4.3,60,10.8,"Met Standard",.,"WICHITA FALLS ISD","243905","05","KG","KG - 05","E"
"243905112"," ","FRANKLIN EL",80," ","N","N","N","N","N","N","N","N","WICHITA","243",73,15.7,464,481,.,0,267,55.5,57,11.9,44,9.1,"Met Standard",.,"WICHITA FALLS ISD","243905","05","KG","KG - 05","E"
"243905114"," ","HAYNES EL",68," ","N","N","N","N","N","N","N","N","WICHITA","243",48,23.9,201,220,.,0,183,83.2,11,5,26,11.8,"Met Standard",.,"WICHITA FALLS ISD","243905","05","PK","PK - 05","E"
"243905115","1","CUNNINGHAM SPECIAL ED CENTER",58," ","N","N","N","N","N","N","N","N","WICHITA","243",0,0,6,25,.,0,15,60,0,0,25,100,"Not Rated",.,"WICHITA FALLS ISD","243905","04","EE","EE - 04","E"
"243905118"," ","JEFFERSON EL",86," ","N","N","N","N","N","N","N","N","WICHITA","243",43,11.6,371,444,.,0,264,59.5,12,2.7,67,15.1,"Met Standard",.,"WICHITA FALLS ISD","243905","05","PK","PK - 05","E"
"243905119"," ","LAMAR EL",74," ","N","N","N","N","N","N","N","N","WICHITA","243",68,19.6,347,358,.,0,337,94.1,75,20.9,31,8.7,"Met Standard",.,"WICHITA FALLS ISD","243905","05","PK","PK - 05","E"
"243905121"," ","MILAM EL",78," ","N","N","N","N","N","N","N","N","WICHITA","243",58,12.9,450,502,.,0,354,70.5,14,2.8,62,12.4,"Met Standard",.,"WICHITA FALLS ISD","243905","05","PK","PK - 05","E"
"243905123"," ","SHEPPARD AFB EL",90," ","N","N","N","N","N","N","N","N","WICHITA","243",56,25.2,222,317,.,0,48,15.1,21,6.6,11,3.5,"Met Standard",.,"WICHITA FALLS ISD","243905","06","PK","PK - 06","E"
"243905125"," ","BOOKER T WASHINGTON EL",84," ","N","N","N","N","N","N","N","N","WICHITA","243",75,28.7,261,286,.,0,277,96.9,24,8.4,33,11.5,"Met Standard",.,"WICHITA FALLS ISD","243905","05","PK","PK - 05","E"
"243905126"," ","WEST FOUNDATION EL",92," ","N","N","N","N","N","N","N","N","WICHITA","243",44,10.2,431,460,.,0,161,35,32,7,57,12.4,"Met Standard",.,"WICHITA FALLS ISD","243905","05","EE","EE - 05","E"
"243905128"," ","SCOTLAND PARK EL",78," ","N","N","N","N","N","N","N","N","WICHITA","243",85,20.8,409,466,.,0,449,96.4,100,21.5,56,12,"Met Standard",.,"WICHITA FALLS ISD","243905","05","PK","PK - 05","E"
"243905129"," ","SOUTHERN HILLS EL",74," ","N","N","N","N","N","N","N","N","WICHITA","243",86,19.8,434,476,.,0,382,80.3,82,17.2,49,10.3,"Met Standard",.,"WICHITA FALLS ISD","243905","05","PK","PK - 05","E"
"243905130"," ","FARRIS EARLY CHILDHOOD CTR",76," ","N","N","N","N","Y","N","N","N","WICHITA","243",.,.,.,211,.,0,211,100,22,10.4,27,12.8,"Met Standard",.,"WICHITA FALLS ISD","243905","PK","PK","PK - PK","E"
"243905131"," ","ZUNDELOWITZ EL",74," ","N","N","N","N","N","N","N","N","WICHITA","243",85,15.5,548,545,.,0,493,90.5,125,22.9,69,12.7,"Met Standard",.,"WICHITA FALLS ISD","243905","05","KG","KG - 05","E"
"243905207"," ","NORTHWEST HEAD START",76," ","N","N","N","N","Y","N","N","N","WICHITA","243",.,.,.,51,.,0,51,100,12,23.5,3,5.9,"Met Standard",.,"WICHITA FALLS ISD","243905","PK","PK","PK - PK","E"
"243905208"," ","ROSEWOOD HEAD START",76," ","N","N","N","N","Y","N","N","N","WICHITA","243",.,.,.,101,.,0,101,100,28,27.7,8,7.9,"Met Standard",.,"WICHITA FALLS ISD","243905","PK","PK","PK - PK","E"
"243906001"," ","CITY VIEW JUNIOR/SENIOR HIGH",78," ","N","N","N","N","N","N","N","N","WICHITA","243",87,17.8,490,452,.,0,249,55.1,12,2.7,64,14.2,"Met Standard",.,"CITY VIEW ISD","243906","12","07","07 - 12","S"
"243906101"," ","CITY VIEW EL",77," ","N","N","N","N","N","N","N","N","WICHITA","243",87,17.2,506,605,.,0,421,69.6,12,2,59,9.8,"Met Standard",.,"CITY VIEW ISD","243906","06","EE","EE - 06","E"
"244901001"," ","HARROLD SCHOOL",80," ","N","N","N","N","N","N","N","N","WILBARGER","244",17,14.5,117,114,0,0,68,59.6,0,0,17,14.9,"Met Standard",.,"HARROLD ISD","244901","12","KG","KG - 12","B"
"244903001"," ","VERNON H S",71," ","N","N","N","N","N","N","N","N","WILBARGER","244",70,12.5,559,574,.,0,301,52.4,28,4.9,67,11.7,"Met Standard",.,"VERNON ISD","244903","12","09","09 - 12","S"
"244903002"," ","NORTH TEXAS STATE HOSPITAL - AFP -",.," ","N","N","N","N","N","N","N","Y","WILBARGER","244",115,81,142,29,.,0,1,3.4,1,3.4,12,41.4,"Not Rated",.,"VERNON ISD","244903","12","07","07 - 12","S"
"244903041"," ","VERNON MIDDLE",64," ","N","N","N","N","N","N","N","N","WILBARGER","244",62,12.2,508,471,.,0,310,65.8,46,9.8,59,12.5,"Met Standard",.,"VERNON ISD","244903","08","06","06 - 08","M"
"244903101"," ","CENTRAL EL",63," ","N","N","N","N","N","N","N","N","WILBARGER","244",55,15.2,361,278,.,0,195,70.1,49,17.6,26,9.4,"Met Standard",.,"VERNON ISD","244903","03","02","02 - 03","E"
"244903104"," ","SHIVE EL",67," ","N","N","N","N","N","N","N","N","WILBARGER","244",53,15.4,345,310,.,0,199,64.2,33,10.6,39,12.6,"Met Standard",.,"VERNON ISD","244903","05","04","04 - 05","E"
"244903105"," ","T G MCCORD EL",63," ","N","N","N","N","N","N","N","N","WILBARGER","244",28,18.5,151,323,.,0,236,73.1,52,16.1,36,11.1,"Met Standard",.,"VERNON ISD","244903","01","EE","EE - 01","E"
"244905001"," ","NORTHSIDE SCHOOL",78," ","N","N","N","N","N","N","N","N","WILBARGER","244",18,8.6,209,214,0,0,87,40.7,1,0.5,16,7.5,"Met Standard",.,"NORTHSIDE ISD","244905","12","KG","KG - 12","B"
"245901001"," ","LASARA H S",84," ","N","N","N","N","N","N","N","N","WILLACY","245",13,10.7,122,112,0,0,81,72.3,9,8,13,11.6,"Met Standard",.,"LASARA ISD","245901","12","09","09 - 12","S"
"245901101"," ","LASARA EL",70," ","N","N","N","N","N","N","N","N","WILLACY","245",40,13.1,305,298,.,0,229,76.8,51,17.1,23,7.7,"Met Standard",.,"LASARA ISD","245901","08","PK","PK - 08","E"
"245902001"," ","LYFORD H S",81," ","N","N","N","N","N","N","N","N","WILLACY","245",107,19.7,544,475,0,0,378,79.6,27,5.7,44,9.3,"Met Standard",.,"LYFORD CISD","245902","12","09","09 - 12","S"
"245902041"," ","LYFORD MIDDLE",84," ","N","N","N","N","N","N","N","N","WILLACY","245",57,14.1,404,376,0,0,297,79,26,6.9,34,9,"Met Standard",.,"LYFORD CISD","245902","08","06","06 - 08","M"
"245902106"," ","LYFORD EL",84," ","N","N","N","N","N","N","N","N","WILLACY","245",51,8.6,590,700,0,0,580,82.9,100,14.3,44,6.3,"Met Standard",.,"LYFORD CISD","245902","05","EE","EE - 05","E"
"245903001"," ","RAYMONDVILLE H S",80," ","N","N","N","N","N","N","N","N","WILLACY","245",76,13.7,555,529,288,0,428,80.9,26,4.9,42,7.9,"Met Standard",.,"RAYMONDVILLE ISD","245903","12","09","09 - 12","S"
"245903004"," ","RAYMONDVILLE OPTIONS ACADEMIC ACAD",78,"AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","WILLACY","245",.,.,.,66,.,0,66,100,4,6.1,4,6.1,"Met Alternative Standard",.,"RAYMONDVILLE ISD","245903","12","09","09 - 12","S"
"245903041"," ","MYRA GREEN MIDDLE",79," ","N","N","N","N","N","N","N","N","WILLACY","245",60,12.7,473,436,.,0,367,84.2,26,6,47,10.8,"Met Standard",.,"RAYMONDVILLE ISD","245903","08","06","06 - 08","M"
