CAMPUS,CPETBILC,CPETBILP,CPETG9XC,CPETGIFC,CPETGIFP,CPETSPEC,CPETSPEP,CPETVHSC,CPETVHSP,CPETVOCC,CPETVOCP,CPNTBILC,CPNTBILP,CPNTG9XC,CPNTGIFC,CPNTGIFP,CPNTSPEC,CPNTSPEP,CPNTVHSC,CPNTVHSP
"209901001",8,3.3,155,5,2.1,18,7.4,81,52.3,240,98.8,8,3.3,155,5,2.1,18,7.4,81,52.3
"209901101",7,2.5,0,7,2.5,26,9.3,0,0,0,0,7,2.5,0,7,2.5,26,9.3,0,.
"209902001",0,0,36,1,0.9,23,20.5,35,97.2,56,50,0,0,36,1,0.9,23,20.5,35,97.2
"210901001",87,12.9,676,41,6.1,79,11.7,401,59.3,625,92.5,87,12.9,677,41,6.1,80,11.8,401,59.2
"210901002",6,12.8,47,0,0,8,17,2,4.3,4,8.5,6,12.8,47,0,0,8,17,2,4.3
"210901041",163,28.2,0,26,4.5,79,13.7,0,0,89,15.4,163,28.2,0,26,4.5,79,13.7,0,.
"210901101",207,37.4,0,6,1.1,69,12.5,0,0,0,0,207,37.2,0,6,1.1,71,12.8,0,.
"210901102",158,42,0,10,2.7,52,13.8,0,0,0,0,158,41.7,0,10,2.6,55,14.5,0,.
"210901104",160,37.7,0,0,0,23,5.4,0,0,0,0,160,37.6,0,0,0,25,5.9,0,.
"210902001",3,1.6,184,11,6,23,12.5,184,100,184,100,3,1.6,184,11,6,23,12.5,184,100
"210902041",13,7.7,0,11,6.5,27,16.1,0,0,34,20.2,13,7.7,0,11,6.5,27,16.1,0,.
"210902102",22,7.3,0,12,4,88,29.1,0,0,0,0,22,7.1,0,12,3.9,94,30.5,0,.
"210903002",40,5.2,218,30,3.9,102,13.2,216,99.1,250,32.4,40,5.2,218,30,3.9,102,13.2,216,99.1
"210904002",108,21.1,159,15,2.9,87,17,131,82.4,230,44.9,108,21.1,159,15,2.9,88,17.2,131,82.4
"210905001",36,5.2,213,13,1.9,90,13,200,93.9,289,41.8,36,5.2,213,13,1.9,90,13,200,93.9
"210906101",2,2.5,0,0,0,20,25.3,0,0,7,8.9,2,2.5,0,0,0,20,25.3,0,.
"211901101",43,37.4,0,1,0.9,14,12.2,0,0,0,0,61,35.5,28,3,1.7,24,14,0,0
"211902001",17,10.8,157,5,3.2,14,8.9,117,74.5,142,90.4,17,10.8,157,5,3.2,14,8.9,117,74.5
"211902041",32,17.6,0,7,3.8,21,11.5,0,0,0,0,32,17.6,0,7,3.8,21,11.5,0,.
"211902102",53,23.8,0,1,0.4,15,6.7,0,0,0,0,53,23.7,0,1,0.4,16,7.1,0,.
"212801001",27,3.8,719,0,0,70,9.7,221,30.7,693,96.4,27,3.8,720,0,0,70,9.7,221,30.7
"212801041",46,10.6,0,0,0,49,11.2,0,0,0,0,46,10.6,0,0,0,49,11.2,0,.
"212801101",54,8.9,0,0,0,41,6.7,0,0,0,0,54,8.9,0,0,0,41,6.7,0,.
"212801102",0,0,0,0,0,6,2.7,0,0,0,0,0,0,0,0,0,6,2.7,0,.
"212804001",11,3.4,72,28,8.6,23,7.1,72,100,126,38.9,11,3.4,72,28,8.6,23,7.1,72,100
"212804102",0,0,89,41,14.9,21,7.6,89,100,164,59.6,0,0,89,41,14.9,21,7.6,89,100
"212804103",6,2.4,66,13,5.3,13,5.3,66,100,86,35.1,6,2.4,66,13,5.3,13,5.3,66,100
"212901001",5,1.9,266,35,13.2,21,7.9,167,62.8,263,98.9,5,1.9,268,35,13.1,21,7.8,168,62.7
"212901041",7,3.3,0,16,7.5,20,9.3,0,0,57,26.6,7,3.3,0,16,7.5,20,9.3,0,.
"212901101",11,2.7,0,12,3,42,10.3,0,0,0,0,11,2.7,0,12,2.9,43,10.6,0,.
"212902001",9,1.2,769,56,7.3,77,10,733,95.3,756,98.3,9,1.2,769,56,7.3,77,10,733,95.3
"212902041",15,3.7,0,32,7.8,49,12,0,0,0,0,15,3.7,0,32,7.8,49,12,0,.
"212902101",13,3.1,0,34,8.1,67,15.9,0,0,0,0,13,3.1,0,34,8.1,67,15.9,0,.
"212902102",10,2.4,0,31,7.3,46,10.8,0,0,0,0,10,2.4,0,31,7.3,46,10.8,0,.
"212902103",10,3.6,0,0,0,39,14,0,0,0,0,10,3.5,0,0,0,43,15.2,0,.
"212902104",7,2,0,3,0.8,44,12.3,0,0,0,0,7,1.9,0,3,0.8,46,12.7,0,.
"212903001",29,2.4,1203,144,12,116,9.6,1139,94.7,1139,94.7,29,2.4,1208,144,11.9,120,9.9,1140,94.4
"212903041",19,2.9,0,66,10,72,10.9,0,0,0,0,19,2.9,0,66,10,72,10.9,0,.
"212903101",11,2.6,0,13,3.1,59,13.9,0,0,0,0,11,2.6,0,13,3.1,59,13.9,0,.
"212903102",18,3.7,0,26,5.3,67,13.6,0,0,0,0,18,3.6,0,26,5.3,69,14,0,.
"212903103",48,4.9,0,115,11.8,141,14.4,0,0,0,0,48,4.9,0,115,11.7,142,14.5,0,.
"212903104",27,5.8,0,0,0,47,10.2,0,0,0,0,27,5.7,0,0,0,50,10.6,0,.
"212904002",12,3.8,319,20,6.3,25,7.8,287,90,287,90,12,3.8,319,20,6.3,25,7.8,287,90
"212904041",10,3.8,0,17,6.4,20,7.5,0,0,13,4.9,10,3.8,0,17,6.4,20,7.5,0,.
"212904102",29,5.8,0,37,7.4,66,13.1,0,0,0,0,29,5.8,0,37,7.3,67,13.3,0,.
"212905001",128,5.6,2301,380,16.5,167,7.3,1845,80.2,2021,87.8,128,5.6,2304,380,16.5,168,7.3,1845,80.1
"212905003",507,24.1,2106,153,7.3,162,7.7,1892,89.8,1989,94.4,509,24.1,2110,153,7.3,163,7.7,1893,89.7
"212905006",38,10.9,350,78,22.3,3,0.9,116,33.1,258,73.7,38,10.9,350,78,22.3,3,0.9,116,33.1
"212905010",16,15.1,106,3,2.8,5,4.7,44,41.5,54,50.9,16,15.1,106,3,2.8,5,4.7,44,41.5
"212905041",252,27,0,67,7.2,65,7,0,0,258,27.7,252,27,0,67,7.2,65,7,0,.
"212905043",119,32.5,0,24,6.6,28,7.7,0,0,0,0,119,32.5,0,24,6.6,28,7.7,0,.
"212905044",40,5.1,0,129,16.5,71,9.1,0,0,270,34.4,40,5.1,0,129,16.5,71,9.1,0,.
"212905045",324,29.5,0,181,16.5,65,5.9,0,0,381,34.7,324,29.5,0,181,16.5,65,5.9,0,.
"212905049",82,9.5,0,109,12.6,80,9.2,0,0,281,32.4,82,9.5,0,109,12.6,80,9.2,0,.
"212905101",182,49.9,0,13,3.6,51,14,0,0,0,0,182,49.7,0,13,3.6,52,14.2,0,.
"212905102",112,23.8,0,25,5.3,80,17,0,0,0,0,112,23.8,0,25,5.3,80,17,0,.
"212905103",317,58,0,48,8.8,51,9.3,0,0,0,0,317,58,0,48,8.8,51,9.3,0,.
"212905104",242,53.8,0,19,4.2,70,15.6,0,0,0,0,242,53.8,0,19,4.2,70,15.6,0,.
"212905106",31,8.2,0,24,6.3,56,14.8,0,0,0,0,31,8,0,24,6.2,64,16.6,0,.
"212905107",209,34.9,0,19,3.2,72,12,0,0,0,0,209,34.9,0,19,3.2,72,12,0,.
"212905108",353,59,0,21,3.5,46,7.7,0,0,0,0,353,59,0,21,3.5,46,7.7,0,.
"212905109",17,2.5,0,63,9.4,73,10.8,0,0,0,0,17,2.5,0,63,9.4,73,10.8,0,.
"212905110",22,4.4,0,89,17.9,20,4,0,0,0,0,22,4.4,0,89,17.9,20,4,0,.
"212905111",301,45.3,0,17,2.6,42,6.3,0,0,0,0,301,45.3,0,17,2.6,42,6.3,0,.
"212905112",42,11.1,0,8,2.1,60,15.8,0,0,0,0,42,10.7,0,8,2,73,18.6,0,.
"212905114",312,44,0,40,5.6,38,5.4,0,0,0,0,312,44,0,40,5.6,38,5.4,0,.
"212905115",153,38.1,0,6,1.5,45,11.2,0,0,0,0,153,38.1,0,6,1.5,45,11.2,0,.
"212905116",185,33.8,0,22,4,50,9.1,0,0,0,0,185,33.8,0,22,4,50,9.1,0,.
"212905117",43,6.7,0,47,7.3,88,13.7,0,0,0,0,43,6.7,0,47,7.3,88,13.7,0,.
"212905119",19,2.9,0,72,11.1,81,12.4,0,0,0,0,19,2.9,0,72,11,82,12.6,0,.
"212905125",38,5.1,0,79,10.6,74,9.9,0,0,0,0,38,5.1,0,79,10.6,74,9.9,0,.
"212906001",23,1.6,1467,157,10.7,129,8.8,1068,72.8,1304,88.9,23,1.6,1469,157,10.7,130,8.8,1069,72.8
"212906041",31,3.7,0,83,9.9,94,11.2,0,0,210,25,31,3.7,0,83,9.9,94,11.2,0,.
"212906042",14,3.9,0,32,8.8,38,10.5,0,0,0,0,14,3.9,0,32,8.8,38,10.5,0,.
"212906111",28,4.9,0,51,9,86,15.1,0,0,0,0,28,4.9,0,51,9,86,15.1,0,.
"212906112",49,7.8,0,53,8.5,86,13.7,0,0,0,0,49,7.8,0,53,8.5,87,13.9,0,.
"212906113",27,4.9,0,36,6.6,63,11.5,0,0,0,0,27,4.9,0,36,6.5,66,12,0,.
"212906114",22,4.3,0,47,9.1,65,12.6,0,0,0,0,22,4.2,0,47,9.1,67,12.9,0,.
"212909001",131,12.6,1038,67,6.5,116,11.2,1027,98.9,1037,99.9,131,12.6,1038,67,6.5,116,11.2,1027,98.9
"212909042",178,22.3,0,72,9,98,12.3,0,0,432,54.1,178,22.3,0,72,9,98,12.3,0,.
"212909101",121,22.5,0,59,11,78,14.5,0,0,0,0,121,22.5,0,59,11,78,14.5,0,.
"212909102",243,50.6,0,25,5.2,36,7.5,0,0,0,0,243,50.6,0,25,5.2,36,7.5,0,.
"212909103",151,22.4,0,28,4.2,88,13.1,0,0,0,0,151,22.4,0,28,4.2,89,13.2,0,.
"212910001",21,6.9,305,16,5.2,36,11.8,225,73.8,299,98,21,6.9,306,16,5.2,37,12.1,226,73.9
"212910041",40,16.3,0,14,5.7,28,11.4,0,0,74,30.1,40,16.3,0,14,5.7,28,11.4,0,.
"212910101",111,19.6,0,14,2.5,69,12.2,0,0,0,0,111,19.6,0,14,2.5,71,12.5,0,.
"213801001",0,0,135,0,0,46,19,0,0,64,26.4,0,0,135,0,0,46,19,0,0
"213901001",26,4.6,565,47,8.3,38,6.7,474,83.9,545,96.5,26,4.6,565,47,8.3,38,6.7,474,83.9
"213901041",40,8.8,0,40,8.8,32,7,0,0,101,22.1,40,8.8,0,40,8.8,32,7,0,.
"213901101",72,14.3,0,20,4,46,9.1,0,0,0,0,72,14.1,0,20,3.9,52,10.2,0,.
"213901102",47,11.8,0,40,10,33,8.3,0,0,0,0,47,11.8,0,40,10,33,8.3,0,.
"214901001",820,47.3,1735,332,19.1,194,11.2,793,45.7,1578,91,835,47.4,1761,332,18.9,201,11.4,797,45.3
"214901003",447,58.1,769,136,17.7,96,12.5,356,46.3,681,88.6,462,58.6,788,137,17.4,98,12.4,359,45.6
"214901005",229,42.5,539,179,33.2,17,3.2,42,7.8,275,51,229,42.5,539,179,33.2,17,3.2,42,7.8
"214901041",543,83.4,0,121,18.6,86,13.2,0,0,200,30.7,543,83.4,0,121,18.6,86,13.2,0,.
"214901042",561,80.6,0,172,24.7,79,11.4,0,0,207,29.7,561,80.6,0,172,24.7,79,11.4,0,.
"214901044",631,75.5,0,274,32.8,102,12.2,0,0,197,23.6,631,75.5,0,274,32.8,102,12.2,0,.
"214901102",425,81.9,0,81,15.6,49,9.4,0,0,0,0,425,81.9,0,81,15.6,49,9.4,0,.
"214901103",338,92.3,0,49,13.4,39,10.7,0,0,0,0,338,92.1,0,49,13.4,40,10.9,0,.
"214901104",457,90.5,0,61,12.1,49,9.7,0,0,0,0,457,90,0,61,12,52,10.2,0,.
"214901105",448,95.1,0,83,17.6,48,10.2,0,0,0,0,448,94.5,0,83,17.5,50,10.5,0,.
"214901107",426,88.9,0,104,21.7,34,7.1,0,0,0,0,426,88.4,0,104,21.6,35,7.3,0,.
"214901108",691,93.3,0,139,18.8,67,9,0,0,0,0,691,93.1,0,139,18.7,68,9.2,0,.
"214901110",547,91.8,0,34,5.7,52,8.7,0,0,0,0,547,91.8,0,34,5.7,52,8.7,0,.
"214901111",634,91,0,138,19.8,54,7.7,0,0,0,0,634,90.7,0,138,19.7,56,8,0,.
"214901112",489,91.2,0,95,17.7,37,6.9,0,0,0,0,489,91.2,0,95,17.7,37,6.9,0,.
"214902001",1,1.4,71,0,0,14,19.7,70,98.6,70,98.6,1,1.4,71,0,0,14,19.7,70,98.6
"214902101",36,27.9,0,8,6.2,21,16.3,0,0,0,0,36,27.9,0,8,6.2,21,16.3,0,.
"214903001",916,52.6,1742,200,11.5,119,6.8,1693,97.2,1707,98,916,52.6,1742,200,11.5,119,6.8,1693,97.2
"214903003",22,75.9,27,0,0,4,13.8,25,92.6,25,86.2,22,75.9,27,0,0,4,13.8,25,92.6
"214903041",586,79.1,0,107,14.4,51,6.9,0,0,145,19.6,586,79.1,0,107,14.4,51,6.9,0,.
"214903042",433,76.2,0,65,11.4,36,6.3,0,0,112,19.7,433,76.2,0,65,11.4,36,6.3,0,.
"214903103",504,92.6,0,53,9.7,30,5.5,0,0,0,0,505,92.5,0,53,9.7,32,5.9,0,.
"214903105",315,82.2,0,39,10.2,26,6.8,0,0,0,0,315,81.6,0,39,10.1,29,7.5,0,.
"214903106",427,93.8,0,16,3.5,29,6.4,0,0,0,0,427,93.6,0,16,3.5,30,6.6,0,.
"214903108",558,94.7,0,22,3.7,63,10.7,0,0,0,0,558,94.4,0,22,3.7,64,10.8,0,.
"214903109",491,91.8,0,43,8,53,9.9,0,0,0,0,491,91.1,0,43,8,56,10.4,0,.
"214903110",457,86.7,0,53,10.1,64,12.1,0,0,0,0,457,86.4,0,53,10,65,12.3,0,.
"215901001",26,6.2,418,37,8.9,42,10,363,86.8,386,92.3,26,6.2,418,37,8.9,42,10,363,86.8
"215901041",21,8.7,0,11,4.5,23,9.5,0,0,118,48.8,21,8.7,0,11,4.5,23,9.5,0,.
"215901101",19,6.9,0,3,1.1,48,17.4,0,0,0,0,19,6.7,0,3,1.1,55,19.4,0,.
"215901102",25,13.4,0,9,4.8,20,10.7,0,0,0,0,25,13.4,0,9,4.8,20,10.7,0,.
"215901103",23,7.1,0,18,5.5,44,13.5,0,0,0,0,23,7.1,0,18,5.5,44,13.5,0,.
"216901001",29,8.7,92,6,1.8,46,13.8,92,100,153,45.9,29,8.7,92,6,1.8,48,14.3,92,100
"216901002",0,0,3,0,0,2,66.7,1,33.3,2,66.7,0,0,3,0,0,2,66.7,1,33.3
"216901180",0,0,0,0,0,5,100,0,0,1,20,0,0,0,0,0,5,100,0,.
"217901001",1,0.8,68,6,5,14,11.7,49,72.1,102,85,1,0.8,68,6,5,14,11.7,49,72.1
"217901101",2,2,0,7,7,16,16,0,0,0,0,2,2,0,7,7,16,16,0,.
"218901001",14,5.6,249,5,2,27,10.8,145,58.2,238,95.6,14,5.6,249,5,2,27,10.8,145,58.2
"218901041",9,8.9,0,1,1,6,5.9,0,0,0,0,9,8.9,0,1,1,6,5.9,0,.
"218901103",96,22.5,0,0,0,54,12.6,0,0,0,0,96,22.4,0,0,0,56,13.1,0,.
"219901001",5,4,74,3,2.4,11,8.9,73,98.6,74,59.7,5,4,74,3,2.4,11,8.9,73,98.6
"219901101",5,3.4,0,2,1.4,12,8.3,0,0,0,0,5,3.4,0,2,1.4,13,8.9,0,.
"219903001",9,3.1,287,21,7.3,36,12.5,240,83.6,270,94.1,9,3.1,287,21,7.3,36,12.5,240,83.6
"219903041",15,6.8,0,15,6.8,23,10.4,0,0,39,17.6,15,6.8,0,15,6.8,23,10.4,0,.
"219903101",58,12,0,6,1.2,58,12,0,0,0,0,58,11.9,0,6,1.2,62,12.7,0,.
"219905001",5,4,78,7,5.6,13,10.5,69,88.5,99,79.8,5,4,78,7,5.6,13,10.5,69,88.5
"219905101",11,7,0,2,1.3,10,6.3,0,0,0,0,11,6.9,0,2,1.3,11,6.9,0,.
"220801001",6,1.6,60,0,0,21,5.4,0,0,81,20.9,6,1.6,60,0,0,21,5.4,0,0
"220802040",17,3.4,0,0,0,17,3.4,0,0,42,8.3,17,3.4,0,0,0,17,3.4,0,.
"220802101",37,7,0,0,0,17,3.2,0,0,0,0,37,7,0,0,0,17,3.2,0,.
"220802102",40,7.6,0,0,0,18,3.4,0,0,0,0,40,7.6,0,0,0,18,3.4,0,.
"220809001",2,0.6,192,49,15.6,18,5.7,9,4.7,163,51.7,2,0.6,192,50,15.8,18,5.7,9,4.7
"220809101",2,1,0,33,15.9,13,6.3,0,0,0,0,2,1,0,33,15.9,13,6.3,0,.
"220810001",10,1.1,327,0,0,44,4.9,0,0,231,25.6,10,1.1,327,0,0,44,4.9,0,0
"220811101",71,28.9,0,4,1.6,14,5.7,0,0,0,0,71,28.7,0,4,1.6,14,5.7,0,.
"220814101",37,11.2,0,18,5.5,24,7.3,0,0,0,0,37,11.2,0,18,5.5,24,7.3,0,.
"220815101",56,7.6,0,44,6,59,8,0,0,0,0,56,7.6,0,44,6,59,8,0,.
"220817001",165,17.2,270,64,6.7,58,6,158,58.5,246,25.6,165,17.2,270,64,6.7,58,6,158,58.5
"220817002",138,12.6,298,10,0.9,72,6.6,210,70.5,380,34.8,138,12.6,298,10,0.9,72,6.6,210,70.5
"220817003",43,20.3,0,11,5.2,13,6.1,0,0,0,0,43,20.3,0,11,5.2,13,6.1,0,.
"220817004",28,10.8,0,4,1.5,18,6.9,0,0,0,0,28,10.8,0,4,1.5,18,6.9,0,.
"220817005",42,10.2,0,37,9,24,5.8,0,0,65,15.8,42,10.2,0,37,9,24,5.8,0,.
"220817006",21,10.7,0,27,13.8,23,11.7,0,0,96,49,21,10.7,0,27,13.8,23,11.7,0,.
"220819001",14,3.4,195,49,12,48,11.8,0,0,130,31.9,14,3.4,195,49,12,48,11.8,0,0
"220819002",45,9.4,0,21,4.4,21,4.4,0,0,0,0,45,9.4,0,21,4.4,21,4.4,0,.
"220819003",27,3.4,0,80,10,84,10.5,0,0,0,0,27,3.4,0,80,10,84,10.5,0,.
"220901001",375,14.1,2662,249,9.4,205,7.7,1023,38.4,2028,76.2,375,14.1,2663,249,9.4,206,7.7,1023,38.4
"220901002",1248,33.6,3715,241,6.5,303,8.2,1750,47.1,3176,85.5,1248,33.5,3723,241,6.5,304,8.2,1750,47
"220901003",444,16.1,2766,174,6.3,230,8.3,786,28.4,2137,77.3,445,16.1,2771,174,6.3,230,8.3,786,28.4
"220901004",346,13.9,2497,185,7.4,235,9.4,1098,44,2085,83.5,346,13.8,2501,185,7.4,235,9.4,1099,43.9
"220901005",137,3.8,3581,497,13.9,283,7.9,1408,39.3,2715,75.8,137,3.8,3584,497,13.9,285,8,1409,39.3
"220901006",49,14.9,328,7,2.1,24,7.3,84,25.6,177,54,49,14.9,328,7,2.1,24,7.3,84,25.6
"220901007",14,11.2,97,2,1.6,16,12.8,19,19.6,37,29.6,14,11.2,97,2,1.6,16,12.8,19,19.6
"220901008",306,98.1,205,0,0,0,0,0,0,131,42,306,98.1,205,0,0,0,0,0,0
"220901009",219,13.7,1598,119,7.4,139,8.7,676,42.3,1330,83.2,219,13.7,1599,119,7.4,139,8.7,676,42.3
"220901010",2,18.2,11,0,0,0,0,0,0,0,0,2,18.2,11,0,0,0,0,0,0
"220901011",48,11.9,402,69,17.2,1,0.2,2,0.5,116,28.9,48,11.9,402,69,17.2,1,0.2,2,0.5
"220901014",21,18.9,111,22,19.8,1,0.9,0,0,111,100,21,18.9,111,22,19.8,1,0.9,0,0
"220901041",537,49.9,0,100,9.3,69,6.4,0,0,523,48.6,537,49.9,0,100,9.3,69,6.4,0,.
"220901045",118,14,0,114,13.5,95,11.3,0,0,406,48.2,118,14,0,114,13.5,95,11.3,0,.
"220901047",133,27.7,0,71,14.8,58,12.1,0,0,245,51,133,27.7,0,71,14.8,58,12.1,0,.
"220901048",182,26.1,0,98,14.1,44,6.3,0,0,358,51.4,182,26.1,0,98,14.1,44,6.3,0,.
"220901049",47,6,0,108,13.9,65,8.4,0,0,347,44.6,47,6,0,108,13.9,65,8.4,0,.
"220901050",558,37.8,0,168,11.4,131,8.9,0,0,662,44.9,558,37.8,0,168,11.4,131,8.9,0,.
"220901051",57,7.8,0,102,13.9,92,12.6,0,0,295,40.3,57,7.8,0,102,13.9,92,12.6,0,.
"220901052",127,17.4,0,90,12.3,97,13.3,0,0,364,49.9,127,17.4,0,90,12.3,97,13.3,0,.
"220901053",152,20.7,0,37,5,89,12.1,0,0,366,49.9,152,20.7,0,37,5,89,12.1,0,.
"220901055",175,18.5,0,155,16.4,61,6.4,0,0,487,51.4,175,18.5,0,155,16.4,61,6.4,0,.
"220901101",427,66.1,0,56,8.7,47,7.3,0,0,0,0,427,66.1,0,56,8.7,47,7.3,0,.
"220901102",319,59.3,0,84,15.6,35,6.5,0,0,0,0,319,59.3,0,84,15.6,35,6.5,0,.
"220901103",280,59.7,0,48,10.2,33,7,0,0,0,0,280,59.7,0,48,10.2,33,7,0,.
"220901104",48,7.3,0,89,13.5,67,10.2,0,0,0,0,48,7.3,0,89,13.4,67,10.1,0,.
"220901105",76,19,0,0,0,0,0,0,0,0,0,76,19,0,0,0,0,0,0,.
"220901107",179,52.8,0,0,0,14,4.1,0,0,0,0,179,52.8,0,0,0,14,4.1,0,.
"220901109",372,63.3,0,41,7,33,5.6,0,0,0,0,372,63.2,0,41,7,33,5.6,0,.
"220901110",252,63,0,40,10,27,6.8,0,0,0,0,252,63,0,40,10,27,6.8,0,.
"220901111",335,53.3,0,38,6,47,7.5,0,0,0,0,335,53.1,0,38,6,47,7.4,0,.
"220901112",528,67.2,0,74,9.4,35,4.5,0,0,0,0,528,67.2,0,74,9.4,35,4.5,0,.
"220901113",156,26.5,0,39,6.6,57,9.7,0,0,0,0,156,26.5,0,39,6.6,57,9.7,0,.
"220901114",548,77,0,59,8.3,54,7.6,0,0,0,0,548,77,0,59,8.3,54,7.6,0,.
"220901117",34,6.6,0,58,11.3,53,10.3,0,0,0,0,34,6.6,0,58,11.2,55,10.6,0,.
"220901119",309,55.5,0,44,7.9,37,6.6,0,0,0,0,309,55.5,0,44,7.9,37,6.6,0,.
"220901120",159,25.8,0,47,7.6,56,9.1,0,0,0,0,159,25.7,0,47,7.6,57,9.2,0,.
"220901121",380,64.7,0,49,8.3,33,5.6,0,0,0,0,380,64.6,0,49,8.3,34,5.8,0,.
"220901123",111,22.5,0,41,8.3,39,7.9,0,0,0,0,111,22.4,0,41,8.3,40,8.1,0,.
"220901124",158,40.4,0,53,13.6,35,9,0,0,0,0,158,40.4,0,53,13.6,35,9,0,.
"220901125",51,8.9,0,70,12.3,66,11.6,0,0,0,0,51,8.9,0,70,12.2,67,11.7,0,.
"220901126",252,46.4,0,71,13.1,57,10.5,0,0,0,0,252,46.3,0,71,13.1,57,10.5,0,.
"220901128",71,17.1,0,46,11.1,31,7.5,0,0,0,0,71,17,0,46,11,31,7.4,0,.
"220901129",77,12.5,0,106,17.2,58,9.4,0,0,0,0,77,12.5,0,106,17.2,58,9.4,0,.
"220901130",53,7.3,0,97,13.3,57,7.8,0,0,0,0,53,7.2,0,97,13.1,60,8.1,0,.
"220901131",282,57.9,0,43,8.8,40,8.2,0,0,0,0,282,57.9,0,43,8.8,40,8.2,0,.
"220901132",278,49.9,0,66,11.8,35,6.3,0,0,0,0,278,49.9,0,66,11.8,35,6.3,0,.
"220901133",110,14.6,0,59,7.8,82,10.8,0,0,0,0,110,14.5,0,59,7.8,82,10.8,0,.
"220901134",61,9,0,44,6.5,61,9,0,0,0,0,61,9,0,44,6.5,61,9,0,.
"220901135",84,13.2,0,65,10.2,87,13.7,0,0,0,0,84,13.2,0,65,10.2,87,13.7,0,.
"220901136",162,30.3,0,54,10.1,42,7.9,0,0,0,0,162,30.3,0,54,10.1,42,7.9,0,.
"220901137",84,13.3,0,155,24.6,36,5.7,0,0,0,0,84,13.3,0,155,24.6,36,5.7,0,.
"220901140",116,19.8,0,47,8,52,8.9,0,0,0,0,116,19.7,0,47,8,52,8.8,0,.
"220901141",383,50.8,0,88,11.7,40,5.3,0,0,0,0,383,50.7,0,88,11.7,40,5.3,0,.
"220901142",157,22.8,0,33,4.8,41,5.9,0,0,0,0,157,22.8,0,33,4.8,41,5.9,0,.
"220901143",196,33.1,0,71,12,51,8.6,0,0,0,0,196,33.1,0,71,12,51,8.6,0,.
"220901144",75,8.1,0,81,8.8,115,12.5,0,0,0,0,75,8.1,0,81,8.7,116,12.5,0,.
"220901145",186,29.9,0,41,6.6,77,12.4,0,0,0,0,186,29.8,0,41,6.6,77,12.3,0,.
"220901146",70,9.7,0,91,12.6,96,13.3,0,0,0,0,70,9.6,0,91,12.5,97,13.3,0,.
"220901147",148,30.1,0,70,14.3,45,9.2,0,0,0,0,148,30.1,0,70,14.3,45,9.2,0,.
"220901148",374,57,0,45,6.9,63,9.6,0,0,0,0,374,56.9,0,45,6.8,63,9.6,0,.
"220901149",122,29.3,0,76,18.2,47,11.3,0,0,0,0,122,29.3,0,76,18.2,47,11.3,0,.
"220901150",379,68.3,0,64,11.5,47,8.5,0,0,0,0,379,68.3,0,64,11.5,47,8.5,0,.
"220901151",45,8.6,0,64,12.2,40,7.6,0,0,0,0,45,8.5,0,64,12.1,40,7.6,0,.
"220901152",223,35.1,0,50,7.9,46,7.2,0,0,0,0,223,35.1,0,50,7.9,46,7.2,0,.
"220901153",98,22.8,0,32,7.5,46,10.7,0,0,0,0,98,22.8,0,32,7.5,46,10.7,0,.
"220901154",128,25.7,0,89,17.8,46,9.2,0,0,0,0,128,25.7,0,89,17.8,46,9.2,0,.
"220901155",308,50.3,0,49,8,75,12.3,0,0,0,0,308,50.3,0,49,8,75,12.3,0,.
"220901157",339,71.2,0,34,7.1,33,6.9,0,0,0,0,339,71.2,0,34,7.1,33,6.9,0,.
"220901158",215,43.2,0,55,11,48,9.6,0,0,0,0,215,43.2,0,55,11,48,9.6,0,.
"220901159",173,34.7,0,50,10,45,9,0,0,0,0,173,34.7,0,50,10,45,9,0,.
"220901160",331,65,0,33,6.5,36,7.1,0,0,0,0,331,65,0,33,6.5,36,7.1,0,.
"220901161",401,47.9,0,91,10.9,62,7.4,0,0,0,0,401,47.9,0,91,10.9,62,7.4,0,.
"220901162",326,45.7,0,59,8.3,48,6.7,0,0,0,0,326,45.5,0,59,8.2,48,6.7,0,.
"220901163",174,29.9,0,114,19.6,45,7.7,0,0,0,0,174,29.9,0,114,19.6,45,7.7,0,.
"220901164",212,22.4,0,56,5.9,64,6.8,0,0,0,0,212,22.4,0,56,5.9,65,6.9,0,.
"220901165",281,39,0,89,12.4,57,7.9,0,0,0,0,281,39,0,90,12.5,57,7.9,0,.
"220901166",79,26.9,0,38,12.9,16,5.4,0,0,0,0,79,26.9,0,38,12.9,16,5.4,0,.
"220902001",524,19.3,2719,258,9.5,248,9.1,1099,40.4,1995,73.4,524,19.3,2719,258,9.5,248,9.1,1099,40.4
"220902002",198,9.5,2080,267,12.8,174,8.4,1011,48.6,1652,79.4,198,9.5,2080,267,12.8,174,8.4,1011,48.6
"220902010",205,9.7,2104,299,14.2,177,8.4,919,43.7,1465,69.6,205,9.7,2105,299,14.2,178,8.5,919,43.7
"220902012",17,12,142,2,1.4,41,28.9,43,30.3,64,45.1,17,12,142,2,1.4,41,28.9,43,30.3
"220902041",392,40.9,0,52,5.4,94,9.8,0,0,205,21.4,392,40.9,0,52,5.4,94,9.8,0,.
"220902042",204,21.8,0,86,9.2,88,9.4,0,0,327,34.9,204,21.7,0,86,9.2,89,9.5,0,.
"220902043",207,29,0,37,5.2,69,9.7,0,0,194,27.1,207,29,0,37,5.2,69,9.7,0,.
