CAMPUS,CPETBILC,CPETBILP,CPETG9XC,CPETGIFC,CPETGIFP,CPETSPEC,CPETSPEP,CPETVHSC,CPETVHSP,CPETVOCC,CPETVOCP,CPNTBILC,CPNTBILP,CPNTG9XC,CPNTGIFC,CPNTGIFP,CPNTSPEC,CPNTSPEP,CPNTVHSC,CPNTVHSP
"014906105",157,21.1,0,10,1.3,93,12.5,0,0,0,0,157,21.1,0,10,1.3,93,12.5,0,.
"014906108",21,2.5,0,29,3.5,103,12.5,0,0,0,0,21,2.5,0,29,3.5,103,12.5,0,.
"014906109",405,50.8,0,11,1.4,72,9,0,0,0,0,405,50.8,0,11,1.4,72,9,0,.
"014906110",264,39.9,0,11,1.7,94,14.2,0,0,0,0,264,39.9,0,11,1.7,94,14.2,0,.
"014906111",24,5.9,0,3,0.7,67,16.4,0,0,0,0,24,5.8,0,3,0.7,69,16.8,0,.
"014906112",60,11.4,0,1,0.2,67,12.7,0,0,0,0,60,11.4,0,1,0.2,67,12.7,0,.
"014906113",34,7,0,8,1.6,69,14.2,0,0,0,0,34,7,0,8,1.6,69,14.2,0,.
"014906115",30,4.8,0,37,5.9,73,11.6,0,0,0,0,30,4.8,0,37,5.9,73,11.6,0,.
"014906116",25,4.8,0,8,1.5,51,9.7,0,0,0,0,25,4.8,0,8,1.5,51,9.7,0,.
"014906119",24,3.7,0,10,1.5,82,12.7,0,0,0,0,24,3.7,0,10,1.5,82,12.7,0,.
"014906120",73,7.5,0,29,3,106,10.9,0,0,0,0,73,7.5,0,29,3,107,11,0,.
"014906121",59,6.2,0,44,4.6,130,13.6,0,0,0,0,59,6.1,0,44,4.6,137,14.2,0,.
"014906122",102,10.9,0,17,1.8,155,16.6,0,0,0,0,102,10.9,0,17,1.8,156,16.7,0,.
"014906123",35,5,0,25,3.6,68,9.7,0,0,0,0,35,5,0,25,3.6,71,10.1,0,.
"014906124",58,8.3,0,12,1.7,70,10,0,0,0,0,58,8.3,0,12,1.7,71,10.2,0,.
"014906125",34,5.2,0,22,3.4,110,16.8,0,0,0,0,34,5.2,0,22,3.3,111,16.9,0,.
"014906126",57,9.6,0,17,2.9,74,12.5,0,0,0,0,57,9.6,0,17,2.9,74,12.5,0,.
"014906127",507,57.9,0,9,1,146,16.7,0,0,0,0,507,57.8,0,9,1,147,16.8,0,.
"014906128",35,5.5,0,18,2.8,89,13.9,0,0,0,0,35,5.5,0,18,2.8,89,13.9,0,.
"014906129",55,8.3,0,14,2.1,89,13.5,0,0,0,0,55,8.3,0,14,2.1,90,13.6,0,.
"014906130",55,7.2,0,17,2.2,80,10.5,0,0,0,0,55,7.2,0,17,2.2,81,10.6,0,.
"014906131",47,5.6,0,21,2.5,130,15.5,0,0,0,0,47,5.6,0,21,2.5,130,15.5,0,.
"014906132",50,6.8,0,12,1.6,84,11.5,0,0,0,0,50,6.8,0,12,1.6,84,11.5,0,.
"014906133",42,4.6,0,31,3.4,99,11,0,0,0,0,42,4.6,0,31,3.4,103,11.3,0,.
"014906135",51,5.3,0,55,5.7,122,12.7,0,0,0,0,51,5.3,0,55,5.7,131,13.5,0,.
"014906136",60,5.4,0,23,2.1,128,11.5,0,0,0,0,60,5.4,0,23,2.1,132,11.8,0,.
"014906137",53,8.3,0,8,1.2,109,17,0,0,0,0,54,8.4,0,8,1.2,114,17.6,0,.
"014906138",52,5.2,0,13,1.3,80,8,0,0,0,0,52,5.1,0,13,1.3,84,8.3,0,.
"014906139",100,7.9,0,33,2.6,109,8.6,0,0,0,0,100,7.9,0,33,2.6,116,9.1,0,.
"014906140",51,5,0,26,2.6,119,11.7,0,0,0,0,51,5,0,26,2.5,123,12.1,0,.
"014906141",53,7,0,10,1.3,101,13.3,0,0,0,0,53,7,0,10,1.3,101,13.3,0,.
"014907001",6,2.1,282,34,12.1,23,8.2,181,64.2,266,94.3,6,2.1,282,34,12.1,23,8.2,181,64.2
"014907041",13,6.2,0,26,12.4,24,11.4,0,0,104,49.5,13,6.2,0,26,12.4,24,11.4,0,.
"014907043",0,0,3,1,33.3,0,0,2,66.7,2,66.7,0,0,3,1,33.3,0,0,2,66.7
"014907102",29,7.8,0,20,5.4,27,7.3,0,0,0,0,29,7.8,0,20,5.4,27,7.3,0,.
"014908001",25,3.9,641,55,8.6,48,7.5,270,42.1,523,81.6,25,3.9,643,55,8.6,49,7.6,270,42
"014908005",0,0,1,0,0,1,100,0,0,0,0,0,0,1,0,0,1,100,0,0
"014908042",19,4,0,41,8.6,37,7.8,0,0,112,23.5,19,4,0,41,8.6,38,7.9,0,.
"014908102",70,7.3,0,46,4.8,85,8.8,0,0,0,0,70,7.3,0,46,4.8,87,9,0,.
"014909002",195,8.9,2185,183,8.4,281,12.9,1668,76.3,2029,92.9,195,8.9,2185,183,8.4,281,12.9,1668,76.3
"014909005",1,1.7,49,0,0,17,29.3,3,6.1,19,32.8,1,1.7,50,0,0,17,28.8,3,6
"014909006",2,28.6,5,0,0,0,0,2,40,2,28.6,2,28.6,5,0,0,0,0,2,40
"014909008",3,3.4,87,0,0,8,9.2,24,27.6,42,48.3,4,3.5,114,0,0,11,9.6,28,24.6
"014909041",54,9.3,0,30,5.2,80,13.8,0,0,83,14.4,54,9.3,0,30,5.2,80,13.8,0,.
"014909042",118,17.5,0,54,8,111,16.4,0,0,94,13.9,118,17.5,0,54,8,111,16.4,0,.
"014909044",72,10.2,0,61,8.6,114,16.1,0,0,113,16,73,10.3,0,61,8.6,114,16.1,0,.
"014909101",90,19.7,0,0,0,40,8.8,0,0,0,0,90,19.4,0,0,0,43,9.3,0,.
"014909102",15,4.7,0,17,5.3,49,15.3,0,0,0,0,15,4.7,0,17,5.3,50,15.5,0,.
"014909107",25,4.3,0,30,5.2,79,13.6,0,0,0,0,25,4.3,0,30,5.2,80,13.8,0,.
"014909110",19,3.9,0,30,6.1,63,12.9,0,0,0,0,19,3.9,0,30,6.1,67,13.6,0,.
"014909111",230,32.1,0,24,3.4,65,9.1,0,0,0,0,230,32,0,24,3.3,67,9.3,0,.
"014909114",8,1.7,0,18,3.9,67,14.6,0,0,0,0,8,1.7,0,18,3.9,69,15,0,.
"014909116",21,4.5,0,17,3.6,59,12.6,0,0,0,0,21,4.5,0,17,3.6,62,13.2,0,.
"014909117",12,2.6,0,56,12.1,49,10.6,0,0,0,0,12,2.6,0,56,12.1,49,10.6,0,.
"014909118",251,59.9,0,20,4.8,44,10.5,0,0,0,0,251,59.8,0,20,4.8,45,10.7,0,.
"014909198",1,100,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,.
"014910001",13,2.8,457,47,10.3,57,12.5,206,45.1,340,74.4,13,2.8,457,47,10.3,57,12.5,206,45.1
"014910041",11,3,0,32,8.8,51,14,0,0,67,18.4,11,3,0,32,8.8,51,14,0,.
"014910101",25,5.4,0,3,0.6,65,14.1,0,0,0,0,25,5.4,0,3,0.6,65,14.1,0,.
"014910103",22,7.8,0,0,0,38,13.5,0,0,0,0,22,7.7,0,0,0,42,14.7,0,.
"015801001",0,0,144,0,0,23,16,77,53.5,99,68.8,0,0,146,0,0,23,15.8,77,52.7
"015801002",0,0,37,0,0,2,5.4,37,100,37,100,0,0,37,0,0,2,5.4,37,100
"015801003",3,7.5,40,0,0,4,10,40,100,40,100,3,7.5,40,0,0,4,10,40,100
"015802001",184,21.2,86,18,2.1,64,7.4,86,100,86,9.9,184,21.2,86,18,2.1,64,7.4,86,100
"015802004",15,13.6,16,0,0,20,18.2,16,100,59,53.6,15,13.6,16,0,0,20,18.2,16,100
"015805001",14,7.1,196,0,0,5,2.6,0,0,12,6.1,14,7.1,196,0,0,5,2.6,0,0
"015805041",60,14.8,0,0,0,31,7.7,0,0,0,0,60,14.8,0,0,0,31,7.7,0,.
"015806003",5,5.1,98,0,0,9,9.2,47,48,98,100,5,5.1,98,0,0,9,9.2,47,48
"015806041",12,20.7,0,0,0,5,8.6,0,0,58,100,12,20.7,0,0,0,5,8.6,0,.
"015806101",70,36.3,0,0,0,14,7.3,0,0,0,0,70,36.3,0,0,0,14,7.3,0,.
"015806106",8,6.5,0,0,0,10,8.1,0,0,0,0,8,6.5,0,0,0,10,8.1,0,.
"015807001",5,4.8,0,5,4.8,7,6.7,0,0,0,0,5,4.8,0,5,4.8,7,6.7,0,.
"015807002",9,4.2,51,5,2.3,27,12.6,39,76.5,91,42.5,9,4.2,51,5,2.3,27,12.6,39,76.5
"015807004",37,14.1,152,14,5.3,0,0,98,64.5,180,68.4,37,14.1,152,14,5.3,0,0,98,64.5
"015807005",7,6.2,71,5,4.4,23,20.4,56,78.9,113,100,7,6.2,71,5,4.4,23,20.4,56,78.9
"015807101",13,39.4,0,2,6.1,0,0,0,0,0,0,13,39.4,0,2,6.1,0,0,0,.
"015807102",4,1.6,0,17,7,0,0,0,0,15,6.2,4,1.6,0,17,7,0,0,0,.
"015808001",3,2.2,96,0,0,69,51.5,0,0,0,0,3,2.2,96,0,0,69,51.5,0,0
"015808003",4,7,47,0,0,13,22.8,0,0,0,0,4,7,47,0,0,13,22.8,0,0
"015808007",6,10.7,37,0,0,29,51.8,4,10.8,4,7.1,6,10.7,37,0,0,29,51.8,4,10.8
"015808009",0,0,127,0,0,58,15.5,0,0,108,28.9,0,0,127,0,0,58,15.5,0,0
"015808010",0,0,72,0,0,39,33.9,0,0,6,5.2,0,0,72,0,0,39,33.9,0,0
"015808011",0,0,15,0,0,12,37.5,0,0,0,0,0,0,15,0,0,12,37.5,0,0
"015808012",1,2,1,0,0,2,4.1,0,0,1,2,1,2,1,0,0,2,4.1,0,0
"015808014",0,0,20,0,0,3,13,0,0,0,0,0,0,20,0,0,3,13,0,0
"015809101",86,24.2,0,0,0,33,9.3,0,0,0,0,86,24.2,0,0,0,33,9.3,0,.
"015814001",6,3.9,154,0,0,21,13.6,0,0,20,13,6,3.9,154,0,0,21,13.6,0,0
"015815001",12,6.1,0,5,2.6,25,12.8,0,0,0,0,12,6.1,0,5,2.6,25,12.8,0,.
"015815041",96,59.6,161,0,0,9,5.6,133,82.6,161,100,96,59.6,161,0,0,9,5.6,133,82.6
"015815042",154,62.3,0,13,5.3,9,3.6,0,0,125,50.6,154,62.3,0,13,5.3,9,3.6,0,.
"015815101",4,10.8,0,2,5.4,3,8.1,0,0,13,35.1,4,10.8,0,2,5.4,3,8.1,0,.
"015815104",1,5,0,0,0,1,5,0,0,0,0,1,5,0,0,0,1,5,0,.
"015822001",124,11.2,300,108,9.7,91,8.2,17,5.7,422,38.1,124,11.2,300,108,9.7,91,8.2,17,5.7
"015822002",119,11.9,0,34,3.4,81,8.1,0,0,66,6.6,119,11.9,0,34,3.4,81,8.1,0,.
"015822004",110,16.6,95,18,2.7,67,10.1,38,40,175,26.4,110,16.6,95,18,2.7,67,10.1,38,40
"015822005",17,5.3,0,26,8.1,28,8.7,0,0,54,16.8,17,5.3,0,26,8.1,28,8.7,0,.
"015822006",11,3.6,0,8,2.6,35,11.4,0,0,31,10.1,11,3.6,0,8,2.6,35,11.4,0,.
"015822007",247,69.4,0,37,10.4,15,4.2,0,0,0,0,247,69.4,0,37,10.4,15,4.2,0,.
"015822008",82,17.6,0,38,8.2,35,7.5,0,0,50,10.8,82,17.6,0,38,8.2,35,7.5,0,.
"015822009",107,14.8,37,56,7.8,60,8.3,8,21.6,122,16.9,107,14.8,37,56,7.8,60,8.3,8,21.6
"015822010",452,41.9,302,123,11.4,61,5.7,75,24.8,395,36.6,452,41.9,302,123,11.4,61,5.7,75,24.8
"015822011",101,54.3,0,3,1.6,7,3.8,0,0,0,0,101,54.3,0,3,1.6,7,3.8,0,.
"015822012",22,10.5,0,1,0.5,14,6.7,0,0,0,0,22,10.5,0,1,0.5,14,6.7,0,.
"015822013",9,9.5,0,0,0,4,4.2,0,0,42,44.2,9,9.5,0,0,0,4,4.2,0,.
"015822014",7,20.6,0,0,0,3,8.8,0,0,0,0,7,20.6,0,0,0,3,8.8,0,.
"015825001",46,22.1,0,17,8.2,23,11.1,0,0,0,0,46,22.1,0,17,8.2,23,11.1,0,.
"015825101",41,32.5,0,1,0.8,0,0,0,0,0,0,41,32.5,0,1,0.8,0,0,0,.
"015827001",45,9.8,308,62,13.5,37,8.1,245,79.5,321,70.1,45,9.8,308,62,13.5,37,8.1,245,79.5
"015827002",26,5.9,0,45,10.3,57,13,0,0,0,0,26,5.9,0,45,10.3,57,13,0,.
"015827003",136,23.1,0,51,8.7,37,6.3,0,0,42,7.1,136,23.1,0,51,8.7,37,6.3,0,.
"015827004",179,38.3,0,16,3.4,44,9.4,0,0,0,0,179,38.3,0,16,3.4,44,9.4,0,.
"015827005",45,15.6,0,9,3.1,14,4.8,0,0,12,4.2,45,15.6,0,9,3.1,14,4.8,0,.
"015828001",99,13.3,395,76,10.2,91,12.2,382,96.7,510,68.3,99,13.2,398,76,10.1,91,12.1,385,96.7
"015828002",71,13.5,0,51,9.7,68,12.9,0,0,0,0,71,13.5,0,51,9.7,68,12.9,0,.
"015828003",306,48.1,0,74,11.6,51,8,0,0,0,0,306,48.1,0,74,11.6,51,8,0,.
"015828004",325,50.5,0,37,5.8,45,7,0,0,0,0,325,50.5,0,37,5.8,45,7,0,.
"015828005",237,50.3,0,26,5.5,40,8.5,0,0,0,0,237,50.3,0,26,5.5,40,8.5,0,.
"015828006",82,18.2,0,19,4.2,53,11.8,0,0,0,0,82,18.2,0,19,4.2,53,11.8,0,.
"015828007",161,34,244,37,7.8,43,9.1,244,100,244,51.5,161,34,244,37,7.8,43,9.1,244,100
"015828008",177,35.4,500,68,13.6,33,6.6,496,99.2,500,100,178,35.5,502,68,13.5,33,6.6,498,99.2
"015830001",107,7,445,116,7.6,192,12.5,182,40.9,443,29,107,7,445,116,7.6,192,12.5,182,40.9
"015830101",77,5.2,257,101,6.9,209,14.2,141,54.9,440,30,77,5.2,257,101,6.9,209,14.2,141,54.9
"015830102",6,8,0,13,17.3,7,9.3,0,0,0,0,6,8,0,13,17.3,7,9.3,0,.
"015830103",23,9.8,0,17,7.3,14,6,0,0,0,0,23,9.8,0,17,7.3,14,6,0,.
"015831001",103,16.4,0,80,12.8,57,9.1,0,0,0,0,103,16.4,0,80,12.8,57,9.1,0,.
"015831002",95,7.6,183,111,8.9,140,11.2,182,99.5,329,26.4,95,7.6,183,111,8.9,140,11.2,182,99.5
"015831003",107,28,0,41,10.7,27,7.1,0,0,0,0,107,28,0,41,10.7,27,7.1,0,.
"015831004",40,9.5,0,43,10.3,31,7.4,0,0,0,0,40,9.5,0,43,10.3,31,7.4,0,.
"015831005",158,28.1,0,22,3.9,25,4.4,0,0,0,0,158,28.1,0,22,3.9,25,4.4,0,.
"015831006",12,10.6,0,2,1.8,4,3.5,0,0,0,0,12,10.6,0,2,1.8,4,3.5,0,.
"015833001",0,0,114,0,0,11,9.6,0,0,99,86.8,0,0,114,0,0,11,9.6,0,0
"015834001",55,5.2,360,0,0,10,1,0,0,129,12.3,55,5.2,360,0,0,10,1,0,0
"015834002",94,12.3,0,0,0,20,2.6,0,0,0,0,94,12.3,0,0,0,20,2.6,0,.
"015834101",198,25.8,0,0,0,23,3,0,0,0,0,198,25.8,0,0,0,23,3,0,.
"015835001",18,3.9,0,0,0,46,9.9,0,0,0,0,18,3.9,0,0,0,46,9.9,0,.
"015835002",21,4.2,222,0,0,42,8.3,0,0,45,8.9,21,4.2,222,0,0,42,8.3,0,0
"015835003",26,2,215,0,0,86,6.5,0,0,0,0,26,2,215,0,0,86,6.5,0,0
"015835004",106,14,0,0,0,34,4.5,0,0,0,0,106,14,0,0,0,34,4.5,0,.
"015835005",45,6.4,0,0,0,48,6.8,0,0,0,0,45,6.4,0,0,0,48,6.8,0,.
"015835006",60,9.7,0,0,0,32,5.2,0,0,0,0,60,9.7,0,0,0,32,5.2,0,.
"015835007",30,6.4,143,0,0,34,7.2,0,0,0,0,30,6.4,143,0,0,34,7.2,0,0
"015836001",21,5,0,0,0,33,7.8,0,0,0,0,21,5,0,0,0,33,7.8,0,.
"015838001",15,4.1,76,0,0,39,10.6,8,10.5,279,75.6,15,4.1,76,0,0,39,10.6,8,10.5
"015901001",62,3.7,1659,401,24.2,137,8.3,133,8,782,47.1,62,3.7,1664,401,24.1,141,8.5,133,8
"015901002",0,0,2,0,0,1,33.3,0,0,0,0,0,0,2,0,0,1,33.3,0,0
"015901041",122,11,0,323,29.1,89,8,0,0,0,0,122,11,0,323,29.1,89,8,0,.
"015901101",133,16.1,0,174,21.1,81,9.8,0,0,0,0,133,16.1,0,174,21.1,81,9.8,0,.
"015901102",54,12.9,0,0,0,64,15.3,0,0,0,0,54,12.2,0,0,0,73,16.6,0,.
"015901104",123,13.7,0,139,15.5,73,8.1,0,0,0,0,123,13.7,0,139,15.5,73,8.1,0,.
"015904001",247,14,1761,108,6.1,196,11.1,1351,76.7,1580,89.7,247,14,1761,108,6.1,196,11.1,1351,76.7
"015904002",120,7.7,1555,140,9,199,12.8,1207,77.6,1400,90,120,7.7,1555,140,9,199,12.8,1207,77.6
"015904003",1,6.7,15,0,0,0,0,4,26.7,7,46.7,1,6.7,15,0,0,0,0,4,26.7
"015904004",30,19,158,1,0.6,18,11.4,37,23.4,76,48.1,33,19.9,166,1,0.6,18,10.8,39,23.5
"015904007",1,7.7,13,0,0,0,0,4,30.8,4,30.8,1,7.7,13,0,0,0,0,4,30.8
"015904010",1,9.1,11,0,0,11,100,4,36.4,6,54.5,1,9.1,11,0,0,11,100,4,36.4
"015904011",14,3.8,371,88,23.7,4,1.1,371,100,371,100,14,3.8,371,88,23.7,4,1.1,371,100
"015904041",112,13.4,0,65,7.8,84,10,0,0,320,38.2,112,13.4,0,65,7.8,84,10,0,.
"015904042",242,31.1,0,47,6,81,10.4,0,0,359,46.1,242,31.1,0,47,6,81,10.4,0,.
"015904043",141,18.7,0,51,6.8,83,11,0,0,454,60.2,141,18.7,0,51,6.8,83,11,0,.
"015904044",99,15.3,0,65,10,96,14.8,0,0,326,50.4,99,15.3,0,65,10,96,14.8,0,.
"015904045",1,4,0,0,0,5,20,0,0,0,0,1,4,0,0,0,5,20,0,.
"015904047",0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,1,100,0,.
"015904048",5,19.2,0,0,0,2,7.7,0,0,10,38.5,5,19.2,0,0,0,2,7.7,0,.
"015904101",134,27.9,0,40,8.3,56,11.7,0,0,0,0,134,27.9,0,40,8.3,56,11.7,0,.
"015904102",155,28.4,0,47,8.6,55,10.1,0,0,0,0,155,28.4,0,47,8.6,55,10.1,0,.
"015904103",103,21.9,0,30,6.4,42,8.9,0,0,0,0,103,21.9,0,30,6.4,42,8.9,0,.
"015904104",148,40.2,0,36,9.8,51,13.9,0,0,0,0,148,40.2,0,36,9.8,51,13.9,0,.
"015904105",197,29.9,0,25,3.8,80,12.1,0,0,0,0,197,29.8,0,25,3.8,81,12.3,0,.
"015904106",205,30.8,0,21,3.2,59,8.9,0,0,0,0,205,30.8,0,21,3.2,59,8.9,0,.
"015904107",200,36,0,42,7.6,70,12.6,0,0,0,0,200,36,0,42,7.6,70,12.6,0,.
"015904108",76,11.5,0,51,7.7,65,9.8,0,0,0,0,76,11.5,0,51,7.7,66,10,0,.
"015904109",134,30.3,0,24,5.4,40,9,0,0,0,0,134,30.3,0,24,5.4,40,9,0,.
"015904110",85,21.4,0,21,5.3,48,12.1,0,0,0,0,85,21.3,0,21,5.3,49,12.3,0,.
"015904113",120,28.4,0,33,7.8,42,9.9,0,0,0,0,120,28.4,0,33,7.8,42,9.9,0,.
"015904114",90,20.3,0,30,6.8,51,11.5,0,0,0,0,90,20.3,0,30,6.8,52,11.7,0,.
"015904115",0,0,23,0,0,25,100,0,0,0,0,0,0,23,0,0,25,100,0,0
"015904116",125,22.2,0,18,3.2,47,8.3,0,0,0,0,125,22.2,0,18,3.2,47,8.3,0,.
"015904117",1,50,0,1,50,1,50,0,0,0,0,1,50,0,1,50,1,50,0,.
"015905002",144,13.4,1076,75,7,130,12.1,562,52.2,845,78.5,144,13.4,1076,75,7,130,12.1,562,52.2
"015905003",208,17.8,1166,94,8.1,156,13.4,706,60.5,875,75,208,17.8,1166,94,8.1,156,13.4,706,60.5
"015905010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.
"015905015",45,20.3,222,19,8.6,24,10.8,139,62.6,162,73,45,20.3,222,19,8.6,24,10.8,139,62.6
"015905041",100,14.8,0,54,8,85,12.6,0,0,426,62.9,100,14.7,0,54,8,86,12.7,0,.
"015905042",2,10.5,10,0,0,5,26.3,4,40,4,21.1,2,10.5,10,0,0,5,26.3,4,40
"015905044",156,23.7,0,49,7.5,76,11.6,0,0,198,30.1,156,23.7,0,49,7.4,77,11.7,0,.
"015905046",189,26.9,0,57,8.1,72,10.2,0,0,132,18.8,189,26.9,0,57,8.1,72,10.2,0,.
"015905104",158,31.9,0,22,4.4,47,9.5,0,0,0,0,158,31.8,0,22,4.4,47,9.5,0,.
"015905106",55,13.7,0,12,3,39,9.7,0,0,0,0,55,13.7,0,12,3,39,9.7,0,.
"015905108",54,16.9,0,7,2.2,28,8.8,0,0,0,0,54,16.9,0,7,2.2,28,8.8,0,.
"015905109",109,24.3,0,26,5.8,46,10.2,0,0,0,0,109,24.3,0,26,5.8,46,10.2,0,.
"015905110",82,20.6,0,32,8,64,16.1,0,0,0,0,82,20.6,0,32,8,64,16.1,0,.
"015905112",169,30.8,0,20,3.6,59,10.7,0,0,0,0,169,30.8,0,20,3.6,59,10.7,0,.
"015905113",91,23.5,0,9,2.3,54,14,0,0,0,0,91,23.5,0,9,2.3,54,14,0,.
"015905114",105,21.8,0,17,3.5,47,9.8,0,0,0,0,105,21.8,0,17,3.5,47,9.8,0,.
"015905116",97,21.7,0,23,5.1,53,11.8,0,0,0,0,97,21.6,0,23,5.1,55,12.2,0,.
"015905117",119,24.6,0,13,2.7,44,9.1,0,0,0,0,119,24.6,0,13,2.7,44,9.1,0,.
"015905118",89,26.3,0,0,0,42,12.4,0,0,0,0,89,26.3,0,0,0,42,12.4,0,.
"015905125",76,19.5,0,0,0,44,11.3,0,0,0,0,76,19.4,0,0,0,45,11.5,0,.
"015905126",0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,1,50,0,.
"015905140",27,21.8,0,0,0,7,5.6,0,0,0,0,27,21.8,0,0,0,7,5.6,0,.
"015905141",10,10.8,0,0,0,2,2.2,0,0,0,0,10,10.8,0,0,0,2,2.2,0,.
"015906001",1,0.2,476,57,12,28,5.9,183,38.4,335,70.4,1,0.2,476,57,12,28,5.9,183,38.4
"015906041",1,0.3,0,55,15.5,35,9.9,0,0,0,0,1,0.3,0,55,15.5,35,9.9,0,.
"015906101",1,0.2,0,36,6,65,10.9,0,0,0,0,1,0.2,0,36,6,65,10.9,0,.
"015907001",274,17.6,1560,140,9,166,10.6,526,33.7,1221,78.3,274,17.6,1560,140,9,166,10.6,526,33.7
"015907002",181,14.5,1244,107,8.6,157,12.6,403,32.4,935,75.2,181,14.5,1244,107,8.6,157,12.6,403,32.4
"015907003",293,19.5,1504,79,5.3,210,14,743,49.4,1334,88.7,293,19.5,1504,79,5.3,210,14,743,49.4
"015907004",38,8.7,436,49,11.2,28,6.4,233,53.4,429,98.4,38,8.7,436,49,11.2,28,6.4,233,53.4
"015907005",203,13.4,1512,79,5.2,197,13,786,52,1372,90.7,203,13.4,1512,79,5.2,197,13,786,52
"015907006",73,8.5,854,34,4,162,19,330,38.6,741,86.8,74,8.6,862,34,3.9,162,18.8,330,38.3
"015907007",229,13.9,1647,139,8.4,235,14.3,621,37.7,1354,82.2,229,13.9,1647,139,8.4,235,14.3,621,37.7
"015907008",296,20.5,1443,63,4.4,201,13.9,713,49.4,1326,91.9,296,20.5,1443,63,4.4,201,13.9,713,49.4
"015907010",10,8.8,65,6,5.3,22,19.5,11,16.9,11,9.7,10,8.8,65,6,5.3,22,19.5,11,16.9
"015907020",2,33.3,6,0,0,1,16.7,1,16.7,1,16.7,2,33.3,6,0,0,1,16.7,1,16.7
"015907022",0,0,399,95,23.8,3,0.8,19,4.8,121,30.3,0,0,399,95,23.8,3,0.8,19,4.8
"015907023",8,1.5,219,226,43,0,0,0,0,69,13.1,8,1.5,219,226,43,0,0,0,0
"015907024",40,11.1,361,2,0.6,18,5,82,22.7,126,34.9,40,11.1,361,2,0.6,18,5,82,22.7
"015907025",18,5.8,309,36,11.7,8,2.6,22,7.1,121,39.2,18,5.8,309,36,11.7,8,2.6,22,7.1
"015907026",48,5.4,138,271,30.3,83,9.3,1,0.7,77,8.6,48,5.4,138,271,30.3,83,9.3,1,0.7
"015907027",17,4.5,380,21,5.5,34,8.9,293,77.1,379,99.7,17,4.5,380,21,5.5,34,8.9,293,77.1
"015907028",15,14.4,104,13,12.5,3,2.9,0,0,104,100,15,14.4,104,13,12.5,3,2.9,0,0
"015907030",25,12.3,204,1,0.5,36,17.6,5,2.5,49,24,25,12.3,204,1,0.5,36,17.6,5,2.5
"015907043",76,12.1,0,27,4.3,97,15.4,0,0,165,26.2,76,12.1,0,27,4.3,97,15.4,0,.
"015907047",190,23.7,0,106,13.2,117,14.6,0,0,120,15,190,23.7,0,106,13.2,117,14.6,0,.
"015907050",149,17.1,0,84,9.6,167,19.2,0,0,107,12.3,149,17.1,0,84,9.6,167,19.2,0,.
"015907051",50,16.1,0,18,5.8,65,20.9,0,0,89,28.6,50,16.1,0,18,5.8,65,20.9,0,.
"015907054",58,21.5,0,28,10.4,41,15.2,0,0,1,0.4,58,21.5,0,28,10.4,41,15.2,0,.
"015907055",88,15.7,0,59,10.5,80,14.3,0,0,124,22.1,88,15.7,0,59,10.5,80,14.3,0,.
"015907057",40,10.7,0,24,6.4,64,17.1,0,0,112,29.9,40,10.6,0,24,6.3,67,17.7,0,.
"015907059",239,31.9,0,80,10.7,89,11.9,0,0,132,17.6,239,31.8,0,80,10.7,90,12,0,.
"015907061",69,17.1,0,33,8.2,65,16.1,0,0,143,35.4,69,17.1,0,33,8.2,65,16.1,0,.
"015907064",1,4.8,17,0,0,21,100,0,0,2,9.5,1,4.8,17,0,0,21,100,0,0
"015907101",262,43.8,0,13,2.2,73,12.2,0,0,0,0,262,43.7,0,13,2.2,74,12.4,0,.
"015907103",150,25.7,0,19,3.3,84,14.4,0,0,0,0,150,25.7,0,19,3.3,84,14.4,0,.
"015907105",10,2.5,0,18,4.4,49,12.1,0,0,0,0,10,2.5,0,18,4.4,49,12.1,0,.
"015907106",139,31.3,0,19,4.3,46,10.4,0,0,0,0,139,31.3,0,19,4.3,46,10.4,0,.
"015907107",473,73.2,0,92,14.2,41,6.3,0,0,0,0,473,73.1,0,92,14.2,42,6.5,0,.
"015907110",96,14.8,0,14,2.2,66,10.2,0,0,0,0,96,14.8,0,14,2.2,66,10.2,0,.
"015907112",134,30.1,0,22,4.9,35,7.9,0,0,0,0,134,30.1,0,22,4.9,35,7.9,0,.
"015907114",0,0,0,8,2.2,52,14.2,0,0,0,0,0,0,0,8,2.2,52,14.2,0,.
"015907116",155,30.9,0,27,5.4,38,7.6,0,0,0,0,155,30.9,0,27,5.4,38,7.6,0,.
"015907117",155,32.4,0,25,5.2,54,11.3,0,0,0,0,155,32.3,0,25,5.2,56,11.7,0,.
"015907118",232,32.1,0,18,2.5,109,15.1,0,0,0,0,232,32,0,18,2.5,110,15.2,0,.
"015907119",62,15.9,0,33,8.5,52,13.4,0,0,0,0,62,15.9,0,33,8.5,52,13.4,0,.
"015907120",0,0,0,1,0.6,6,3.8,0,0,0,0,0,0,0,1,0.6,6,3.8,0,.
"015907121",197,33.6,0,28,4.8,70,11.9,0,0,0,0,197,33.6,0,28,4.8,70,11.9,0,.
"015907123",114,23.8,0,29,6.1,59,12.3,0,0,0,0,114,23.7,0,29,6,62,12.9,0,.
