CAMPUS,CAMPNAME,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLRTF,DISTNAME,DISTRICT
"220920001","BREWER H S"," ","N","N","N","N","N","N","N","N","WHITE SETTLEMENT ISD","220920"
"220920004","TARRANT CO J J A E P"," ","N","N","N","N","N","Y","Y","N","WHITE SETTLEMENT ISD","220920"
"220920041","BREWER MIDDLE"," ","N","N","N","N","N","N","N","N","WHITE SETTLEMENT ISD","220920"
"220920101","LIBERTY EL"," ","N","N","N","N","N","N","N","N","WHITE SETTLEMENT ISD","220920"
"220920102","NORTH EL"," ","N","N","N","N","N","N","N","N","WHITE SETTLEMENT ISD","220920"
"220920103","WEST EL"," ","N","N","N","N","N","N","N","N","WHITE SETTLEMENT ISD","220920"
"220920104","BLUE HAZE EL"," ","N","N","N","N","N","N","N","N","WHITE SETTLEMENT ISD","220920"
"220920105","TANNAHILL INT"," ","N","N","N","N","N","N","N","N","WHITE SETTLEMENT ISD","220920"
"220920106","FINE ARTS ACADEMY"," ","N","N","N","N","N","N","N","N","WHITE SETTLEMENT ISD","220920"
"221801005","VISTA ACADEMY OF HUNTSVILLE"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801011","AMARILLO COLLEGIATE ACADEMY"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801014","COPPELL CLASSICAL ACADEMY"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801020","CORINTH CLASSICAL UPPER SCHOOL"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801022","RESPONSIVE EDUCATION VIRTUAL LEARN"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801023","CARROLLTON CLASSICAL ACADEMY"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801025","VISTA ACADEMY OF WILLIS"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801026","VISTA ACADEMY OF GARLAND"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801027","ISCHOOL HIGH - LEWISVILLE"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801033","VISTA ACADEMY OF JASPER"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801034","STEM ACADEMY - LEWISVILLE"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801039","CLAY CLASSICAL ACADEMY"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801040","THE FOUNDATION SCHOOL FOR AUTISM"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801043","FOUNDERS CLASSICAL ACADEMY"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801044","VISTA ACADEMY OF EDINBURG"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801045","VISTA ACADEMY OF CROCKETT"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801046","TYLER CLASSICAL ACADEMY"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801048","VISTA ACADEMY OF AUSTIN-MUELLER"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801050","VISTA ACADEMY OF THE WOODLANDS"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801051","ISCHOOL HIGH AT UNIVERSITY PARK"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801052","VISTA ACADEMY OF BEAUMONT"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801053","QUEST MIDDLE OF COPPELL"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801055","VISTA ACADEMY OF PASADENA"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801056","ISCHOOL HIGH AT THE WOODLANDS"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801057","VISTA ACADEMY OF HUMBLE"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801058","FOUNDERS CLASSICAL ACADEMY OF LEAN"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801059","RICHARDSON CLASSICAL ACADEMY"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801060","DENTON CLASSICAL ACADEMY"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801061","FOUNDERS CLASSICAL ACADEMY OF MESQ"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801062","MAINLAND PREPARATORY ACADEMY"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801063","FOUNDERS CLASSICAL ACADEMY OF FLOW"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801064","CORINTH CLASSICAL ACADEMY"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801065","FALLBROOK ACADEMY"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801066","FOUNDERS CLASSICAL ACADEMY OF SCHE"," ","N","N","Y","N","N","N","N","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801067","CLASSICAL ACADEMY - PERMIAN BASIN"," ","N","N","Y","N","N","N","Y","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221801068","FOUNDERS CLASSICAL ACADEMY - FRISC"," ","N","N","Y","N","N","N","Y","N","TEXAS COLLEGE PREPARATORY ACADEMIE","221801"
"221901001","ABILENE H S"," ","N","N","N","N","N","N","N","N","ABILENE ISD","221901"
"221901002","COOPER H S"," ","N","N","N","N","N","N","N","N","ABILENE ISD","221901"
"221901003","WOODSON CENTER FOR EXCELLENCE","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","ABILENE ISD","221901"
"221901006","DAEP"," ","N","N","N","Y","N","N","N","N","ABILENE ISD","221901"
"221901007","TAYLOR COUNTY LEARNING CENTER"," ","N","N","N","N","N","Y","N","N","ABILENE ISD","221901"
"221901008","JUVENILE DETENTION CENTER"," ","N","N","N","N","N","N","N","Y","ABILENE ISD","221901"
"221901010","ACADEMY FOR TECHNOLOGY ENGINEERING"," ","N","N","N","N","N","N","N","N","ABILENE ISD","221901"
"221901044","MADISON MIDDLE"," ","N","N","N","N","N","N","N","N","ABILENE ISD","221901"
"221901045","MANN MIDDLE"," ","N","N","N","N","N","N","N","N","ABILENE ISD","221901"
"221901047","CLACK MIDDLE"," ","N","N","N","N","N","N","N","N","ABILENE ISD","221901"
"221901048","CRAIG MIDDLE"," ","N","N","N","N","N","N","N","N","ABILENE ISD","221901"
"221901102","AUSTIN EL"," ","N","N","N","N","N","N","N","N","ABILENE ISD","221901"
"221901103","BONHAM EL"," ","N","N","N","N","N","N","N","N","ABILENE ISD","221901"
"221901104","BOWIE EL"," ","N","N","N","N","N","N","N","N","ABILENE ISD","221901"
"221901108","DYESS EL"," ","N","N","N","N","N","N","N","N","ABILENE ISD","221901"
"221901112","JACKSON EL"," ","N","N","N","N","N","N","N","N","ABILENE ISD","221901"
"221901113","JOHNSTON EL"," ","N","N","N","N","N","N","N","N","ABILENE ISD","221901"
"221901116","LEE EL"," ","N","N","N","N","N","N","N","N","ABILENE ISD","221901"
"221901120","REAGAN EL"," ","N","N","N","N","N","N","N","N","ABILENE ISD","221901"
"221901121","TAYLOR EL"," ","N","N","N","N","N","N","N","N","ABILENE ISD","221901"
"221901142","OCEANS BEHAVIORAL HEALTH"," ","N","N","N","N","N","N","N","Y","ABILENE ISD","221901"
"221901150","WARD EL"," ","N","N","N","N","N","N","N","N","ABILENE ISD","221901"
"221901151","THOMAS EL"," ","N","N","N","N","N","N","N","N","ABILENE ISD","221901"
"221901152","ORTIZ EL"," ","N","N","N","N","N","N","N","N","ABILENE ISD","221901"
"221901153","BASSETTI EL"," ","N","N","N","N","N","N","N","N","ABILENE ISD","221901"
"221901155","MARTINEZ EL"," ","N","N","N","N","N","N","N","N","ABILENE ISD","221901"
"221901156","LONG EARLY LEARNING CENTER"," ","N","N","N","N","Y","N","N","N","ABILENE ISD","221901"
"221901208","DAY NURSERY OF ABILENE"," ","N","N","N","N","Y","N","N","N","ABILENE ISD","221901"
"221904001","MERKEL H S"," ","N","N","N","N","N","N","N","N","MERKEL ISD","221904"
"221904041","MERKEL MIDDLE"," ","N","N","N","N","N","N","N","N","MERKEL ISD","221904"
"221904102","MERKEL EL"," ","N","N","N","N","N","N","N","N","MERKEL ISD","221904"
"221905001","TRENT INDEPENDENT SCHOOL DISTRICT"," ","N","N","N","N","N","N","N","N","TRENT ISD","221905"
"221911001","JIM NED H S"," ","N","N","N","N","N","N","N","N","JIM NED CISD","221911"
"221911041","JIM NED MIDDLE"," ","N","N","N","N","N","N","N","N","JIM NED CISD","221911"
"221911101","LAWN EL"," ","N","N","N","N","N","N","N","N","JIM NED CISD","221911"
"221911102","BUFFALO GAP EL"," ","N","N","N","N","N","N","N","N","JIM NED CISD","221911"
"221912001","WYLIE H S"," ","N","N","N","N","N","N","N","N","WYLIE ISD","221912"
"221912041","WYLIE J H"," ","N","N","N","N","N","N","N","N","WYLIE ISD","221912"
"221912101","WYLIE EL"," ","N","N","N","N","N","N","N","N","WYLIE ISD","221912"
"221912103","WYLIE INT"," ","N","N","N","N","N","N","N","N","WYLIE ISD","221912"
"221912106","WYLIE EARLY CHILDHOOD CTR"," ","N","N","N","N","Y","N","N","N","WYLIE ISD","221912"
"221912107","WYLIE MIDDLE"," ","N","N","N","N","N","N","N","N","WYLIE ISD","221912"
"221912108","WYLIE EAST EL"," ","N","N","N","N","N","N","Y","N","WYLIE ISD","221912"
"222901001","SANDERSON SCHOOLS"," ","N","N","N","N","N","N","N","N","TERRELL COUNTY ISD","222901"
"223901001","BROWNFIELD H S"," ","N","N","N","N","N","N","N","N","BROWNFIELD ISD","223901"
"223901005","BROWNFIELD EDUCATION CENTER","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","BROWNFIELD ISD","223901"
"223901041","BROWNFIELD MIDDLE"," ","N","N","N","N","N","N","N","N","BROWNFIELD ISD","223901"
"223901101","COLONIAL HEIGHTS EL"," ","N","N","N","N","N","N","N","N","BROWNFIELD ISD","223901"
"223901102","OAK GROVE EL"," ","N","N","N","N","N","N","N","N","BROWNFIELD ISD","223901"
"223901103","BRIGHT BEGINNINGS ACADEMIC CENTER"," ","N","N","N","N","Y","N","N","N","BROWNFIELD ISD","223901"
"223902001","MEADOW SCHOOL"," ","N","N","N","N","N","N","N","N","MEADOW ISD","223902"
"223904001","WELLMAN-UNION SCHOOL"," ","N","N","N","N","N","N","N","N","WELLMAN-UNION CISD","223904"
"224901001","THROCKMORTON COLLEGIATE ISD"," ","N","N","N","N","N","N","N","N","THROCKMORTON COLLEGIATE ISD","224901"
"224902001","WOODSON SCHOOL"," ","N","N","N","N","N","N","N","N","WOODSON ISD","224902"
"225902001","MOUNT PLEASANT H S"," ","N","N","N","N","N","N","N","N","MOUNT PLEASANT ISD","225902"
"225902003","MOUNT PLEASANT DAEP"," ","N","N","N","Y","N","N","N","N","MOUNT PLEASANT ISD","225902"
"225902041","MOUNT PLEASANT J H"," ","N","N","N","N","N","N","N","N","MOUNT PLEASANT ISD","225902"
"225902042","P E WALLACE MIDDLE"," ","N","N","N","N","N","N","N","N","MOUNT PLEASANT ISD","225902"
"225902101","FRANCES CORPREW EL"," ","N","N","N","N","N","N","N","N","MOUNT PLEASANT ISD","225902"
"225902102","ANNIE SIMS EL"," ","N","N","N","N","N","N","N","N","MOUNT PLEASANT ISD","225902"
"225902103","E C BRICE EL"," ","N","N","N","N","N","N","N","N","MOUNT PLEASANT ISD","225902"
"225902104","VIVIAN FOWLER EL"," ","N","N","N","N","N","N","N","N","MOUNT PLEASANT ISD","225902"
"225902105","CHILD DEVELOPMENT CENTER"," ","N","N","N","N","Y","N","N","N","MOUNT PLEASANT ISD","225902"
"225906001","CHAPEL HILL H S"," ","N","N","N","N","N","N","N","N","CHAPEL HILL ISD","225906"
"225906041","CHAPEL HILL J H"," ","N","N","N","N","N","N","N","N","CHAPEL HILL ISD","225906"
"225906101","CHAPEL HILL EL"," ","N","N","N","N","N","N","N","N","CHAPEL HILL ISD","225906"
"225907101","HARTS BLUFF EL"," ","N","N","N","N","N","N","N","N","HARTS BLUFF ISD","225907"
"226801001","TLC ACADEMY"," ","N","N","Y","N","N","N","N","N","TEXAS LEADERSHIP","226801"
"226801002","TEXAS LEADERSHIP OF MIDLAND"," ","N","N","Y","N","N","N","N","N","TEXAS LEADERSHIP","226801"
"226801003","TEXAS LEADERSHIP OF ARLINGTON"," ","N","N","Y","N","N","N","N","N","TEXAS LEADERSHIP","226801"
"226801004","TEXAS LEADERSHIP OF ABILENE"," ","N","N","Y","N","N","N","N","N","TEXAS LEADERSHIP","226801"
"226901001","CHRISTOVAL H S"," ","N","N","N","N","N","N","N","N","CHRISTOVAL ISD","226901"
"226901002","FAIRVIEW ACCELERATED","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","CHRISTOVAL ISD","226901"
"226901005","FAIRVIEW DAEP"," ","N","N","N","Y","N","N","N","N","CHRISTOVAL ISD","226901"
"226901101","CHRISTOVAL EL"," ","N","N","N","N","N","N","N","N","CHRISTOVAL ISD","226901"
"226901102","VERIBEST PPCD"," ","N","N","N","N","Y","N","Y","N","CHRISTOVAL ISD","226901"
"226903001","CENTRAL H S"," ","N","N","N","N","N","N","N","N","SAN ANGELO ISD","226903"
"226903002","LAKE VIEW H S"," ","N","N","N","N","N","N","N","N","SAN ANGELO ISD","226903"
"226903038","CARVER ALTER LRN CTR"," ","N","N","N","Y","N","N","N","N","SAN ANGELO ISD","226903"
"226903042","GLENN MIDDLE"," ","N","N","N","N","N","N","N","N","SAN ANGELO ISD","226903"
"226903043","LEE MIDDLE"," ","N","N","N","N","N","N","N","N","SAN ANGELO ISD","226903"
"226903045","LINCOLN MIDDLE"," ","N","N","N","N","N","N","N","N","SAN ANGELO ISD","226903"
"226903101","ALTA LOMA EL"," ","N","N","N","N","N","N","N","N","SAN ANGELO ISD","226903"
"226903102","AUSTIN EL"," ","N","N","N","N","N","N","N","N","SAN ANGELO ISD","226903"
"226903103","BELAIRE EL"," ","N","N","N","N","N","N","N","N","SAN ANGELO ISD","226903"
"226903104","BLACKSHEAR HEAD START"," ","N","N","N","N","Y","N","N","N","SAN ANGELO ISD","226903"
"226903105","BOWIE EL"," ","N","N","N","N","N","N","N","N","SAN ANGELO ISD","226903"
"226903106","BRADFORD EL"," ","N","N","N","N","N","N","N","N","SAN ANGELO ISD","226903"
"226903108","CROCKETT EL"," ","N","N","N","N","N","N","N","N","SAN ANGELO ISD","226903"
"226903110","FANNIN EL"," ","N","N","N","N","N","N","N","N","SAN ANGELO ISD","226903"
"226903111","FT CONCHO EL"," ","N","N","N","N","N","N","N","N","SAN ANGELO ISD","226903"
"226903112","GLENMORE EL"," ","N","N","N","N","N","N","N","N","SAN ANGELO ISD","226903"
"226903113","GOLIAD EL"," ","N","N","N","N","N","N","N","N","SAN ANGELO ISD","226903"
"226903114","HOLIMAN EL"," ","N","N","N","N","N","N","N","N","SAN ANGELO ISD","226903"
"226903115","MCGILL EL"," ","N","N","N","N","N","N","N","N","SAN ANGELO ISD","226903"
"226903116","REAGAN EL"," ","N","N","N","N","N","N","N","N","SAN ANGELO ISD","226903"
"226903117","RIO VISTA HEAD START"," ","N","N","N","N","Y","N","N","N","SAN ANGELO ISD","226903"
"226903119","SAN JACINTO EL"," ","N","N","N","N","N","N","N","N","SAN ANGELO ISD","226903"
"226903120","SANTA RITA EL"," ","N","N","N","N","N","N","N","N","SAN ANGELO ISD","226903"
"226903122","BONHAM EL"," ","N","N","N","N","N","N","N","N","SAN ANGELO ISD","226903"
"226903123","LAMAR EL"," ","N","N","N","N","N","N","N","N","SAN ANGELO ISD","226903"
"226905001","WATER VALLEY H S"," ","N","N","N","N","N","N","N","N","WATER VALLEY ISD","226905"
"226905003","FAIRVIEW AEP"," ","N","N","N","N","N","N","Y","N","WATER VALLEY ISD","226905"
"226905007","WATER VALLEY / VERIBEST SPECIAL PR"," ","N","N","N","N","Y","N","N","N","WATER VALLEY ISD","226905"
"226905101","WATER VALLEY EL"," ","N","N","N","N","N","N","N","N","WATER VALLEY ISD","226905"
"226905180","WALL SPECIAL PROGRAMS"," ","N","N","N","N","N","N","Y","N","WATER VALLEY ISD","226905"
"226905195","FAIRVIEW SPECIAL PROGRAMS"," ","N","N","N","N","N","N","N","N","WATER VALLEY ISD","226905"
"226905202","SAN ANGELO STATE SCHOOL"," ","N","N","N","N","N","N","N","Y","WATER VALLEY ISD","226905"
"226906001","WALL H S"," ","N","N","N","N","N","N","N","N","WALL ISD","226906"
"226906002","FAIRVIEW ACCELERATED"," ","N","N","N","N","N","N","N","N","WALL ISD","226906"
"226906005","FAIRVIEW ACCELERATED DAEP"," ","N","N","N","Y","N","N","Y","N","WALL ISD","226906"
"226906041","WALL MIDDLE"," ","N","N","N","N","N","N","N","N","WALL ISD","226906"
"226906101","WALL EL"," ","N","N","N","N","N","N","N","N","WALL ISD","226906"
"226906191","WALL PPCD"," ","N","N","N","N","Y","N","Y","N","WALL ISD","226906"
"226907001","GRAPE CREEK H S"," ","N","N","N","N","N","N","N","N","GRAPE CREEK ISD","226907"
"226907002","FAIRVIEW ACCELERATED","AEC OF CHOICE - DRS","Y","Y","N","N","N","N","N","N","GRAPE CREEK ISD","226907"
"226907005","FAIRVIEW DAEP"," ","N","N","N","Y","N","N","Y","N","GRAPE CREEK ISD","226907"
"226907041","GRAPE CREEK MIDDLE"," ","N","N","N","N","N","N","N","N","GRAPE CREEK ISD","226907"
"226907101","GRAPE CREEK INT"," ","N","N","N","N","N","N","N","N","GRAPE CREEK ISD","226907"
"226907104","GRAPE CREEK PRI"," ","N","N","N","N","N","N","N","N","GRAPE CREEK ISD","226907"
"226908001","VERIBEST H S"," ","N","N","N","N","N","N","N","N","VERIBEST ISD","226908"
"226908002","FAIRVIEW ACCELERATED"," ","N","N","N","N","N","N","N","N","VERIBEST ISD","226908"
"226908005","VERIBEST DAEP"," ","N","N","N","Y","N","N","Y","N","VERIBEST ISD","226908"
"226908101","VERIBEST EL"," ","N","N","N","N","N","N","N","N","VERIBEST ISD","226908"
"227803001","WAYSIDE SCI-TECH MIDDLE AND H S"," ","N","N","Y","N","N","N","N","N","WAYSIDE SCHOOLS","227803"
"227803101","WAYSIDE EDEN PARK ACADEMY"," ","N","N","Y","N","N","N","N","N","WAYSIDE SCHOOLS","227803"
"227803102","WAYSIDE REAL LEARNING ACADEMY"," ","N","N","Y","N","N","N","N","N","WAYSIDE SCHOOLS","227803"
"227803103","WAYSIDE ALTAMIRA ACADEMY"," ","N","N","Y","N","N","N","N","N","WAYSIDE SCHOOLS","227803"
"227804101","NYOS CHARTER SCHOOL"," ","N","N","Y","N","N","N","N","N","NYOS CHARTER SCHOOL","227804"
"227804102","NYOS - MAGNOLIA MCCULLOUGH CAMPUS"," ","N","N","Y","N","N","N","N","N","NYOS CHARTER SCHOOL","227804"
"227805041","TEXAS EMPOWERMENT ACADEMY"," ","N","N","Y","N","N","N","N","N","TEXAS EMPOWERMENT ACADEMY","227805"
"227805101","TEXAS EMPOWERMENT ACADEMY EL"," ","N","N","Y","N","N","N","N","N","TEXAS EMPOWERMENT ACADEMY","227805"
"227806005","SETTLEMENT HOME","RESIDENTIAL FACILITY","N","Y","Y","N","N","N","N","Y","UNIVERSITY OF TEXAS UNIVERSITY CHA","227806"
"227806009","PATHFINDER CAMP","RESIDENTIAL FACILITY","N","Y","Y","N","N","N","N","Y","UNIVERSITY OF TEXAS UNIVERSITY CHA","227806"
"227806015","GEORGE M KOZMETSKY SCHOOL"," ","N","N","Y","N","N","N","N","Y","UNIVERSITY OF TEXAS UNIVERSITY CHA","227806"
"227806017","ANNUNCIATION MATERNITY HOME","RESIDENTIAL FACILITY","N","Y","Y","N","N","N","N","Y","UNIVERSITY OF TEXAS UNIVERSITY CHA","227806"
"227806023","PATHWAYS 3H CAMPUS","RESIDENTIAL FACILITY","N","Y","Y","N","N","N","N","Y","UNIVERSITY OF TEXAS UNIVERSITY CHA","227806"
"227806024","TNC CAMPUS (TEXAS NEUROREHABILITAT","RESIDENTIAL FACILITY","N","Y","Y","N","N","N","N","Y","UNIVERSITY OF TEXAS UNIVERSITY CHA","227806"
"227806025","METHODIST CHILDREN'S HOME","RESIDENTIAL FACILITY","N","Y","Y","N","N","N","N","Y","UNIVERSITY OF TEXAS UNIVERSITY CHA","227806"
"227806029","DEPELCHIN-RICHMOND"," ","N","N","Y","N","N","N","N","Y","UNIVERSITY OF TEXAS UNIVERSITY CHA","227806"
"227806030","LAUREL RIDGE","RESIDENTIAL FACILITY","N","Y","Y","N","N","N","N","Y","UNIVERSITY OF TEXAS UNIVERSITY CHA","227806"
"227806031","OLYMPIA HILLS"," ","N","N","Y","N","N","N","N","N","UNIVERSITY OF TEXAS UNIVERSITY CHA","227806"
"227806032","HELPING HAND"," ","N","N","Y","N","N","N","N","Y","UNIVERSITY OF TEXAS UNIVERSITY CHA","227806"
"227806034","UT - UNIVERSITY CHARTER SCHOOL AT"," ","N","N","Y","N","N","N","N","N","UNIVERSITY OF TEXAS UNIVERSITY CHA","227806"
"227806037","SHRINERS HOSPITALS FOR CHILDREN"," ","N","N","Y","N","N","N","N","Y","UNIVERSITY OF TEXAS UNIVERSITY CHA","227806"
"227806040","AUSTIN OAKS"," ","N","N","Y","N","N","N","N","Y","UNIVERSITY OF TEXAS UNIVERSITY CHA","227806"
"227806041","UNLIMITED VISIONS AFTERCARE","RESIDENTIAL FACILITY","N","Y","Y","N","N","N","N","Y","UNIVERSITY OF TEXAS UNIVERSITY CHA","227806"
"227806043","UNIVERSITY H S","AEC OF CHOICE - DRS","Y","Y","Y","N","N","N","N","N","UNIVERSITY OF TEXAS UNIVERSITY CHA","227806"
"227806044","GEORGETOWN BEHAVIORAL HEALTH INSTI"," ","N","N","Y","N","N","N","N","N","UNIVERSITY OF TEXAS UNIVERSITY CHA","227806"
"227806045","CEDAR CREST","RESIDENTIAL FACILITY","N","Y","Y","N","N","N","N","Y","UNIVERSITY OF TEXAS UNIVERSITY CHA","227806"
"227806046","SETON HOME","RESIDENTIAL FACILITY","N","Y","Y","N","N","N","N","Y","UNIVERSITY OF TEXAS UNIVERSITY CHA","227806"
"227806049","MUNDAY","RESIDENTIAL FACILITY","N","Y","Y","N","N","N","N","Y","UNIVERSITY OF TEXAS UNIVERSITY CHA","227806"
"227806051","THE REFUGE","RESIDENTIAL FACILITY","N","Y","Y","N","N","N","Y","Y","UNIVERSITY OF TEXAS UNIVERSITY CHA","227806"
"227806052","SJRC TEXAS","RESIDENTIAL FACILITY","N","Y","Y","N","N","N","Y","Y","UNIVERSITY OF TEXAS UNIVERSITY CHA","227806"
"227814001","CHAPARRAL STAR ACADEMY"," ","N","N","Y","N","N","N","N","N","CHAPARRAL STAR ACADEMY","227814"
"227816001","HARMONY SCIENCE ACADEMY - AUSTIN"," ","N","N","Y","N","N","N","N","N","HARMONY SCIENCE ACADEMY (AUSTIN)","227816"
"227816002","HARMONY SCIENCE ACADEMY-PFLUGERVIL"," ","N","N","Y","N","N","N","N","N","HARMONY SCIENCE ACADEMY (AUSTIN)","227816"
"227816003","HARMONY SCHOOL OF SCIENCE - AUSTIN"," ","N","N","Y","N","N","N","N","N","HARMONY SCIENCE ACADEMY (AUSTIN)","227816"
"227816004","HARMONY SCHOOL OF ENDEAVOR AUSTIN"," ","N","N","Y","N","N","N","N","N","HARMONY SCIENCE ACADEMY (AUSTIN)","227816"
"227816005","HARMONY SCHOOL OF INNOVATION - AUS"," ","N","N","Y","N","N","N","N","N","HARMONY SCIENCE ACADEMY (AUSTIN)","227816"
"227816006","HARMONY SCIENCE ACADEMY - CEDAR PA"," ","N","N","Y","N","N","N","N","N","HARMONY SCIENCE ACADEMY (AUSTIN)","227816"
"227816101","HARMONY SCHOOL OF EXCELLENCE - AUS"," ","N","N","Y","N","N","N","N","N","HARMONY SCIENCE ACADEMY (AUSTIN)","227816"
"227817001","CEDARS ACADEMY NEXT GENERATION H S"," ","N","N","Y","N","N","N","N","N","CEDARS INTERNATIONAL ACADEMY","227817"
"227817101","CEDARS INTERNATIONAL ACADEMY"," ","N","N","Y","N","N","N","N","N","CEDARS INTERNATIONAL ACADEMY","227817"
"227819101","UNIVERSITY OF TEXAS EL CHARTER SCH"," ","N","N","Y","N","N","N","N","N","UNIVERSITY OF TEXAS ELEMENTARY CHA","227819"
"227820001","KIPP AUSTIN COLLEGIATE"," ","N","N","Y","N","N","N","N","N","KIPP TEXAS PUBLIC SCHOOLS","227820"
"227820002","KIPP AUSTIN BRAVE"," ","N","N","Y","N","N","N","N","N","KIPP TEXAS PUBLIC SCHOOLS","227820"
"227820013","KIPP HOUSTON H S"," ","N","N","Y","N","N","N","Y","N","KIPP TEXAS PUBLIC SCHOOLS","227820"
"227820014","KIPP GENERATIONS COLLEGIATE"," ","N","N","Y","N","N","N","Y","N","KIPP TEXAS PUBLIC SCHOOLS","227820"
"227820015","KIPP NORTHEAST COLLEGE PREPARATORY"," ","N","N","Y","N","N","N","Y","N","KIPP TEXAS PUBLIC SCHOOLS","227820"
"227820016","KIPP SUNNYSIDE H S"," ","N","N","Y","N","N","N","Y","N","KIPP TEXAS PUBLIC SCHOOLS","227820"
"227820017","KIPP CONNECT H S"," ","N","N","Y","N","N","N","Y","N","KIPP TEXAS PUBLIC SCHOOLS","227820"
"227820020","KIPP UNIVERSITY PREP H S"," ","N","N","Y","N","N","N","Y","N","KIPP TEXAS PUBLIC SCHOOLS","227820"
"227820030","KIPP OAK CLIFF ACADEMY"," ","N","N","Y","N","N","N","Y","N","KIPP TEXAS PUBLIC SCHOOLS","227820"
"227820041","KIPP AUSTIN COLLEGE PREP"," ","N","N","Y","N","N","N","N","N","KIPP TEXAS PUBLIC SCHOOLS","227820"
"227820042","KIPP AUSTIN ACADEMY OF ARTS & LETT"," ","N","N","Y","N","N","N","N","N","KIPP TEXAS PUBLIC SCHOOLS","227820"
"227820043","KIPP AUSTIN BEACON PREP"," ","N","N","Y","N","N","N","N","N","KIPP TEXAS PUBLIC SCHOOLS","227820"
"227820044","KIPP AUSTIN VISTA MIDDLE SCHOOLS"," ","N","N","Y","N","N","N","N","N","KIPP TEXAS PUBLIC SCHOOLS","227820"
"227820050","KIPP ACADEMY MIDDLE"," ","N","N","Y","N","N","N","Y","N","KIPP TEXAS PUBLIC SCHOOLS","227820"
