CAMPUS,CAMPNAME,CFLALTED,CFLCHART,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE
"095905044","ESTACADO MIDDLE","N","N","PLAINVIEW ISD","095905","06 - 08","M"
"095905102","COLLEGE HILL EL","N","N","PLAINVIEW ISD","095905","PK - 05","E"
"095905103","EDGEMERE EL","N","N","PLAINVIEW ISD","095905","PK - 05","E"
"095905105","HIGHLAND EL","N","N","PLAINVIEW ISD","095905","PK - 05","E"
"095905106","HILLCREST EL","N","N","PLAINVIEW ISD","095905","PK - 05","E"
"095905108","LA MESA EL","N","N","PLAINVIEW ISD","095905","EE - 05","E"
"095905109","THUNDERBIRD EL","N","N","PLAINVIEW ISD","095905","PK - 05","E"
"096904001","MEMPHIS H S","N","N","MEMPHIS ISD","096904","09 - 12","S"
"096904041","MEMPHIS MIDDLE","N","N","MEMPHIS ISD","096904","06 - 08","M"
"096904101","AUSTIN EL","N","N","MEMPHIS ISD","096904","01 - 05","E"
"096904103","TRAVIS EL","N","N","MEMPHIS ISD","096904","EE - KG","E"
"096905001","VALLEY SCHOOL","N","N","TURKEY-QUITAQUE ISD","096905","PK - 12","B"
"097902001","HAMILTON H S","N","N","HAMILTON ISD","097902","09 - 12","S"
"097902041","HAMILTON J H","N","N","HAMILTON ISD","097902","06 - 08","M"
"097902102","ANN WHITNEY EL","N","N","HAMILTON ISD","097902","EE - 05","E"
"097903001","HICO H S","N","N","HICO ISD","097903","06 - 12","B"
"097903101","HICO EL","N","N","HICO ISD","097903","PK - 05","E"
"098901001","GRUVER H S","N","N","GRUVER ISD","098901","09 - 12","S"
"098901041","GRUVER J H","N","N","GRUVER ISD","098901","05 - 08","M"
"098901101","GRUVER EL","N","N","GRUVER ISD","098901","EE - 04","E"
"098903101","PRINGLE-MORSE EL-J H","N","N","PRINGLE-MORSE CISD","098903","PK - 08","E"
"098904001","SPEARMAN H S","N","N","SPEARMAN ISD","098904","09 - 12","S"
"098904041","SPEARMAN J H","N","N","SPEARMAN ISD","098904","06 - 08","M"
"098904101","GUS BIRDWELL EL","N","N","SPEARMAN ISD","098904","PK - 05","E"
"099902001","CHILLICOTHE SCHOOL","N","N","CHILLICOTHE ISD","099902","PK - 12","B"
"099903001","QUANAH H S","N","N","QUANAH ISD","099903","09 - 12","S"
"099903041","TRAVIS MIDDLE","N","N","QUANAH ISD","099903","06 - 08","M"
"099903102","REAGAN EL","N","N","QUANAH ISD","099903","EE - 05","E"
"100903002","KOUNTZE H S","N","N","KOUNTZE ISD","100903","09 - 12","S"
"100903003","HARDIN CO ALTER ED","N","N","KOUNTZE ISD","100903","08 - 08","M"
"100903041","KOUNTZE MIDDLE","N","N","KOUNTZE ISD","100903","07 - 08","M"
"100903042","KOUNTZE INT","N","N","KOUNTZE ISD","100903","04 - 06","E"
"100903101","KOUNTZE EL","N","N","KOUNTZE ISD","100903","EE - 03","E"
"100904001","SILSBEE H S","N","N","SILSBEE ISD","100904","09 - 12","S"
"100904002","HARDIN CO ALTER ED","N","N","SILSBEE ISD","100904","08 - 09","M"
"100904041","EDWARDS-JOHNSON MEMORIAL MIDDLE","N","N","SILSBEE ISD","100904","06 - 08","M"
"100904105","LAURA REEVES PRI","N","N","SILSBEE ISD","100904","EE - KG","E"
"100904106","SILSBEE EL","N","N","SILSBEE ISD","100904","01 - 05","E"
"100905001","HARDIN-JEFFERSON H S","N","N","HARDIN-JEFFERSON ISD","100905","09 - 12","S"
"100905041","HENDERSON MIDDLE","N","N","HARDIN-JEFFERSON ISD","100905","06 - 08","M"
"100905102","CHINA EL","N","N","HARDIN-JEFFERSON ISD","100905","EE - 05","E"
"100905105","SOUR LAKE EL","N","N","HARDIN-JEFFERSON ISD","100905","PK - 05","E"
"100907001","LUMBERTON H S","N","N","LUMBERTON ISD","100907","09 - 12","S"
"100907041","LUMBERTON MIDDLE","N","N","LUMBERTON ISD","100907","07 - 08","M"
"100907101","LUMBERTON PRI","N","N","LUMBERTON ISD","100907","01 - 03","E"
"100907102","LUMBERTON EARLY CHILDHOOD SCH","N","N","LUMBERTON ISD","100907","EE - KG","E"
"100907103","LUMBERTON INT","N","N","LUMBERTON ISD","100907","04 - 06","E"
"100908001","WEST HARDIN H S","N","N","WEST HARDIN COUNTY CISD","100908","07 - 12","S"
"100908003","HARDIN CO ALTERNATIVE AEP","Y","N","WEST HARDIN COUNTY CISD","100908","11 - 11","S"
"100908101","WEST HARDIN EL","N","N","WEST HARDIN COUNTY CISD","100908","EE - 06","E"
"101802041","SER-NINOS CHARTER MIDDLE","N","Y","SER-NINOS CHARTER SCHOOL","101802","06 - 08","M"
"101802101","SER-NINOS CHARTER EL","N","Y","SER-NINOS CHARTER SCHOOL","101802","PK - 05","E"
"101802102","SER-NINOS CHARTER EL II","N","Y","SER-NINOS CHARTER SCHOOL","101802","PK - 05","E"
"101803001","ARISTOI CLASSICAL UPPER SCHOOL","N","Y","ARISTOI CLASSICAL ACADEMY","101803","05 - 12","B"
"101803041","ARISTOI CLASSICAL ACADEMY","N","Y","ARISTOI CLASSICAL ACADEMY","101803","KG - 04","E"
"101804001","GEORGE I SANCHEZ CHARTER","Y","Y","GEORGE I SANCHEZ CHARTER","101804","PK - 12","B"
"101804004","GEORGE I SANCHEZ NORTH","Y","Y","GEORGE I SANCHEZ CHARTER","101804","06 - 10","B"
"101806001","HOUSTON T-STEM AND EARLY COLLEGE H","N","Y","RAUL YZAGUIRRE SCHOOLS FOR SUCCESS","101806","09 - 12","S"
"101806042","HOUSTON STEM AND EARLY COLLEGE MID","N","Y","RAUL YZAGUIRRE SCHOOLS FOR SUCCESS","101806","06 - 08","M"
"101806101","BROWNSVILLE RAUL YZAGUIRRE STEM SC","N","Y","RAUL YZAGUIRRE SCHOOLS FOR SUCCESS","101806","PK - 08","E"
"101806102","ELITE STEM PRI ACADEMY","N","Y","RAUL YZAGUIRRE SCHOOLS FOR SUCCESS","101806","KG - 05","E"
"101807101","UNIV OF HOUSTON CHARTER SCH-TECH","N","Y","UNIVERSITY OF HOUSTON CHARTER SCHO","101807","KG - 05","E"
"101810002","ACADEMY OF ACCELERATED LEARNING","N","Y","ACADEMY OF ACCELERATED LEARNING IN","101810","PK - 06","E"
"101811001","HARRIS COUNTY JUVENILE DETENTION C","Y","Y","EXCEL ACADEMY","101811","07 - 11","S"
"101811004","HARRIS COUNTY YOUTH VILLAGE","Y","Y","EXCEL ACADEMY","101811","07 - 12","S"
"101811006","LEADERSHIP ACADEMY","Y","Y","EXCEL ACADEMY","101811","06 - 12","B"
"101811008","EXCEL ACADEMY EDUCATION TRANSITION","Y","Y","EXCEL ACADEMY","101811","07 - 12","S"
"101814101","VARNETT CHARTER SCHOOL","N","Y","THE VARNETT PUBLIC SCHOOL","101814","PK - 08","E"
"101814102","THE VARNETT SCHOOL - NORTHEAST","N","Y","THE VARNETT PUBLIC SCHOOL","101814","PK - 08","E"
"101814103","THE VARNETT SCHOOL - EAST","N","Y","THE VARNETT PUBLIC SCHOOL","101814","PK - 06","E"
"101814104","THE VARNETT SCHOOL SOUTHEAST","N","Y","THE VARNETT PUBLIC SCHOOL","101814","PK - 08","E"
"101815101","ALIEF MONTESSORI COMMUNITY SCHOOL","N","Y","ALIEF MONTESSORI COMMUNITY SCHOOL","101815","PK - 08","E"
"101819001","AMIGOS POR VIDA-FRIENDS FOR LIFE C","N","Y","AMIGOS POR VIDA-FRIENDS FOR LIFE P","101819","PK - 08","E"
"101821001","HOUSTON HEIGHTS CHARTER SCHOOL","Y","Y","HOUSTON HEIGHTS HIGH SCHOOL","101821","09 - 12","S"
"101828001","HOUSTON GATEWAY ACADEMY - CORAL CA","N","Y","HOUSTON GATEWAY ACADEMY INC","101828","PK - 12","B"
"101828002","HOUSTON GATEWAY ACADEMY INC ELITE","N","Y","HOUSTON GATEWAY ACADEMY INC","101828","PK - 08","E"
"101828101","HOUSTON GATEWAY ACADEMY","N","Y","HOUSTON GATEWAY ACADEMY INC","101828","PK - 08","E"
"101837001","CALVIN NELMS H S","N","Y","CALVIN NELMS CHARTER SCHOOLS","101837","09 - 12","S"
"101837041","CALVIN NELMS MIDDLE","N","Y","CALVIN NELMS CHARTER SCHOOLS","101837","06 - 08","M"
"101838001","EMPOWERMENT H S","Y","Y","SOUTHWEST SCHOOL","101838","09 - 12","S"
"101838004","PHOENIX SCHOOL AT SOUTHWEST SCHOOL","Y","Y","SOUTHWEST SCHOOL","101838","KG - 12","B"
"101838041","DISCOVERY MIDDLE","Y","Y","SOUTHWEST SCHOOL","101838","06 - 08","M"
"101838101","YOUNG LEARNERS","N","Y","SOUTHWEST SCHOOL","101838","PK - PK","E"
"101838102","SOUTHWEST SCHOOLS BISSONNET EL CAM","N","Y","SOUTHWEST SCHOOL","101838","PK - 05","E"
"101838104","SOUTHWEST SCHOOLS MANGUM EL CAMPUS","N","Y","SOUTHWEST SCHOOL","101838","KG - 05","E"
"101840101","TWO DIMENSIONS PREPARATORY ACADEMY","N","Y","TWO DIMENSIONS PREPARATORY ACADEMY","101840","PK - 05","E"
"101840102","TWO DIMENSIONS AT CORSICANA","N","Y","TWO DIMENSIONS PREPARATORY ACADEMY","101840","PK - KG","E"
"101840103","TWO DIMENSIONS/VICKERY","N","Y","TWO DIMENSIONS PREPARATORY ACADEMY","101840","PK - 05","E"
"101842001","COMQUEST ACADEMY","Y","Y","COMQUEST ACADEMY","101842","01 - 12","B"
"101845001","YES PREP - SOUTHEAST","N","Y","YES PREP PUBLIC SCHOOLS INC","101845","06 - 12","B"
"101845002","YES PREP - SOUTHWEST","N","Y","YES PREP PUBLIC SCHOOLS INC","101845","06 - 12","B"
"101845003","YES PREP - EAST END","N","Y","YES PREP PUBLIC SCHOOLS INC","101845","06 - 12","B"
"101845004","YES PREP - GULFTON","N","Y","YES PREP PUBLIC SCHOOLS INC","101845","06 - 12","B"
"101845005","YES PREP - WEST","N","Y","YES PREP PUBLIC SCHOOLS INC","101845","06 - 12","B"
"101845006","YES PREP - BRAYS OAKS","N","Y","YES PREP PUBLIC SCHOOLS INC","101845","06 - 12","B"
"101845007","YES PREP - NORTHSIDE","N","Y","YES PREP PUBLIC SCHOOLS INC","101845","06 - 12","B"
"101845008","YES PREP - 5TH WARD","N","Y","YES PREP PUBLIC SCHOOLS INC","101845","06 - 12","B"
"101845009","YES PREP - WHITE OAK","N","Y","YES PREP PUBLIC SCHOOLS INC","101845","06 - 12","B"
"101845010","YES PREP NORTH FOREST","N","Y","YES PREP PUBLIC SCHOOLS INC","101845","06 - 12","B"
"101845011","YES PREP - SOUTHSIDE","N","Y","YES PREP PUBLIC SCHOOLS INC","101845","06 - 10","B"
"101845012","YES PREP - NORTHLINE","N","Y","YES PREP PUBLIC SCHOOLS INC","101845","06 - 08","M"
"101845013","YES PREP - NORTHWEST","N","Y","YES PREP PUBLIC SCHOOLS INC","101845","06 - 07","M"
"101845014","YES PREP - HOBBY","N","Y","YES PREP PUBLIC SCHOOLS INC","101845","06 - 06","M"
"101845101","YES PREP - NORTH CENTRAL","N","Y","YES PREP PUBLIC SCHOOLS INC","101845","06 - 12","B"
"101846001","HARMONY SCIENCE ACADEMY-HOUSTON","N","Y","HARMONY SCIENCE ACADEMY","101846","09 - 12","S"
"101846002","HARMONY SCHOOL OF INNOVATION - HOU","N","Y","HARMONY SCIENCE ACADEMY","101846","06 - 08","M"
"101846003","HARMONY SCHOOL OF INGENUITY-HOUSTO","N","Y","HARMONY SCIENCE ACADEMY","101846","06 - 12","B"
"101846005","HARMONY SCHOOL OF SCIENCE-HOUSTON","N","Y","HARMONY SCIENCE ACADEMY","101846","KG - 08","E"
"101846006","HARMONY SCHOOL OF FINE ARTS AND TE","N","Y","HARMONY SCIENCE ACADEMY","101846","KG - 08","E"
"101846102","HARMONY SCHOOL OF EXPLORATION- HOU","N","Y","HARMONY SCIENCE ACADEMY","101846","KG - 05","E"
"101847101","BEATRICE MAYES INSTITUTE CHARTER S","N","Y","BEATRICE MAYES INSTITUTE CHARTER S","101847","KG - 08","E"
"101849101","ACCELERATED INTERDISCIPLINARY ACAD","N","Y","ACCELERATED INTERMEDIATE ACADEMY","101849","PK - 07","E"
"101853042","RIPLEY HOUSE MIDDLE CAMPUS","N","Y","PROMISE COMMUNITY SCHOOL","101853","06 - 08","M"
"101853101","RIPLEY HOUSE CHARTER SCHOOL","N","Y","PROMISE COMMUNITY SCHOOL","101853","PK - 05","E"
"101853104","NCI CHARTER SCHOOL WITHOUT WALLS","N","Y","PROMISE COMMUNITY SCHOOL","101853","PK - PK","E"
"101853106","BAKER-RIPLEY CHARTER SCHOOL","N","Y","PROMISE COMMUNITY SCHOOL","101853","KG - 06","E"
"101855101","MEYERPARK EL","N","Y","MEYERPARK ELEMENTARY","101855","PK - 06","E"
"101856101","DRAW ACADEMY","N","Y","DRAW ACADEMY","101856","PK - 08","E"
"101858001","HARMONY SCHOOL OF EXCELLENCE-HOUST","N","Y","HARMONY SCHOOL OF EXCELLENCE","101858","KG - 08","E"
"101858002","HARMONY SCHOOL OF ENDEAVOR-HOUSTON","N","Y","HARMONY SCHOOL OF EXCELLENCE","101858","KG - 08","E"
"101858003","HARMONY SCIENCE ACADEMY - BRYAN","N","Y","HARMONY SCHOOL OF EXCELLENCE","101858","PK - 08","E"
"101858004","HARMONY SCHOOL OF ADVANCEMENT-HOUS","N","Y","HARMONY SCHOOL OF EXCELLENCE","101858","09 - 12","S"
"101858005","HARMONY SCHOOL OF DISCOVERY - HOUS","N","Y","HARMONY SCHOOL OF EXCELLENCE","101858","06 - 12","B"
"101858006","HARMONY SCHOOL OF TECHNOLOGY-HOUST","N","Y","HARMONY SCHOOL OF EXCELLENCE","101858","06 - 08","M"
"101858007","HARMONY SCHOOL OF ACHIEVEMENT - HO","N","Y","HARMONY SCHOOL OF EXCELLENCE","101858","KG - 05","E"
"101858008","HARMONY SCHOOL OF ENRICHMENT - HOU","N","Y","HARMONY SCHOOL OF EXCELLENCE","101858","KG - 05","E"
"101858009","HARMONY SCIENCE ACADEMY - CYPRESS","N","Y","HARMONY SCHOOL OF EXCELLENCE","101858","KG - 05","E"
"101859101","STEP CHARTER EL","N","Y","STEP CHARTER SCHOOL","101859","KG - 08","E"
"101859102","STEP CHARTER II","N","Y","STEP CHARTER SCHOOL","101859","KG - 06","E"
"101861103","THE RHODES SCHOOL - SOUTHEAST","N","Y","THE RHODES SCHOOL","101861","PK - 05","E"
"101861104","THE RHODES SCHOOL - NW","N","Y","THE RHODES SCHOOL","101861","KG - 05","E"
"101861105","THE RHODES SCHOOL - HUMBLE","N","Y","THE RHODES SCHOOL","101861","PK - 08","E"
"101862001","HARMONY SCIENCE ACADEMY-SUGAR LAND","N","Y","HARMONY SCHOOL OF SCIENCE - HOUSTO","101862","KG - 05","E"
"101862002","HARMONY SCHOOL OF INNOVATION-SUGAR","N","Y","HARMONY SCHOOL OF SCIENCE - HOUSTO","101862","09 - 12","S"
"101862003","HARMONY SCIENCE ACADEMY-KATY","N","Y","HARMONY SCHOOL OF SCIENCE - HOUSTO","101862","KG - 05","E"
"101862004","HARMONY SCIENCE ACADEMY- BEAUMONT","N","Y","HARMONY SCHOOL OF SCIENCE - HOUSTO","101862","KG - 12","B"
"101862005","HARMONY SCHOOL OF INNOVATION - KAT","N","Y","HARMONY SCHOOL OF SCIENCE - HOUSTO","101862","06 - 12","B"
"101862006","HARMONY SCHOOL OF EXCELLENCE - SUG","N","Y","HARMONY SCHOOL OF SCIENCE - HOUSTO","101862","06 - 08","M"
"101864041","THE LAWSON ACADEMY","Y","Y","THE LAWSON ACADEMY","101864","06 - 08","M"
"101868001","THE PRO-VISION ACADEMY","Y","Y","THE PRO-VISION ACADEMY","101868","09 - 12","S"
"101868002","PRO-VISION MIDDLE","Y","Y","THE PRO-VISION ACADEMY","101868","03 - 08","E"
"101870001","BETA ACADEMY","N","Y","BETA ACADEMY","101870","PK - 10","B"
"101871102","A+ UNLIMITED POTENTIAL - UNIVERSIT","N","Y","A+ UNLIMITED POTENTIAL","101871","06 - 08","M"
"101872001","ETOILE ACADEMY CHARTER SCHOOL","N","Y","ETOILE ACADEMY CHARTER SCHOOL","101872","05 - 06","M"
"101873001","YELLOWSTONE COLLEGE PREPARATORY","N","Y","YELLOWSTONE COLLEGE PREPARATORY","101873","05 - 09","M"
"101874001","LEGACY SCHOOL OF SPORT SCIENCES","N","Y","LEGACY SCHOOL OF SPORT SCIENCES","101874","06 - 12","B"
"101875001","BLOOM ACADEMY CHARTER SCHOOL","N","Y","BLOOM ACADEMY CHARTER SCHOOL","101875","KG - 01","E"
"101876001","REVE PREPARATORY CHARTER SCHOOL","N","Y","REVE PREPARATORY CHARTER SCHOOL","101876","KG - 01","E"
"101902001","ALDINE H S","N","N","ALDINE ISD","101902","09 - 12","S"
"101902002","CARVER H S FOR APPLIED TECH/ENGINE","N","N","ALDINE ISD","101902","09 - 12","S"
"101902003","MACARTHUR H S","N","N","ALDINE ISD","101902","09 - 12","S"
"101902004","EISENHOWER H S","N","N","ALDINE ISD","101902","09 - 12","S"
"101902005","NIMITZ H S","N","N","ALDINE ISD","101902","09 - 12","S"
"101902008","VICTORY EARLY COLLEGE H S","N","N","ALDINE ISD","101902","09 - 12","S"
"101902012","DAVIS H S ALDINE","N","N","ALDINE ISD","101902","09 - 12","S"
"101902013","HALL CENTER FOR EDUCATION","Y","N","ALDINE ISD","101902","09 - 12","S"
"101902014","BLANSON CTE H S","N","N","ALDINE ISD","101902","09 - 12","S"
"101902015","AVALOS P-TECH SCHOOL","N","N","ALDINE ISD","101902","09 - 09","S"
"101902041","ALDINE MIDDLE","N","N","ALDINE ISD","101902","06 - 08","M"
"101902042","DREW ACADEMY","N","N","ALDINE ISD","101902","07 - 08","M"
"101902043","HAMBRICK MIDDLE","N","N","ALDINE ISD","101902","06 - 08","M"
"101902044","STOVALL MIDDLE","N","N","ALDINE ISD","101902","06 - 08","M"
"101902045","TEAGUE MIDDLE","N","N","ALDINE ISD","101902","06 - 08","M"
"101902046","HOFFMAN MIDDLE","N","N","ALDINE ISD","101902","06 - 08","M"
"101902047","SHOTWELL MIDDLE","N","N","ALDINE ISD","101902","06 - 08","M"
"101902048","GRANTHAM ACADEMY","N","N","ALDINE ISD","101902","06 - 08","M"
"101902051","PLUMMER MIDDLE","N","N","ALDINE ISD","101902","06 - 08","M"
"101902052","LEWIS MIDDLE","N","N","ALDINE ISD","101902","06 - 08","M"
"101902053","GARCIA MIDDLE","N","N","ALDINE ISD","101902","06 - 08","M"
"101902054","JONES MIDDLE","N","N","ALDINE ISD","101902","06 - 08","M"
"101902055","MEAD MIDDLE","N","N","ALDINE ISD","101902","06 - 08","M"
"101902062","HOUSTON ACADEMY","N","N","ALDINE ISD","101902","05 - 06","M"
"101902098","HIGHPOINT","N","N","ALDINE ISD","101902","06 - 10","B"
"101902099","ALDINE J J A E P","N","N","ALDINE ISD","101902","08 - 08","M"
"101902101","ANDERSON ACADEMY","N","N","ALDINE ISD","101902","01 - 04","E"
"101902103","CARROLL EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902104","REECE ACADEMY","N","N","ALDINE ISD","101902","PK - KG","E"
"101902105","FRANCIS EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902106","GOODMAN EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902107","CARTER ACADEMY","N","N","ALDINE ISD","101902","01 - 05","E"
"101902108","LANE SCHOOL","N","N","ALDINE ISD","101902","04 - 12","B"
"101902110","WORSHAM EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902111","OLESON EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902112","ORANGE GROVE EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902113","RAYMOND EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902114","SMITH EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902115","ODOM EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902116","JOHNSON EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902117","THOMPSON EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902118","SAMMONS EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902119","STEPHENS EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902121","ERMEL EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902122","CARMICHAEL EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902123","CONLEY EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902124","DUNN EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902125","GRAY EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902126","BLACK EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902128","CALVERT EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902129","HARRIS EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902130","KUJAWA EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902131","BUSSEY EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902132","SPENCE EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902134","JONES EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902135","GREENSPOINT EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902136","CYPRESSWOOD EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902137","ECKERT EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902138","ESCAMILLA EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902139","STEHLIK EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902140","PARKER EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902141","CARAWAY EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902142","WILSON EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902143","REED ACADEMY","N","N","ALDINE ISD","101902","01 - 05","E"
"101902144","HILL EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902145","MARCELLA EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902146","OGDEN EL","N","N","ALDINE ISD","101902","01 - 05","E"
"101902151","KEEBLE EC/PK/K","N","N","ALDINE ISD","101902","EE - KG","E"
"101902153","HINOJOSA EC/PK/K","N","N","ALDINE ISD","101902","EE - KG","E"
"101902154","VINES EC/PK/K","N","N","ALDINE ISD","101902","EE - KG","E"
"101902155","DE SANTIAGO EC/PK/K","N","N","ALDINE ISD","101902","EE - KG","E"
"101902161","GRIGGS EC/PK/K","N","N","ALDINE ISD","101902","EE - KG","E"
"101902162","MAGRILL EC/PK/K","N","N","ALDINE ISD","101902","EE - KG","E"
"101902163","GARCIA-LEZA EC/PK/K","N","N","ALDINE ISD","101902","EE - KG","E"
"101902164","KUJAWA EC/PK/K","N","N","ALDINE ISD","101902","EE - KG","E"
"101902165","JONES EC/PK/K","N","N","ALDINE ISD","101902","EE - KG","E"
"101902166","VARDEMAN EC/PK/K","N","N","ALDINE ISD","101902","EE - KG","E"
"101902167","STOVALL EC/PK/K","N","N","ALDINE ISD","101902","EE - KG","E"
"101903001","HASTINGS H S","N","N","ALIEF ISD","101903","09 - 12","S"
"101903002","ELSIK H S","N","N","ALIEF ISD","101903","09 - 12","S"
"101903003","TAYLOR H S","N","N","ALIEF ISD","101903","09 - 12","S"
"101903005","ALIEF LEARNING CTR (6-12)","N","N","ALIEF ISD","101903","07 - 12","S"
"101903006","KERR H S","N","N","ALIEF ISD","101903","09 - 12","S"
"101903011","CROSSROADS","N","N","ALIEF ISD","101903","09 - 12","S"
"101903012","ALIEF EARLY COLLEGE H S","N","N","ALIEF ISD","101903","09 - 12","S"
"101903041","ALIEF MIDDLE","N","N","ALIEF ISD","101903","06 - 08","M"
"101903042","OLLE MIDDLE","N","N","ALIEF ISD","101903","07 - 08","M"
"101903043","KILLOUGH MIDDLE","N","N","ALIEF ISD","101903","07 - 08","M"
"101903044","HOLUB MIDDLE","N","N","ALIEF ISD","101903","07 - 08","M"
"101903045","ALBRIGHT MIDDLE","N","N","ALIEF ISD","101903","07 - 08","M"
"101903046","O'DONNELL MIDDLE","N","N","ALIEF ISD","101903","07 - 08","M"
"101903047","ALIEF ISD J J A E P","N","N","ALIEF ISD","101903","06 - 11","B"
"101903101","YOUENS EL","N","N","ALIEF ISD","101903","EE - 05","E"
"101903102","BOONE EL","N","N","ALIEF ISD","101903","PK - 04","E"
"101903103","MARTIN EL","N","N","ALIEF ISD","101903","PK - 04","E"
"101903104","CHAMBERS EL","N","N","ALIEF ISD","101903","EE - 04","E"
"101903105","SMITH EL","N","N","ALIEF ISD","101903","PK - 04","E"
"101903106","MAHANAY EL","N","N","ALIEF ISD","101903","EE - 04","E"
"101903107","KENNEDY EL","N","N","ALIEF ISD","101903","EE - 04","E"
"101903108","CHANCELLOR EL","N","N","ALIEF ISD","101903","EE - 05","E"
"101903109","LIESTMAN EL","N","N","ALIEF ISD","101903","PK - 04","E"
"101903110","PETROSKY EL","N","N","ALIEF ISD","101903","PK - 04","E"
