CAMPUS,CPETSAUC,CPETSAUP,CPETSBHC,CPETSBHP,CPETSIMC,CPETSINC,CPETSINP,CPETSNOC,CPETSNOP,CPETSPHC,CPETSPHP
"014906002",46,12.4,94,25.4,370,218,58.9,0,0,12,3.2
"014906004",-1,-1,14,58.3,24,-3,-3,0,0,0,0
"014906006",0,0,-3,-3,28,16,57.1,0,0,-1,-1
"014906007",47,15.9,74,25.1,295,157,53.2,0,0,17,5.8
"014906008",44,12.1,78,21.5,363,234,64.5,0,0,7,1.9
"014906009",0,0,-3,-3,8,-1,-1,0,0,0,0
"014906013",-3,-3,7,22.6,31,14,45.2,0,0,-1,-1
"014906022",0,0,-1,-1,-1,0,0,0,0,-1,-1
"014906026",0,0,0,0,0,0,0,0,0,0,0
"014906042",18,13,30,21.7,138,83,60.1,0,0,7,5.1
"014906043",16,11.4,40,28.6,140,74,52.9,0,0,10,7.1
"014906044",15,10.4,38,26.4,144,77,53.5,0,0,14,9.7
"014906046",21,15.1,31,22.3,139,70,50.4,0,0,17,12.2
"014906048",12,9.6,38,30.4,125,67,53.6,0,0,8,6.4
"014906049",20,16.9,37,31.4,118,54,45.8,0,0,7,5.9
"014906050",10,11.4,28,31.8,88,44,50,0,0,6,6.8
"014906051",20,20.6,27,27.8,97,36,37.1,0,0,14,14.4
"014906052",11,10.9,34,33.7,101,45,44.6,0,0,11,10.9
"014906053",13,9.9,34,26,131,72,55,0,0,12,9.2
"014906054",14,9.2,38,25,152,84,55.3,0,0,16,10.5
"014906100",0,0,6,75,8,-1,-1,0,0,-1,-1
"014906102",12,21.1,-3,-3,57,16,28.1,-1,-1,22,38.6
"014906103",18,24.7,8,11,73,25,34.2,0,0,22,30.1
"014906105",-1,-1,-3,-3,68,24,35.3,0,0,26,38.2
"014906108",-3,-3,16,19.8,81,27,33.3,-1,-1,31,38.3
"014906109",-1,-1,-3,-3,61,19,31.1,0,0,29,47.5
"014906110",-1,-1,-3,-3,77,26,33.8,0,0,29,37.7
"014906111",7,14,16,32,50,12,24,0,0,15,30
"014906112",-1,-1,21,37.5,56,-3,-3,0,0,19,33.9
"014906113",16,20,-3,-3,80,27,33.8,-1,-1,23,28.8
"014906115",19,17.6,15,13.9,108,26,24.1,0,0,48,44.4
"014906116",9,16.4,-1,-1,55,8,14.5,-1,-1,34,61.8
"014906119",-3,-3,19,21.1,90,31,34.4,-1,-1,22,24.4
"014906120",9,8.6,25,23.8,105,27,25.7,0,0,44,41.9
"014906121",15,12.4,17,14,121,9,7.4,22,18.2,58,47.9
"014906122",-3,-3,17,16,106,37,34.9,-1,-1,34,32.1
"014906123",-1,-1,9,17.3,52,12,23.1,-1,-1,25,48.1
"014906124",-3,-3,22,35.5,62,11,17.7,-1,-1,22,35.5
"014906125",10,13.9,20,27.8,72,6,8.3,7,9.7,29,40.3
"014906126",6,9.1,11,16.7,66,19,28.8,5,7.6,25,37.9
"014906127",11,7.6,34,23.6,144,29,20.1,14,9.7,56,38.9
"014906128",23,25.6,-3,-3,90,27,30,-1,-1,24,26.7
"014906129",8,8.9,11,12.2,90,17,18.9,19,21.1,35,38.9
"014906130",-3,-3,17,24.3,70,22,31.4,-1,-1,23,32.9
"014906131",20,20.4,-3,-3,98,38,38.8,-1,-1,26,26.5
"014906132",-3,-3,10,13,77,-1,-1,22,28.6,37,48.1
"014906133",5,5,31,30.7,101,26,25.7,0,0,39,38.6
"014906135",11,10.1,17,15.6,109,29,26.6,6,5.5,46,42.2
"014906136",-3,-3,34,25.8,132,29,22,-1,-1,46,34.8
"014906137",9,9.8,23,25,92,25,27.2,0,0,35,38
"014906138",7,7.7,14,15.4,91,22,24.2,0,0,48,52.7
"014906139",-3,-3,17,17.7,96,18,18.8,-1,-1,51,53.1
"014906140",15,14.9,18,17.8,101,22,21.8,0,0,46,45.5
"014907001",-1,-1,-3,-3,30,15,50,0,0,0,0
"014907041",0,0,-3,-3,12,6,50,0,0,-1,-1
"014907043",0,0,0,0,0,0,0,0,0,0,0
"014907102",-1,-1,6,20.7,29,-1,-1,0,0,18,62.1
"014908001",-1,-1,12,30.8,39,22,56.4,0,0,-1,-1
"014908005",0,0,-1,-1,-1,0,0,0,0,0,0
"014908042",-1,-1,7,24.1,29,17,58.6,0,0,-1,-1
"014908102",7,11.7,15,25,60,16,26.7,0,0,22,36.7
"014909002",17,6.6,44,17.1,258,186,72.1,0,0,11,4.3
"014909005",0,0,5,45.5,11,6,54.5,0,0,0,0
"014909008",0,0,-1,-1,5,-1,-1,0,0,0,0
"014909041",-3,-3,11,12.2,90,71,78.9,0,0,-1,-1
"014909042",-1,-1,15,15.5,97,80,82.5,0,0,-1,-1
"014909044",-3,-3,21,19.8,106,76,71.7,0,0,-1,-1
"014909101",6,13.3,-1,-1,45,-1,-1,12,26.7,23,51.1
"014909102",0,0,-3,-3,38,17,44.7,-1,-1,14,36.8
"014909107",15,24.6,10,16.4,61,26,42.6,0,0,10,16.4
"014909110",-1,-1,7,12.3,57,32,56.1,-1,-1,13,22.8
"014909111",-1,-1,-1,-1,62,29,46.8,0,0,28,45.2
"014909114",-1,-1,23,39.7,58,19,32.8,0,0,-3,-3
"014909116",-1,-1,14,23.3,60,-3,-3,0,0,32,53.3
"014909117",-1,-1,-3,-3,40,17,42.5,0,0,16,40
"014909118",-1,-1,-1,-1,37,24,64.9,0,0,11,29.7
"014910001",-1,-1,-3,-3,56,41,73.2,0,0,0,0
"014910041",-1,-1,14,28.6,49,32,65.3,0,0,-1,-1
"014910101",7,11.9,8,13.6,59,28,47.5,0,0,16,27.1
"014910103",-1,-1,-1,-1,37,-1,-1,-1,-1,26,70.3
"015801001",0,0,10,66.7,15,-1,-1,0,0,-1,-1
"015801002",-1,-1,-1,-1,5,-1,-1,0,0,0,0
"015801003",0,0,0,0,-1,-1,-1,0,0,0,0
"015802001",0,0,10,17.2,58,21,36.2,0,0,27,46.6
"015802004",0,0,7,46.7,15,-3,-3,0,0,-1,-1
"015805001",-1,-1,0,0,6,-3,-3,0,0,0,0
"015805041",-1,-1,8,25,32,14,43.8,0,0,-3,-3
"015806003",0,0,0,0,11,11,100,0,0,0,0
"015806041",0,0,5,35.7,14,9,64.3,0,0,0,0
"015806101",0,0,-1,-1,14,7,50,-1,-1,-1,-1
"015806106",-1,-1,-1,-1,13,7,53.8,0,0,-1,-1
"015807001",0,0,0,0,-1,0,0,0,0,-1,-1
"015807002",-1,-1,6,20.7,29,16,55.2,0,0,-3,-3
"015807004",-1,-1,8,29.6,27,15,55.6,0,0,-1,-1
"015807005",-1,-1,7,26.9,26,17,65.4,0,0,-1,-1
"015807101",-1,-1,0,0,6,-1,-1,0,0,-1,-1
"015807102",-1,-1,0,0,17,-1,-1,0,0,11,64.7
"015808001",-1,-1,48,81.4,59,9,15.3,0,0,-1,-1
"015808003",0,0,-3,-3,8,-1,-1,0,0,0,0
"015808007",0,0,13,61.9,21,8,38.1,0,0,0,0
"015808009",8,16.7,19,39.6,48,15,31.3,0,0,6,12.5
"015808010",-1,-1,29,82.9,35,0,0,0,0,-1,-1
"015808011",-1,-1,-1,-1,7,-1,-1,0,0,0,0
"015808012",0,0,-1,-1,8,-1,-1,0,0,-1,-1
"015808014",0,0,-1,-1,8,-1,-1,0,0,0,0
"015809101",-1,-1,-3,-3,33,14,42.4,0,0,12,36.4
"015814001",0,0,7,50,14,7,50,0,0,0,0
"015815001",6,25,-1,-1,24,-1,-1,0,0,12,50
"015815041",-1,-1,0,0,6,-1,-1,0,0,-1,-1
"015815042",-1,-1,-1,-1,7,-1,-1,0,0,0,0
"015815101",-1,-1,0,0,6,-3,-3,0,0,0,0
"015815104",-1,-1,-1,-1,-1,-1,-1,0,0,0,0
"015822001",-3,-3,20,22.2,90,38,42.2,-1,-1,20,22.2
"015822002",-1,-1,-3,-3,66,26,39.4,0,0,27,40.9
"015822004",-1,-1,-3,-3,48,22,45.8,0,0,15,31.3
"015822005",-1,-1,-1,-1,19,9,47.4,0,0,7,36.8
"015822006",9,25.7,-1,-1,35,14,40,0,0,-3,-3
"015822007",-1,-1,0,0,12,7,58.3,0,0,-1,-1
"015822008",-1,-1,9,45,20,6,30,0,0,-1,-1
"015822009",6,11.3,8,15.1,53,24,45.3,0,0,15,28.3
"015822010",-3,-3,-1,-1,61,42,68.9,0,0,9,14.8
"015822011",0,0,0,0,8,-3,-3,0,0,-1,-1
"015825001",-1,-1,-1,-1,19,15,78.9,0,0,0,0
"015825101",0,0,0,0,-1,0,0,0,0,-1,-1
"015827001",6,18.2,15,45.5,33,12,36.4,0,0,0,0
"015827002",-1,-1,-3,-3,46,18,39.1,0,0,13,28.3
"015827003",9,27.3,10,30.3,33,9,27.3,0,0,5,15.2
"015827004",-1,-1,-1,-1,19,5,26.3,-1,-1,6,31.6
"015828001",-3,-3,31,38.8,80,24,30,0,0,-1,-1
"015828002",11,24.4,13,28.9,45,13,28.9,0,0,8,17.8
"015828003",9,22.5,-3,-3,40,20,50,0,0,-1,-1
"015828004",-3,-3,7,16.3,43,16,37.2,-1,-1,13,30.2
"015828005",6,17.6,7,20.6,34,14,41.2,0,0,7,20.6
"015828006",-1,-1,-3,-3,41,16,39,0,0,12,29.3
"015828007",-3,-3,10,26.3,38,22,57.9,0,0,-1,-1
"015828008",-3,-3,11,32.4,34,13,38.2,0,0,-1,-1
"015830001",16,13.1,28,23,122,52,42.6,0,0,26,21.3
"015830101",20,22.7,20,22.7,88,34,38.6,0,0,14,15.9
"015830102",0,0,0,0,-1,-1,-1,0,0,-1,-1
"015830103",-1,-1,0,0,9,-1,-1,0,0,5,55.6
"015831001",10,25,-3,-3,40,16,40,-1,-1,7,17.5
"015831002",24,21.8,36,32.7,110,29,26.4,-1,-1,-3,-3
"015831003",-1,-1,-1,-1,18,6,33.3,0,0,6,33.3
"015831004",-1,-1,-1,-1,17,-1,-1,0,0,10,58.8
"015831005",0,0,-1,-1,-1,-1,-1,0,0,0,0
"015833001",0,0,-1,-1,8,5,62.5,0,0,-1,-1
"015834001",-1,-1,0,0,8,-1,-1,0,0,-1,-1
"015834002",5,26.3,-1,-1,19,-1,-1,0,0,12,63.2
"015834101",-1,-1,8,38.1,21,-1,-1,0,0,9,42.9
"015835001",-1,-1,7,20,35,-1,-1,0,0,21,60
"015835002",8,29.6,7,25.9,27,7,25.9,0,0,5,18.5
"015835003",15,18.8,22,27.5,80,-3,-3,-1,-1,29,36.3
"015835004",-3,-3,-1,-1,36,9,25,0,0,18,50
"015835005",-3,-3,-1,-1,29,7,24.1,0,0,14,48.3
"015836001",-1,-1,-3,-3,25,8,32,0,0,9,36
"015838001",0,0,-3,-3,22,11,50,0,0,-1,-1
"015901001",-3,-3,39,29.3,133,61,45.9,0,0,-1,-1
"015901041",-3,-3,28,33.3,84,29,34.5,0,0,-1,-1
"015901101",16,28.6,12,21.4,56,17,30.4,0,0,11,19.6
"015901102",7,11.1,-3,-3,63,-1,-1,9,14.3,41,65.1
"015901104",17,28.3,15,25,60,11,18.3,0,0,17,28.3
"015904001",17,8.9,46,24,192,123,64.1,0,0,6,3.1
"015904002",15,8.3,38,21,181,123,68,0,0,5,2.8
"015904003",0,0,-1,-1,-1,0,0,0,0,0,0
"015904004",-1,-1,-3,-3,18,11,61.1,0,0,0,0
"015904007",0,0,-1,-1,-1,-1,-1,0,0,0,0
"015904008",0,0,-1,-1,-1,0,0,0,0,0,0
"015904010",0,0,-3,-3,9,-1,-1,0,0,0,0
"015904011",0,0,0,0,-1,-1,-1,0,0,0,0
"015904041",-3,-3,20,29,69,40,58,0,0,-1,-1
"015904042",-3,-3,19,24.1,79,51,64.6,0,0,-1,-1
"015904043",-3,-3,24,28.6,84,47,56,0,0,-1,-1
"015904044",7,8,23,26.1,88,52,59.1,0,0,6,6.8
"015904045",0,0,0,0,0,0,0,0,0,0,0
"015904046",0,0,0,0,-1,-1,-1,0,0,0,0
"015904047",0,0,5,100,5,0,0,0,0,0,0
"015904048",0,0,0,0,-1,-1,-1,0,0,-1,-1
"015904101",0,0,8,18.2,44,17,38.6,0,0,19,43.2
"015904102",17,32.7,8,15.4,52,7,13.5,0,0,20,38.5
"015904103",-1,-1,12,29.3,41,8,19.5,-1,-1,18,43.9
"015904104",9,22,-3,-3,41,13,31.7,-1,-1,13,31.7
"015904105",6,8.3,-3,-3,72,25,34.7,-1,-1,35,48.6
"015904106",-1,-1,-3,-3,52,14,26.9,0,0,27,51.9
"015904107",-1,-1,-3,-3,64,21,32.8,0,0,31,48.4
"015904108",-3,-3,14,23.7,59,12,20.3,-1,-1,21,35.6
"015904109",-1,-1,8,25,32,15,46.9,0,0,-3,-3
"015904110",-1,-1,-3,-3,47,21,44.7,0,0,19,40.4
"015904113",-1,-1,16,53.3,30,7,23.3,0,0,-3,-3
"015904114",-1,-1,-3,-3,49,17,34.7,0,0,22,44.9
"015904115",-3,-3,-1,-1,27,13,48.1,0,0,0,0
"015904116",-1,-1,8,21.1,38,-1,-1,-1,-1,24,63.2
"015904117",0,0,0,0,0,0,0,0,0,0,0
"015905002",-3,-3,44,33.8,130,76,58.5,0,0,-1,-1
"015905003",-3,-3,65,41.4,157,73,46.5,0,0,-1,-1
"015905010",0,0,0,0,0,0,0,0,0,0,0
"015905015",0,0,6,50,12,-3,-3,0,0,-1,-1
"015905041",8,10.8,26,35.1,74,35,47.3,0,0,5,6.8
"015905042",0,0,-3,-3,7,-1,-1,0,0,0,0
"015905044",-3,-3,33,42.9,77,31,40.3,0,0,-1,-1
"015905046",-3,-3,34,39.1,87,44,50.6,0,0,-1,-1
"015905104",-1,-1,-3,-3,42,10,23.8,0,0,19,45.2
"015905106",0,0,-3,-3,31,9,29,-1,-1,14,45.2
"015905108",-1,-1,-1,-1,32,15,46.9,-1,-1,11,34.4
"015905109",-1,-1,9,22.5,40,8,20,-1,-1,18,45
"015905110",-3,-3,11,22.4,49,11,22.4,-1,-1,20,40.8
"015905112",-1,-1,10,25,40,9,22.5,-1,-1,18,45
"015905113",5,10.6,12,25.5,47,11,23.4,0,0,19,40.4
"015905114",-1,-1,-3,-3,37,11,29.7,0,0,15,40.5
"015905116",-1,-1,15,31.3,48,-3,-3,0,0,18,37.5
"015905117",-1,-1,12,28.6,42,-3,-3,0,0,18,42.9
"015905118",0,0,-1,-1,39,0,0,-1,-1,32,82.1
"015905125",0,0,-1,-1,43,-1,-1,-1,-1,37,86
"015906001",-3,-3,10,35.7,28,11,39.3,0,0,-1,-1
"015906041",5,13.9,12,33.3,36,14,38.9,0,0,5,13.9
"015906101",12,19,11,17.5,63,8,12.7,0,0,32,50.8
"015907001",-3,-3,48,27.4,175,111,63.4,0,0,-1,-1
"015907002",12,7.3,28,17,165,119,72.1,0,0,6,3.6
"015907003",-3,-3,39,20,195,134,68.7,0,0,-1,-1
"015907004",0,0,-3,-3,14,7,50,0,0,-1,-1
"015907005",15,8,37,19.8,187,128,68.4,0,0,7,3.7
"015907006",8,4.7,31,18.1,171,127,74.3,0,0,5,2.9
"015907007",-3,-3,47,19.7,239,171,71.5,0,0,-1,-1
"015907008",9,4.3,36,17.4,207,162,78.3,0,0,0,0
"015907010",0,0,-3,-3,28,17,60.7,0,0,-1,-1
"015907020",0,0,-1,-1,-1,-1,-1,0,0,0,0
"015907022",-1,-1,0,0,-1,-1,-1,0,0,-1,-1
"015907023",0,0,0,0,-1,0,0,0,0,-1,-1
"015907024",0,0,10,50,20,10,50,0,0,0,0
"015907025",0,0,-1,-1,7,-1,-1,0,0,-1,-1
"015907026",-1,-1,15,31.3,48,13,27.1,-1,-1,17,35.4
"015907027",7,29.2,-3,-3,24,11,45.8,0,0,-1,-1
"015907030",0,0,9,25,36,27,75,0,0,0,0
"015907043",-1,-1,27,32.1,84,51,60.7,0,0,-1,-1
"015907047",5,4.6,17,15.6,109,80,73.4,0,0,7,6.4
"015907049",-1,-1,7,23.3,30,19,63.3,0,0,-1,-1
"015907050",10,6.5,38,24.5,155,95,61.3,0,0,12,7.7
"015907051",-3,-3,20,25.3,79,52,65.8,0,0,-1,-1
"015907053",0,0,-1,-1,-1,-1,-1,0,0,0,0
"015907054",-3,-3,13,19.4,67,41,61.2,0,0,-1,-1
"015907055",-1,-1,19,27.5,69,43,62.3,0,0,-3,-3
"015907057",-3,-3,19,31.1,61,31,50.8,0,0,-1,-1
"015907059",10,9.1,23,20.9,110,67,60.9,0,0,10,9.1
"015907061",-1,-1,30,41.7,72,36,50,0,0,-1,-1
"015907064",0,0,-3,-3,24,-1,-1,0,0,0,0
"015907101",-1,-1,7,13,54,18,33.3,-1,-1,24,44.4
"015907103",-3,-3,12,15.8,76,45,59.2,-1,-1,10,13.2
"015907105",-1,-1,-3,-3,47,14,29.8,0,0,25,53.2
"015907106",8,18.6,12,27.9,43,15,34.9,0,0,8,18.6
"015907107",-1,-1,7,29.2,24,5,20.8,-1,-1,10,41.7
"015907110",-1,-1,15,25.9,58,19,32.8,-1,-1,20,34.5
"015907112",-1,-1,-1,-1,34,11,32.4,-1,-1,14,41.2
"015907114",10,22.7,10,22.7,44,13,29.5,-1,-1,-3,-3
"015907116",-1,-1,6,15.8,38,-3,-3,0,0,26,68.4
"015907117",-1,-1,-3,-3,47,28,59.6,0,0,9,19.1
"015907118",5,6.1,20,24.4,82,35,42.7,0,0,22,26.8
"015907119",-1,-1,-3,-3,33,16,48.5,0,0,8,24.2
"015907121",-3,-3,13,23.6,55,15,27.3,-1,-1,19,34.5
"015907123",-1,-1,9,23.1,39,19,48.7,0,0,-3,-3
"015907124",-1,-1,11,37.9,29,9,31,0,0,-3,-3
"015907125",-3,-3,17,19.1,89,36,40.4,-1,-1,22,24.7
"015907126",9,21.4,10,23.8,42,11,26.2,0,0,12,28.6
"015907127",-3,-3,-1,-1,34,19,55.9,0,0,7,20.6
"015907129",9,14.8,10,16.4,61,30,49.2,0,0,12,19.7
"015907131",-1,-1,-1,-1,47,29,61.7,0,0,10,21.3
"015907132",-1,-1,8,20,40,15,37.5,-1,-1,13,32.5
"015907134",-1,-1,-3,-3,64,19,29.7,0,0,31,48.4
"015907135",10,26.3,7,18.4,38,9,23.7,0,0,12,31.6
"015907136",-3,-3,14,28,50,14,28,-1,-1,14,28
"015907137",14,16.3,23,26.7,86,26,30.2,5,5.8,18,20.9
"015907138",0,0,-1,-1,5,0,0,0,0,-1,-1
"015907139",-1,-1,12,21.4,56,15,26.8,-1,-1,25,44.6
"015907140",-1,-1,-3,-3,24,7,29.2,0,0,11,45.8
"015907141",6,6.7,29,32.6,89,38,42.7,0,0,16,18
"015907142",-1,-1,7,22.6,31,20,64.5,0,0,-1,-1
"015907143",9,36,-1,-1,25,-3,-3,0,0,8,32
"015907144",9,13.2,14,20.6,68,20,29.4,0,0,25,36.8
"015907146",-1,-1,7,22.6,31,-3,-3,0,0,13,41.9
"015907147",13,23.6,9,16.4,55,21,38.2,0,0,12,21.8
"015907148",5,7.5,11,16.4,67,19,28.4,5,7.5,27,40.3
"015907149",16,22.9,13,18.6,70,27,38.6,-1,-1,-3,-3
"015907150",17,18.1,15,16,94,15,16,6,6.4,41,43.6
"015907153",5,13.9,5,13.9,36,15,41.7,0,0,11,30.6
"015907155",-1,-1,16,34.8,46,-1,-1,-1,-1,22,47.8
"015907157",0,0,18,28.6,63,29,46,0,0,16,25.4
"015907158",-1,-1,19,41.3,46,14,30.4,0,0,-3,-3
"015907160",-3,-3,10,22.7,44,14,31.8,-1,-1,11,25
"015907161",10,17.9,8,14.3,56,26,46.4,0,0,12,21.4
"015907162",-1,-1,-3,-3,68,27,39.7,0,0,20,29.4
"015907163",-1,-1,-1,-1,17,-1,-1,0,0,10,58.8
"015907164",15,21.4,-3,-3,70,16,22.9,-1,-1,25,35.7
"015907165",-1,-1,-3,-3,33,9,27.3,0,0,14,42.4
"015907166",-1,-1,-1,-1,16,-1,-1,-1,-1,10,62.5
"015907168",0,0,9,31,29,13,44.8,0,0,7,24.1
"015907169",-1,-1,13,38.2,34,-3,-3,0,0,13,38.2
"015907172",0,0,5,18.5,27,10,37,0,0,12,44.4
"015907174",8,21.6,-3,-3,37,11,29.7,-1,-1,11,29.7
"015907175",10,18.5,5,9.3,54,26,48.1,0,0,13,24.1
"015907176",6,16.2,6,16.2,37,16,43.2,0,0,9,24.3
"015907177",5,16.1,10,32.3,31,10,32.3,0,0,6,19.4
"015907179",8,9.2,14,16.1,87,39,44.8,0,0,26,29.9
"015907180",0,0,0,0,-1,-1,-1,0,0,0,0
"015907182",0,0,-1,-1,13,-3,-3,0,0,0,0
"015907184",0,0,0,0,0,0,0,0,0,0,0
"015907186",-1,-1,-1,-1,6,-1,-1,0,0,-1,-1
"015907195",0,0,19,70.4,27,8,29.6,0,0,0,0
"015907201",0,0,0,0,0,0,0,0,0,0,0
"015907202",0,0,0,0,-1,0,0,0,0,-1,-1
"015907210",-3,-3,7,11.9,59,19,32.2,-1,-1,27,45.8
"015907239",0,0,0,0,-1,0,0,0,0,-1,-1
"015907240",-1,-1,0,0,30,0,0,-3,-3,20,66.7
"015907241",-1,-1,-1,-1,35,-1,-1,7,20,19,54.3
"015907242",-1,-1,-1,-1,27,0,0,8,29.6,15,55.6
"015907244",6,18.8,-3,-3,32,-1,-1,5,15.6,15,46.9
"015907245",0,0,-1,-1,23,-1,-1,8,34.8,11,47.8
"015907246",-1,-1,0,0,7,-1,-1,-1,-1,-1,-1
"015908001",14,6.9,42,20.6,204,133,65.2,0,0,15,7.4
"015908037",0,0,0,0,-1,-1,-1,0,0,0,0
"015908041",-1,-1,22,35.5,62,31,50,0,0,-3,-3
"015908042",-1,-1,9,16.4,55,37,67.3,0,0,-3,-3
"015908044",9,13.2,-3,-3,68,48,70.6,0,0,-1,-1
"015908104",-1,-1,11,15.7,70,29,41.4,-3,-3,22,31.4
"015908105",0,0,5,12.5,40,21,52.5,0,0,14,35
"015908106",8,15.1,5,9.4,53,23,43.4,7,13.2,10,18.9
"015908107",-1,-1,8,13.6,59,17,28.8,-1,-1,30,50.8
"015908108",-1,-1,-1,-1,30,15,50,0,0,10,33.3
"015908109",0,0,-1,-1,41,-3,-3,0,0,21,51.2
"015908110",-3,-3,12,11.9,101,22,21.8,-1,-1,53,52.5
"015908112",0,0,9,14.1,64,18,28.1,0,0,37,57.8
"015908113",7,9.1,7,9.1,77,30,39,0,0,33,42.9
"015909001",-3,-3,31,26.1,119,76,63.9,0,0,-1,-1
"015909006",0,0,0,0,0,0,0,0,0,0,0
"015909041",8,10.1,12,15.2,79,50,63.3,0,0,9,11.4
"015909101",9,16.4,9,16.4,55,20,36.4,0,0,17,30.9
"015909103",-1,-1,-1,-1,29,-1,-1,13,44.8,8,27.6
"015909104",-1,-1,7,13.2,53,15,28.3,-1,-1,26,49.1
"015909105",-1,-1,11,19.6,56,38,67.9,0,0,-3,-3
"015910001",-3,-3,65,27.2,239,144,60.3,0,0,-1,-1
"015910002",-3,-3,74,28.1,263,142,54,0,0,-1,-1
"015910003",39,14.8,82,31.1,264,127,48.1,0,0,16,6.1
"015910004",-3,-3,62,21.8,284,187,65.8,0,0,-1,-1
"015910005",52,17.7,57,19.4,294,177,60.2,0,0,8,2.7
"015910007",59,27.3,55,25.5,216,94,43.5,0,0,8,3.7
"015910008",0,0,-1,-1,-1,0,0,0,0,0,0
"015910009",0,0,-3,-3,11,-1,-1,0,0,0,0
"015910012",0,0,9,47.4,19,10,52.6,0,0,0,0
"015910014",51,24.6,56,27.1,207,91,44,0,0,9,4.3
"015910022",0,0,-1,-1,-1,-1,-1,0,0,0,0
"015910041",-3,-3,29,27.9,104,59,56.7,0,0,-1,-1
"015910042",10,7.5,33,24.8,133,83,62.4,0,0,7,5.3
"015910043",-3,-3,29,26.6,109,60,55,0,0,-1,-1
"015910044",-3,-3,36,27.5,131,75,57.3,0,0,-1,-1
"015910045",12,11.5,26,25,104,55,52.9,0,0,11,10.6
"015910046",13,12.3,29,27.4,106,56,52.8,0,0,8,7.5
"015910047",14,13,37,34.3,108,48,44.4,0,0,9,8.3
