CAMPUS,CPETSAUC,CPETSAUP,CPETSBHC,CPETSBHP,CPETSIMC,CPETSINC,CPETSINP,CPETSNOC,CPETSNOP,CPETSPHC,CPETSPHP
"220905168",8,15.4,-1,-1,52,10,19.2,-1,-1,27,51.9
"220905169",0,0,-1,-1,24,-3,-3,0,0,14,58.3
"220905171",-1,-1,-1,-1,52,-1,-1,0,0,42,80.8
"220905172",-1,-1,9,22.5,40,-3,-3,0,0,22,55
"220905175",15,32.6,6,13,46,10,21.7,0,0,15,32.6
"220905176",-1,-1,-3,-3,102,16,15.7,0,0,77,75.5
"220905177",5,9.8,5,9.8,51,21,41.2,0,0,20,39.2
"220905178",16,23.5,10,14.7,68,-3,-3,-1,-1,32,47.1
"220905180",7,8.5,13,15.9,82,34,41.5,0,0,28,34.1
"220905184",-3,-3,11,18,61,13,21.3,-1,-1,25,41
"220905186",10,20.4,-3,-3,49,11,22.4,-1,-1,17,34.7
"220905187",-3,-3,8,17.8,45,8,17.8,-1,-1,19,42.2
"220905188",17,29.8,-1,-1,57,12,21.1,-1,-1,23,40.4
"220905190",-1,-1,-1,-1,26,8,30.8,0,0,12,46.2
"220905194",17,28.3,7,11.7,60,13,21.7,0,0,23,38.3
"220905206",-1,-1,7,21.2,33,11,33.3,-1,-1,9,27.3
"220905207",6,9,6,9,67,29,43.3,0,0,26,38.8
"220905208",11,14.7,5,6.7,75,24,32,0,0,35,46.7
"220905209",-1,-1,-1,-1,29,7,24.1,-1,-1,16,55.2
"220905210",0,0,-1,-1,7,-1,-1,0,0,-1,-1
"220905211",0,0,0,0,-1,-1,-1,0,0,0,0
"220905212",0,0,0,0,0,0,0,0,0,0,0
"220905216",14,24.1,-1,-1,58,-3,-3,0,0,31,53.4
"220905219",-3,-3,13,17.8,73,18,24.7,-1,-1,26,35.6
"220905220",-1,-1,8,21.1,38,13,34.2,-1,-1,12,31.6
"220905221",12,29.3,-1,-1,41,-1,-1,5,12.2,22,53.7
"220905222",-1,-1,-1,-1,14,6,42.9,0,0,-1,-1
"220905223",15,21.7,-3,-3,69,12,17.4,-1,-1,34,49.3
"220905224",10,20.8,-1,-1,48,0,0,-1,-1,34,70.8
"220905225",23,43.4,-1,-1,53,-3,-3,0,0,16,30.2
"220905226",10,23.3,-3,-3,43,10,23.3,-1,-1,15,34.9
"220905227",12,16.7,5,6.9,72,18,25,0,0,37,51.4
"220905228",0,0,0,0,28,0,0,0,0,28,100
"220905242",0,0,0,0,0,0,0,0,0,0,0
"220905251",0,0,0,0,0,0,0,0,0,0,0
"220905252",0,0,0,0,0,0,0,0,0,0,0
"220906001",33,21.3,49,31.6,155,66,42.6,0,0,7,4.5
"220906004",-3,-3,46,31.5,146,76,52.1,0,0,-1,-1
"220906006",-1,-1,-1,-1,6,-1,-1,0,0,0,0
"220906007",-1,-1,0,0,-1,-1,-1,0,0,0,0
"220906008",0,0,0,0,0,0,0,0,0,0,0
"220906041",14,15.2,20,21.7,92,51,55.4,0,0,7,7.6
"220906042",5,11.9,18,42.9,42,14,33.3,0,0,5,11.9
"220906043",-3,-3,18,29,62,30,48.4,0,0,-1,-1
"220906044",15,21.4,-3,-3,70,41,58.6,0,0,-1,-1
"220906101",-3,-3,13,19.4,67,19,28.4,-1,-1,23,34.3
"220906102",-1,-1,9,28.1,32,6,18.8,-1,-1,12,37.5
"220906103",11,25,11,25,44,10,22.7,-1,-1,-3,-3
"220906104",11,11.1,14,14.1,99,31,31.3,6,6.1,37,37.4
"220906105",13,20.6,13,20.6,63,12,19,10,15.9,15,23.8
"220906106",14,26.4,-3,-3,53,17,32.1,-1,-1,12,22.6
"220906107",6,19.4,7,22.6,31,6,19.4,0,0,12,38.7
"220906108",-3,-3,14,34.1,41,7,17.1,-1,-1,12,29.3
"220906109",11,20.8,12,22.6,53,-3,-3,-1,-1,19,35.8
"220906110",-3,-3,12,20.3,59,23,39,-1,-1,14,23.7
"220906111",-3,-3,9,31,29,-1,-1,0,0,13,44.8
"220907001",28,17.5,54,33.8,160,69,43.1,0,0,9,5.6
"220907002",-3,-3,47,20.9,225,149,66.2,0,0,-1,-1
"220907004",39,17.3,48,21.3,225,132,58.7,0,0,6,2.7
"220907005",54,18.6,50,17.2,291,178,61.2,0,0,9,3.1
"220907039",0,0,-1,-1,-1,-1,-1,0,0,0,0
"220907041",-3,-3,16,34.8,46,21,45.7,0,0,-1,-1
"220907042",-3,-3,25,23.4,107,72,67.3,0,0,-1,-1
"220907043",19,14.2,32,23.9,134,73,54.5,0,0,10,7.5
"220907044",30,26.1,37,32.2,115,36,31.3,0,0,12,10.4
"220907045",-1,-1,33,41.8,79,33,41.8,0,0,-3,-3
"220907046",47,33.8,25,18,139,53,38.1,0,0,14,10.1
"220907047",17,27,8,12.7,63,28,44.4,0,0,10,15.9
"220907101",5,11.1,9,20,45,9,20,0,0,22,48.9
"220907102",10,25.6,-1,-1,39,-3,-3,0,0,19,48.7
"220907103",-3,-3,8,8.8,91,23,25.3,-1,-1,53,58.2
"220907104",-1,-1,-3,-3,82,30,36.6,0,0,30,36.6
"220907105",-1,-1,-1,-1,32,11,34.4,0,0,13,40.6
"220907106",19,27.9,-3,-3,68,9,13.2,-1,-1,31,45.6
"220907107",21,18.6,16,14.2,113,60,53.1,0,0,16,14.2
"220907108",10,18.9,-3,-3,53,-1,-1,0,0,32,60.4
"220907109",11,15.5,6,8.5,71,11,15.5,0,0,43,60.6
"220907110",-3,-3,11,22.4,49,12,24.5,-1,-1,19,38.8
"220907111",15,26.3,6,10.5,57,13,22.8,0,0,23,40.4
"220907112",10,21.7,-1,-1,46,-3,-3,0,0,23,50
"220907113",-1,-1,-3,-3,70,22,31.4,0,0,34,48.6
"220907114",23,19.2,13,10.8,120,61,50.8,0,0,23,19.2
"220907116",-1,-1,8,16,50,12,24,-1,-1,25,50
"220907117",12,15.2,13,16.5,79,14,17.7,0,0,40,50.6
"220907118",13,23.2,-1,-1,56,5,8.9,-1,-1,33,58.9
"220907119",28,31.8,-3,-3,88,8,9.1,-1,-1,44,50
"220907120",-1,-1,5,13.2,38,9,23.7,-1,-1,21,55.3
"220907121",-1,-1,20,23.8,84,-3,-3,0,0,48,57.1
"220907122",26,40.6,-3,-3,64,10,15.6,-1,-1,20,31.3
"220907123",7,6.6,28,26.4,106,55,51.9,0,0,16,15.1
"220907124",26,34.7,6,8,75,10,13.3,0,0,33,44
"220907125",10,11.9,-3,-3,84,19,22.6,-1,-1,44,52.4
"220907126",10,22.2,5,11.1,45,12,26.7,0,0,18,40
"220907128",25,27.8,-3,-3,90,-1,-1,14,15.6,42,46.7
"220907129",8,15.4,7,13.5,52,9,17.3,0,0,28,53.8
"220907130",-1,-1,11,22,50,14,28,-1,-1,20,40
"220907131",27,33.8,9,11.3,80,-1,-1,-3,-3,36,45
"220908002",26,11.9,38,17.4,218,149,68.3,0,0,5,2.3
"220908003",32,19.8,40,24.7,162,82,50.6,0,0,8,4.9
"220908004",44,26,26,15.4,169,92,54.4,0,0,7,4.1
"220908005",23,12.3,45,24.1,187,114,61,0,0,5,2.7
"220908006",0,0,-1,-1,-1,-1,-1,0,0,0,0
"220908007",22,13.4,56,34.1,164,86,52.4,0,0,0,0
"220908008",0,0,0,0,-1,0,0,0,0,-1,-1
"220908009",0,0,-1,-1,6,-3,-3,0,0,0,0
"220908041",-3,-3,22,34.9,63,32,50.8,0,0,-1,-1
"220908042",-3,-3,18,18,100,63,63,0,0,-1,-1
"220908043",15,18.1,16,19.3,83,44,53,0,0,8,9.6
"220908044",24,26.4,-3,-3,91,40,44,0,0,-1,-1
"220908045",18,16.8,-3,-3,107,70,65.4,0,0,-1,-1
"220908046",19,19,27,27,100,54,54,0,0,0,0
"220908101",7,11.5,-3,-3,61,6,9.8,-1,-1,42,68.9
"220908103",-1,-1,-3,-3,42,11,26.2,0,0,21,50
"220908105",17,26.6,9,14.1,64,-3,-3,-1,-1,28,43.8
"220908106",-3,-3,-1,-1,48,19,39.6,0,0,19,39.6
"220908107",13,22,11,18.6,59,12,20.3,0,0,23,39
"220908109",-1,-1,-3,-3,50,15,30,0,0,23,46
"220908110",12,22.6,11,20.8,53,7,13.2,0,0,23,43.4
"220908111",-1,-1,-3,-3,38,11,28.9,0,0,17,44.7
"220908112",23,45.1,5,9.8,51,15,29.4,0,0,8,15.7
"220908113",16,32.7,-1,-1,49,11,22.4,-1,-1,18,36.7
"220908114",13,25.5,12,23.5,51,-3,-3,-1,-1,13,25.5
"220908115",14,23.3,-3,-3,60,13,21.7,-1,-1,26,43.3
"220908116",12,21.1,9,15.8,57,16,28.1,0,0,20,35.1
"220908117",12,21.8,-1,-1,55,17,30.9,-3,-3,16,29.1
"220908118",9,16.4,9,16.4,55,25,45.5,0,0,12,21.8
"220908119",11,20,-3,-3,55,21,38.2,-1,-1,15,27.3
"220908120",19,41.3,-1,-1,46,9,19.6,-1,-1,14,30.4
"220908121",18,29,5,8.1,62,18,29,0,0,21,33.9
"220908122",21,45.7,-3,-3,46,-1,-1,0,0,16,34.8
"220908123",13,26,-1,-1,50,8,16,-1,-1,24,48
"220908124",-3,-3,18,34.6,52,15,28.8,-1,-1,10,19.2
"220908125",15,28.8,-1,-1,52,9,17.3,-1,-1,24,46.2
"220908126",8,15.1,11,20.8,53,12,22.6,6,11.3,16,30.2
"220908201",17,17.7,18,18.8,96,49,51,0,0,12,12.5
"220908202",12,13.2,14,15.4,91,46,50.5,0,0,19,20.9
"220908204",17,17.7,24,25,96,48,50,0,0,7,7.3
"220908205",15,17.6,15,17.6,85,46,54.1,0,0,9,10.6
"220908206",25,27.2,17,18.5,92,39,42.4,0,0,11,12
"220908207",9,10.3,29,33.3,87,33,37.9,0,0,16,18.4
"220910001",-3,-3,17,19.5,87,51,58.6,0,0,-1,-1
"220910042",-3,-3,9,16.1,56,41,73.2,0,0,-1,-1
"220910043",-3,-3,-1,-1,41,24,58.5,0,0,7,17.1
"220910101",-1,-1,7,20.6,34,9,26.5,-1,-1,13,38.2
"220910103",13,19.4,7,10.4,67,26,38.8,0,0,21,31.3
"220910104",-3,-3,0,0,42,11,26.2,-1,-1,24,57.1
"220912001",23,12.9,33,18.5,178,101,56.7,0,0,21,11.8
"220912002",69,23.6,41,14,292,172,58.9,0,0,10,3.4
"220912041",-1,-1,17,17.9,95,60,63.2,0,0,-3,-3
"220912042",13,19.1,-3,-3,68,42,61.8,0,0,-1,-1
"220912043",26,32.9,13,16.5,79,34,43,0,0,6,7.6
"220912101",19,31.7,9,15,60,11,18.3,0,0,21,35
"220912102",10,15.2,15,22.7,66,18,27.3,0,0,23,34.8
"220912103",6,11.1,13,24.1,54,10,18.5,0,0,25,46.3
"220912104",16,33.3,-1,-1,48,11,22.9,-1,-1,18,37.5
"220912105",8,12.3,-3,-3,65,24,36.9,-1,-1,24,36.9
"220912106",-1,-1,-3,-3,33,11,33.3,0,0,12,36.4
"220912107",-3,-3,-1,-1,63,33,52.4,0,0,19,30.2
"220912108",6,10,7,11.7,60,17,28.3,0,0,30,50
"220912109",8,15.1,11,20.8,53,18,34,5,9.4,11,20.8
"220912110",17,25,14,20.6,68,-3,-3,-1,-1,23,33.8
"220912111",18,28.1,12,18.8,64,24,37.5,0,0,10,15.6
"220912112",6,11.1,13,24.1,54,28,51.9,0,0,7,13
"220912113",-1,-1,15,20.3,74,50,67.6,0,0,-3,-3
"220912114",7,10.6,9,13.6,66,38,57.6,0,0,12,18.2
"220914001",-3,-3,20,22.2,90,56,62.2,0,0,-1,-1
"220914004",0,0,-1,-1,-1,0,0,0,0,0,0
"220914041",-3,-3,10,22.2,45,24,53.3,0,0,-1,-1
"220914101",-3,-3,7,19.4,36,23,63.9,0,0,-1,-1
"220914102",-1,-1,10,26.3,38,-1,-1,-1,-1,17,44.7
"220914103",-3,-3,8,20,40,9,22.5,-1,-1,13,32.5
"220915001",18,12.2,34,23.1,147,89,60.5,0,0,6,4.1
"220915003",0,0,-1,-1,5,-1,-1,0,0,0,0
"220915041",-1,-1,-3,-3,44,23,52.3,0,0,0,0
"220915042",-1,-1,10,20.4,49,35,71.4,0,0,-1,-1
"220915102",-1,-1,18,38.3,47,-3,-3,0,0,18,38.3
"220915103",11,20.4,-3,-3,54,13,24.1,-1,-1,21,38.9
"220915104",6,10.5,20,35.1,57,20,35.1,0,0,11,19.3
"220915105",-1,-1,8,11,73,14,19.2,-3,-3,43,58.9
"220915106",-3,-3,17,22.7,75,12,16,-1,-1,36,48
"220915107",-3,-3,13,31.7,41,22,53.7,0,0,-1,-1
"220915108",6,13.3,8,17.8,45,7,15.6,0,0,24,53.3
"220916001",38,23.2,33,20.1,164,86,52.4,0,0,7,4.3
"220916002",51,25.1,37,18.2,203,108,53.2,0,0,7,3.4
"220916004",-1,-1,-1,-1,12,7,58.3,0,0,0,0
"220916005",-1,-1,-1,-1,10,6,60,0,0,0,0
"220916007",0,0,0,0,0,0,0,0,0,0,0
"220916041",21,19.6,30,28,107,51,47.7,0,0,5,4.7
"220916042",-3,-3,22,23.2,95,60,63.2,0,0,-1,-1
"220916043",15,13.6,25,22.7,110,64,58.2,0,0,6,5.5
"220916044",17,18.5,26,28.3,92,49,53.3,0,0,0,0
"220916045",27,24.5,18,16.4,110,59,53.6,0,0,6,5.5
"220916102",-1,-1,-1,-1,39,18,46.2,0,0,14,35.9
"220916103",24,22.2,12,11.1,108,42,38.9,7,6.5,23,21.3
"220916105",-3,-3,-1,-1,47,18,38.3,0,0,20,42.6
"220916106",13,16.3,10,12.5,80,16,20,0,0,41,51.3
"220916107",14,22.2,14,22.2,63,16,25.4,0,0,19,30.2
"220916108",25,30.9,13,16,81,21,25.9,0,0,22,27.2
"220916110",6,12.2,9,18.4,49,19,38.8,0,0,15,30.6
"220916111",19,21.3,8,9,89,28,31.5,5,5.6,29,32.6
"220916112",9,14.1,-3,-3,64,19,29.7,-1,-1,29,45.3
"220916113",13,22.4,13,22.4,58,-3,-3,-1,-1,22,37.9
"220916114",25,23.4,-3,-3,107,32,29.9,-1,-1,33,30.8
"220916115",16,22.2,20,27.8,72,-3,-3,-1,-1,18,25
"220916116",16,16.7,24,25,96,29,30.2,0,0,27,28.1
"220916117",19,26,18,24.7,73,23,31.5,0,0,13,17.8
"220916118",14,20.9,18,26.9,67,-3,-3,-1,-1,20,29.9
"220916119",8,18.2,9,20.5,44,6,13.6,0,0,21,47.7
"220916121",18,19.8,17,18.7,91,14,15.4,6,6.6,36,39.6
"220916122",16,22.2,5,6.9,72,20,27.8,0,0,31,43.1
"220916123",12,22.6,11,20.8,53,14,26.4,0,0,16,30.2
"220916125",6,16.7,5,13.9,36,5,13.9,0,0,20,55.6
"220917001",-3,-3,14,17.3,81,56,69.1,0,0,-1,-1
"220917003",0,0,0,0,-1,-1,-1,0,0,0,0
"220917004",0,0,0,0,-1,-1,-1,0,0,0,0
"220917041",-1,-1,17,19.1,89,61,68.5,0,0,-3,-3
"220917101",-1,-1,-3,-3,41,14,34.1,0,0,15,36.6
"220917102",-3,-3,-1,-1,63,28,44.4,0,0,26,41.3
"220917104",16,18,5,5.6,89,32,36,12,13.5,24,27
"220918001",29,19.7,38,25.9,147,75,51,0,0,5,3.4
"220918002",0,0,-1,-1,5,-1,-1,0,0,0,0
"220918003",0,0,-1,-1,6,-1,-1,0,0,0,0
"220918004",-3,-3,40,22.6,177,101,57.1,0,0,-1,-1
"220918005",26,38.8,-3,-3,67,-1,-1,8,11.9,23,34.3
"220918006",35,20.7,47,27.8,169,80,47.3,0,0,7,4.1
"220918007",0,0,-1,-1,-1,0,0,0,0,0,0
"220918041",13,13.4,22,22.7,97,51,52.6,0,0,11,11.3
"220918042",16,17.4,24,26.1,92,47,51.1,0,0,5,5.4
"220918043",20,18.3,29,26.6,109,47,43.1,0,0,13,11.9
"220918044",17,15.9,27,25.2,107,57,53.3,0,0,6,5.6
"220918045",11,11.1,17,17.2,99,63,63.6,0,0,8,8.1
"220918101",-1,-1,-3,-3,51,15,29.4,0,0,26,51
"220918102",12,21.4,5,8.9,56,10,17.9,0,0,29,51.8
"220918103",10,20.8,14,29.2,48,15,31.3,0,0,9,18.8
"220918104",18,29.5,-3,-3,61,20,32.8,-1,-1,13,21.3
"220918105",0,0,11,24.4,45,22,48.9,0,0,12,26.7
"220918106",5,11.9,17,40.5,42,6,14.3,0,0,14,33.3
"220918107",6,12,18,36,50,8,16,0,0,18,36
"220918108",11,22.4,11,22.4,49,13,26.5,0,0,14,28.6
"220918109",12,26.1,6,13,46,11,23.9,0,0,17,37
"220918110",11,16.2,15,22.1,68,17,25,0,0,25,36.8
"220918111",-3,-3,-1,-1,40,13,32.5,0,0,14,35
"220918112",-3,-3,12,20.3,59,14,23.7,-1,-1,23,39
"220918113",9,25,-1,-1,36,6,16.7,-1,-1,17,47.2
"220918114",10,18.9,8,15.1,53,16,30.2,0,0,19,35.8
"220918115",18,27.7,-3,-3,65,14,21.5,-1,-1,26,40
"220919001",13,18.1,27,37.5,72,27,37.5,0,0,5,6.9
"220919003",-3,-3,47,52.2,90,26,28.9,0,0,-1,-1
"220919041",-3,-3,18,38.3,47,17,36.2,0,0,-1,-1
"220919043",-3,-3,20,54.1,37,10,27,0,0,-1,-1
"220919101",7,15.9,9,20.5,44,-3,-3,-1,-1,21,47.7
"220919102",-3,-3,8,14.5,55,6,10.9,-1,-1,34,61.8
"220919103",6,9.4,6,9.4,64,12,18.8,0,0,40,62.5
"220919104",9,15.3,8,13.6,59,8,13.6,5,8.5,29,49.2
"220919106",10,16.4,17,27.9,61,19,31.1,0,0,15,24.6
"220919107",-1,-1,14,28.6,49,7,14.3,-1,-1,26,53.1
"220919108",8,18.6,10,23.3,43,19,44.2,0,0,6,14
"220920001",-3,-3,38,22.4,170,106,62.4,0,0,-1,-1
"220920004",0,0,0,0,0,0,0,0,0,0,0
"220920041",13,13,21,21,100,58,58,0,0,8,8
"220920101",32,27.8,17,14.8,115,30,26.1,5,4.3,31,27
"220920102",5,9.3,-1,-1,54,9,16.7,-1,-1,36,66.7
"220920103",-1,-1,11,25,44,-3,-3,0,0,21,47.7
"220920104",-1,-1,6,10.7,56,13,23.2,-1,-1,29,51.8
"220920105",12,13.2,15,16.5,91,42,46.2,0,0,22,24.2
"220920106",0,0,-3,-3,17,-1,-1,0,0,8,47.1
"221801005",-1,-1,5,23.8,21,10,47.6,0,0,-3,-3
"221801011",-1,-1,-1,-1,22,6,27.3,0,0,12,54.5
"221801014",-1,-1,-1,-1,25,8,32,0,0,10,40
"221801020",-1,-1,11,36.7,30,9,30,0,0,-3,-3
"221801022",26,23,39,34.5,113,37,32.7,0,0,11,9.7
"221801023",-1,-1,8,26.7,30,-1,-1,0,0,15,50
"221801025",0,0,-1,-1,17,8,47.1,0,0,-3,-3
"221801026",0,0,-1,-1,17,-1,-1,0,0,12,70.6
"221801027",-1,-1,-1,-1,9,-1,-1,0,0,0,0
"221801033",-1,-1,-1,-1,7,-1,-1,0,0,-1,-1
"221801034",11,22.4,20,40.8,49,13,26.5,0,0,5,10.2
"221801039",-1,-1,-1,-1,10,-1,-1,0,0,-1,-1
"221801040",28,75.7,0,0,37,0,0,9,24.3,0,0
"221801043",8,14,13,22.8,57,14,24.6,0,0,22,38.6
"221801044",-1,-1,0,0,6,-1,-1,0,0,-1,-1
"221801045",-1,-1,5,29.4,17,6,35.3,0,0,-3,-3
"221801046",6,13.6,9,20.5,44,6,13.6,0,0,23,52.3
"221801048",-1,-1,-1,-1,12,-1,-1,0,0,6,50
"221801050",8,25,10,31.3,32,8,25,0,0,6,18.8
"221801051",-1,-1,-1,-1,-1,-1,-1,0,0,0,0
"221801052",-1,-1,-1,-1,10,-1,-1,0,0,-1,-1
"221801053",-1,-1,-1,-1,9,-1,-1,0,0,-1,-1
"221801055",-1,-1,-1,-1,9,-1,-1,0,0,-1,-1
"221801056",-1,-1,0,0,-1,0,0,0,0,0,0
"221801057",-1,-1,0,0,10,-1,-1,0,0,-1,-1
"221801058",5,10.6,11,23.4,47,15,31.9,0,0,16,34
"221801059",0,0,-1,-1,7,-1,-1,0,0,5,71.4
"221801060",-1,-1,17,50,34,-3,-3,0,0,8,23.5
"221801061",-1,-1,-3,-3,39,17,43.6,0,0,11,28.2
"221801062",-1,-1,-1,-1,15,-1,-1,0,0,7,46.7
"221801063",-3,-3,8,32,25,-1,-1,0,0,9,36
"221801064",-1,-1,-1,-1,19,-1,-1,0,0,11,57.9
"221801065",0,0,-1,-1,14,7,50,0,0,-1,-1
"221801066",-1,-1,-1,-1,21,5,23.8,0,0,9,42.9
"221801067",-1,-1,-1,-1,19,-1,-1,0,0,11,57.9
"221801068",-1,-1,10,33.3,30,-1,-1,0,0,14,46.7
"221901001",18,7.9,46,20.3,227,157,69.2,0,0,6,2.6
"221901002",19,8,44,18.5,238,161,67.6,0,0,14,5.9
"221901003",0,0,-1,-1,10,6,60,0,0,-1,-1
"221901006",0,0,-1,-1,-1,-1,-1,0,0,0,0
"221901007",0,0,0,0,-1,-1,-1,0,0,0,0
"221901008",0,0,-1,-1,-1,0,0,0,0,0,0
"221901010",6,50,-1,-1,12,-1,-1,0,0,-1,-1
"221901044",12,10.2,16,13.6,118,74,62.7,0,0,16,13.6
"221901045",-3,-3,19,16.2,117,88,75.2,0,0,-1,-1
"221901047",13,9.8,26,19.7,132,87,65.9,0,0,6,4.5
"221901048",12,8.1,31,20.8,149,96,64.4,0,0,10,6.7
"221901102",-1,-1,-3,-3,50,14,28,0,0,28,56
"221901103",11,12.5,26,29.5,88,25,28.4,0,0,26,29.5
"221901104",13,13.3,-3,-3,98,48,49,-1,-1,23,23.5
"221901108",14,18.4,5,6.6,76,24,31.6,0,0,33,43.4
"221901112",-1,-1,-3,-3,57,22,38.6,0,0,26,45.6
"221901113",5,5.9,13,15.3,85,31,36.5,0,0,36,42.4
"221901116",-1,-1,-3,-3,56,25,44.6,0,0,18,32.1
"221901120",-1,-1,-3,-3,45,19,42.2,0,0,20,44.4
"221901121",-1,-1,-1,-1,53,20,37.7,0,0,25,47.2
"221901142",0,0,0,0,0,0,0,0,0,0,0
"221901150",-1,-1,8,11.4,70,13,18.6,-1,-1,43,61.4
"221901151",-3,-3,-1,-1,70,48,68.6,0,0,12,17.1
"221901152",-1,-1,-1,-1,63,30,47.6,0,0,29,46
"221901153",28,27.7,9,8.9,101,25,24.8,6,5.9,33,32.7
"221901155",-1,-1,-3,-3,105,68,64.8,0,0,25,23.8
"221901156",15,17.6,-1,-1,85,-1,-1,21,24.7,46,54.1
"221901208",0,0,0,0,-1,0,0,0,0,-1,-1
"221904001",-1,-1,-3,-3,37,25,67.6,0,0,0,0
"221904041",-1,-1,6,19.4,31,19,61.3,0,0,-1,-1
"221904102",9,9.1,14,14.1,99,39,39.4,0,0,37,37.4
"221905001",-1,-1,5,21.7,23,11,47.8,0,0,-3,-3
"221911001",5,21.7,0,0,23,18,78.3,0,0,0,0
"221911041",-1,-1,-1,-1,34,23,67.6,0,0,-1,-1
"221911101",5,11.9,-1,-1,42,11,26.2,-1,-1,19,45.2
"221911102",-1,-1,-3,-3,36,14,38.9,0,0,15,41.7
"221912001",-3,-3,26,33.8,77,37,48.1,0,0,-1,-1
"221912041",10,17.9,14,25,56,25,44.6,0,0,7,12.5
"221912101",-3,-3,-1,-1,55,11,20,0,0,35,63.6
"221912103",7,13.7,14,27.5,51,16,31.4,0,0,14,27.5
"221912106",-1,-1,-1,-1,22,-1,-1,-1,-1,15,68.2
"221912107",-1,-1,13,35.1,37,14,37.8,0,0,-3,-3
"221912108",5,22.7,-1,-1,22,0,0,-1,-1,14,63.6
"222901001",0,0,-1,-1,14,8,57.1,0,0,-1,-1
"223901001",-1,-1,7,17.5,40,28,70,0,0,-1,-1
"223901005",0,0,-1,-1,7,-3,-3,0,0,0,0
"223901041",-1,-1,-1,-1,30,22,73.3,0,0,-1,-1
"223901101",-1,-1,-1,-1,19,5,26.3,0,0,8,42.1
"223901102",5,11.9,6,14.3,42,19,45.2,0,0,12,28.6
"223901103",-1,-1,0,0,11,-1,-1,0,0,9,81.8
"223902001",-1,-1,-1,-1,32,24,75,0,0,5,15.6
"223904001",-1,-1,-1,-1,16,9,56.3,0,0,-1,-1
"224901001",-1,-1,-1,-1,9,-1,-1,0,0,5,55.6
"224902001",-1,-1,-1,-1,19,7,36.8,-1,-1,5,26.3
"225902001",-3,-3,31,22.1,140,97,69.3,0,0,-1,-1
"225902003",0,0,-1,-1,-1,-1,-1,0,0,0,0
"225902041",5,6.9,16,22.2,72,41,56.9,0,0,10,13.9
"225902042",11,11.1,17,17.2,99,55,55.6,0,0,16,16.2
"225902101",9,16.4,-1,-1,55,-3,-3,0,0,37,67.3
"225902102",-1,-1,7,13.7,51,7,13.7,-1,-1,32,62.7
"225902103",-3,-3,9,12.2,74,12,16.2,-1,-1,42,56.8
"225902104",-1,-1,7,11.9,59,12,20.3,-1,-1,34,57.6
"225902105",-1,-1,-1,-1,52,0,0,13,25,36,69.2
"225906001",-1,-1,8,19.5,41,29,70.7,0,0,-1,-1
"225906041",-1,-1,-3,-3,27,16,59.3,0,0,0,0
"225906101",-1,-1,-3,-3,33,12,36.4,0,0,12,36.4
"225907101",-1,-1,-3,-3,39,10,25.6,0,0,17,43.6
"226801001",5,4.9,29,28.2,103,47,45.6,0,0,22,21.4
"226801002",0,0,7,19.4,36,15,41.7,0,0,14,38.9
"226801003",5,11.1,11,24.4,45,14,31.1,0,0,15,33.3
"226801004",-1,-1,-3,-3,47,19,40.4,0,0,16,34
"226901001",-1,-1,-3,-3,29,21,72.4,0,0,0,0
"226901002",0,0,0,0,0,0,0,0,0,0,0
"226901005",0,0,0,0,0,0,0,0,0,0,0
"226901101",0,0,9,40.9,22,7,31.8,0,0,6,27.3
"226901102",0,0,0,0,-1,0,0,0,0,-1,-1
"226903001",52,14.1,81,22,368,221,60.1,0,0,14,3.8
"226903002",-1,-1,46,38,121,69,57,0,0,-1,-1
"226903038",0,0,0,0,6,-3,-3,0,0,-1,-1
"226903042",13,11.2,26,22.4,116,58,50,0,0,19,16.4
"226903043",8,7.5,21,19.8,106,71,67,0,0,6,5.7
"226903045",13,10.4,31,24.8,125,74,59.2,0,0,7,5.6
"226903101",-1,-1,10,25.6,39,0,0,-1,-1,21,53.8
"226903102",5,6.4,6,7.7,78,11,14.1,11,14.1,45,57.7
"226903103",-1,-1,7,35,20,6,30,0,0,-3,-3
"226903104",0,0,0,0,-1,0,0,0,0,-1,-1
"226903105",-1,-1,-3,-3,40,18,45,0,0,12,30
"226903106",-1,-1,6,25,24,-3,-3,0,0,12,50
"226903108",-1,-1,-1,-1,29,13,44.8,0,0,12,41.4
"226903110",-1,-1,5,14.7,34,9,26.5,-1,-1,14,41.2
"226903111",0,0,-1,-1,22,-3,-3,0,0,13,59.1
"226903112",-1,-1,11,34.4,32,10,31.3,0,0,-3,-3
"226903113",-1,-1,11,31.4,35,-3,-3,0,0,14,40
"226903114",-1,-1,-1,-1,24,5,20.8,0,0,14,58.3
"226903115",-1,-1,9,39.1,23,-1,-1,0,0,7,30.4
"226903116",10,10.6,18,19.1,94,32,34,12,12.8,22,23.4
"226903117",0,0,0,0,-1,0,0,0,0,-1,-1
"226903119",13,20.6,-3,-3,63,25,39.7,-1,-1,16,25.4
"226903120",-1,-1,-3,-3,30,8,26.7,0,0,13,43.3
"226903122",0,0,-3,-3,45,13,28.9,-1,-1,24,53.3
"226903123",-1,-1,-1,-1,36,16,44.4,0,0,15,41.7
"226905001",0,0,-1,-1,11,-3,-3,0,0,0,0
"226905003",0,0,0,0,0,0,0,0,0,0,0
"226905007",0,0,0,0,-1,0,0,0,0,-1,-1
"226905101",-1,-1,0,0,20,-3,-3,0,0,11,55
"226905180",0,0,0,0,-1,-1,-1,0,0,0,0
